timestep,curriculum_level,reward,length,final_distance,success
24891,0,1005.847503,200,0.1938924169600703,False
25091,0,950.930208,200,0.27161596781446884,False
25291,0,957.183962,200,0.19029837678587158,False
25491,0,1404.4385,200,0.10387253337829813,False
25691,0,823.589998,200,0.2511930367499915,False
25891,0,1167.57585,200,0.1565335668014199,False
26091,0,1484.45491,200,0.11741402178567174,False
26291,0,1283.125613,200,0.20668714106040137,False
26491,0,1143.732054,200,0.17635220975690366,False
26668,0,1423.45175,177,0.021676274326943717,True
26868,0,1310.007294,200,0.1527746198880925,False
27068,0,994.797418,200,0.16161385962957053,False
27268,0,921.420542,200,0.2359280638661377,False
27468,0,1137.351095,200,0.15754907433379015,False
27668,0,1203.689451,200,0.18432427264638118,False
27868,0,906.070794,200,0.2683025934200503,False
28068,0,1173.748327,200,0.11717249369996977,False
28180,0,739.797636,112,0.0244900027817759,True
28380,0,1579.211477,200,0.09049954693783768,False
28470,0,607.600487,90,0.02713544893473948,True
28670,0,1115.414777,200,0.24152097166144101,False
28870,0,1170.11974,200,0.23170080189423212,False
29070,0,1551.367464,200,0.1020141882253627,False
29270,0,998.047861,200,0.29368825253030845,False
29470,0,1516.281561,200,0.08644899464441046,False
29670,0,1306.865012,200,0.11473037069776175,False
29870,0,1207.590813,200,0.18383896989739704,False
30044,0,1051.942944,174,0.025965890582495155,True
30244,0,978.204513,200,0.23866027799418607,False
30444,0,1460.268182,200,0.10595647521476116,False
30644,0,1117.923739,200,0.19201518481403745,False
30844,0,1349.623391,200,0.08510297298524372,False
31044,0,1046.533744,200,0.20067694477044895,False
31244,0,1538.144984,200,0.10676300855064301,False
31444,0,1034.18153,200,0.16656008949006712,False
31644,0,993.45186,200,0.20337557194072411,False
31814,0,1094.814585,170,0.029888473619938582,True
32014,0,1018.27804,200,0.24070904051719527,False
32214,0,1271.224172,200,0.11271815786946589,False
32414,0,1251.558608,200,0.22248387134210146,False
32614,0,934.169661,200,0.22198047432018927,False
32814,0,1015.919359,200,0.18323844211972587,False
32885,0,495.636666,71,0.021711384532618023,True
33085,0,989.047454,200,0.2073770932076139,False
33285,0,1045.707834,200,0.19542189396207482,False
33485,0,1117.325371,200,0.18151228680957954,False
33685,0,841.550435,200,0.24755829988694159,False
33885,0,850.577146,200,0.23468181291348963,False
33925,0,324.658235,40,0.028307229167442778,True
34125,0,859.061857,200,0.22014208576377278,False
34325,0,823.594324,200,0.21396851575787182,False
34525,0,989.30327,200,0.2178381905465059,False
34725,0,984.561815,200,0.17513176388432378,False
34925,0,979.89981,200,0.25036734361076884,False
35125,0,1615.002097,200,0.10089704635464974,False
35325,0,1173.266792,200,0.19960200565874006,False
35525,0,1505.943902,200,0.03789607209961829,False
35725,0,795.375449,200,0.24193136788026942,False
35925,0,1118.785797,200,0.22158102869482893,False
36125,0,837.697905,200,0.2584657577056662,False
36177,0,367.14295,52,0.016679135501734704,True
36377,0,892.467118,200,0.24235317973196985,False
36481,0,829.858744,104,0.02037046861570862,True
36681,0,1152.452915,200,0.10833482590284961,False
36881,0,1014.549388,200,0.20612110245636342,False
37081,0,906.626739,200,0.27984650623070956,False
37281,0,1187.153523,200,0.14381863668096093,False
37481,0,1289.760356,200,0.07180054515545246,False
37681,0,1248.891226,200,0.07693409151427201,False
37719,0,302.553831,38,0.01996874132624876,True
37919,0,888.629203,200,0.2362962185716887,False
38119,0,1502.067071,200,0.06577081169924869,False
38319,0,1470.513338,200,0.11277519600419038,False
38465,0,1114.678322,146,0.021593528852451735,True
38665,0,1122.512721,200,0.1546061735260872,False
38865,0,988.772543,200,0.21661350047063593,False
39065,0,1145.335071,200,0.12028461735369085,False
39265,0,1359.667176,200,0.09048901516654773,False
39465,0,1173.906518,200,0.060649284179010825,False
39665,0,1442.146076,200,0.10875567831909916,False
39865,0,1444.734612,200,0.17474793931021299,False
40065,0,1493.032518,200,0.13491748551956403,False
40265,0,1602.596233,200,0.11219541040903536,False
40357,0,620.263412,92,0.02698210919667592,True
40450,0,647.43125,93,0.019258480936209767,True
40507,0,409.695024,57,0.02623359823241991,True
40707,0,1569.637725,200,0.06516237476634901,False
40907,0,961.998665,200,0.2159577379583488,False
41107,0,1436.551219,200,0.14552692074692294,False
41176,0,461.180929,69,0.02453962544370956,True
41314,0,967.68032,138,0.025004847664612865,True
41346,0,290.781839,32,0.022194954630252204,True
41546,0,1171.389541,200,0.20156063184888953,False
41688,0,1090.270206,142,0.016424835543811196,True
41888,0,1363.821464,200,0.09385091148123845,False
42088,0,1242.598607,200,0.20468588186529024,False
42288,0,888.480318,200,0.2274991995262433,False
42488,0,1633.353315,200,0.03686372202411828,False
42688,0,926.695682,200,0.22160715413351456,False
42888,0,1345.397323,200,0.16744502263627856,False
43088,0,1260.078524,200,0.1487653683095933,False
43288,0,1124.592593,200,0.2274500733103557,False
43488,0,815.382285,200,0.24851757850536899,False
43602,0,862.653903,114,0.028436857561897042,True
43802,0,1307.793067,200,0.0782110853186971,False
44002,0,937.848961,200,0.2166190988622585,False
44202,0,1262.21023,200,0.15168899059404792,False
44297,0,696.354893,95,0.026571985760262606,True
44497,0,892.177376,200,0.19882833003006942,False
44697,0,1325.840206,200,0.12958767949982028,False
44897,0,1632.286147,200,0.14052033486702714,False
45097,0,1180.266655,200,0.14598383294728443,False
45297,0,909.019779,200,0.17285776497163355,False
45497,0,1079.949295,200,0.25956611513291267,False
45633,0,961.462897,136,0.016154129762254024,True
45833,0,1408.059255,200,0.1252851808234401,False
46033,0,1244.261427,200,0.1390510039900422,False
46233,0,1174.657902,200,0.15085007490201613,False
46433,0,1159.828745,200,0.1030161876219671,False
46633,0,1539.818366,200,0.09919585890043102,False
46833,0,1197.586181,200,0.15360664203955818,False
47033,0,1093.486672,200,0.2381369614247373,False
47233,0,1480.142276,200,0.13199351865095404,False
47433,0,884.689491,200,0.21687030890733375,False
47633,0,1306.762591,200,0.11940673263390288,False
47833,0,1589.054454,200,0.08173485055796317,False
48033,0,888.367271,200,0.23696760467433953,False
48233,0,1148.396302,200,0.2003145810834975,False
48433,0,994.416009,200,0.21773509479957404,False
48633,0,1055.787894,200,0.19309332256941272,False
48833,0,1052.723547,200,0.19823465963693834,False
49033,0,1214.278574,200,0.15154770896874806,False
49233,0,1533.825228,200,0.12162850042848838,False
49433,0,1129.475339,200,0.12989744329849015,False
49633,0,922.665184,200,0.20734996414812137,False
49833,0,1130.48432,200,0.179666282947195,False
50033,0,1089.258432,200,0.1882334565792707,False
50233,0,933.491023,200,0.19679197625759642,False
50433,0,1140.158537,200,0.2462709070899847,False
50633,0,1545.258355,200,0.10745218460107353,False
50666,0,237.741666,33,0.026097814626926556,True
50866,0,1007.030955,200,0.2031479388934358,False
51066,0,871.713934,200,0.2373517429990505,False
51266,0,1167.173962,200,0.16249411303220926,False
51466,0,1398.864331,200,0.11276149073088458,False
51666,0,1138.193602,200,0.2590114420977944,False
51866,0,990.950833,200,0.16364131728745687,False
51983,0,923.009384,117,0.02876052344540171,True
52183,0,1504.165495,200,0.07429887600865141,False
52383,0,1388.723261,200,0.14198441150299204,False
52583,0,1101.481222,200,0.1882708076578383,False
52783,0,1629.577623,200,0.08148646788178618,False
52983,0,1000.99004,200,0.1492700665756773,False
53183,0,1059.521648,200,0.18609622922591762,False
53383,0,1597.392107,200,0.08732236242190851,False
53583,0,1715.647827,200,0.09261803601828035,False
53783,0,800.837973,200,0.2425269389553594,False
53983,0,1017.71051,200,0.1548018411312129,False
54183,0,1421.734386,200,0.09019174464138656,False
54383,0,999.709904,200,0.24380476320853867,False
54443,0,426.605012,60,0.02442130079659013,True
54643,0,858.513328,200,0.2286533049729738,False
54843,0,1512.454242,200,0.08646171503920087,False
55043,0,1507.10902,200,0.13539836883996814,False
55243,0,1232.577367,200,0.17514616746416461,False
55443,0,1010.802311,200,0.20998024792817435,False
55643,0,1051.688276,200,0.21695860544392198,False
55843,0,975.702418,200,0.20713469210625773,False
56043,0,1655.033544,200,0.15824353742675287,False
56243,0,1081.960887,200,0.14739977261912068,False
56443,0,1030.790296,200,0.21199853850795725,False
56504,0,554.438359,61,0.0232423870505352,True
56704,0,1306.835554,200,0.1069047545861459,False
56904,0,1285.802694,200,0.16808499547335687,False
57104,0,1034.697502,200,0.22296064260682416,False
57304,0,985.132516,200,0.21103176579456276,False
57365,0,457.304984,61,0.020321703901133345,True
57565,0,1051.658735,200,0.1786346853371762,False
57765,0,1164.772039,200,0.19762576600496767,False
57965,0,1060.123286,200,0.19777942807805712,False
58165,0,954.011181,200,0.15751487132618677,False
58365,0,1318.561554,200,0.10331357174196426,False
58565,0,927.918403,200,0.17140209442777365,False
58765,0,1123.001706,200,0.17886962061437087,False
58965,0,1078.723822,200,0.1836869678171136,False
59165,0,1571.297449,200,0.09227024570719396,False
59365,0,1274.969123,200,0.17269829374867318,False
59565,0,1447.566023,200,0.1847190269624521,False
59765,0,1456.518343,200,0.12146274193793101,False
59965,0,1373.303623,200,0.04948902241750946,False
60165,0,987.981661,200,0.24427104749727102,False
60365,0,918.342833,200,0.22149924839192292,False
60565,0,1419.76677,200,0.10713259068615819,False
60765,0,1076.339146,200,0.13787056230021918,False
60965,0,1122.332743,200,0.22838860841078742,False
61165,0,1339.486466,200,0.1939396137064086,False
61205,0,346.958355,40,0.02006883205650673,True
61405,0,1199.808311,200,0.15822113601859258,False
61605,0,1036.747872,200,0.20041861355053484,False
61805,0,1223.841477,200,0.16855525532615337,False
62005,0,1167.485442,200,0.12684290886327548,False
62205,0,988.34717,200,0.23767030496563923,False
62405,0,975.991303,200,0.231585166043366,False
62547,0,1097.688647,142,0.02761193248172286,True
62747,0,965.947373,200,0.21999180569850108,False
62947,0,828.95698,200,0.2521594382427128,False
63147,0,1027.690478,200,0.20555827062404328,False
63347,0,1243.079095,200,0.1770868528271738,False
63547,0,859.600306,200,0.18576208966679422,False
63572,0,200.256828,25,0.023836647290307142,True
63772,0,1381.095714,200,0.17904385343920742,False
63903,0,1101.235745,131,0.029585914612212088,True
64103,0,962.744269,200,0.1775474339177253,False
64303,0,1137.85349,200,0.1550275147266866,False
64414,0,872.299369,111,0.02429105242304578,True
64614,0,1060.559842,200,0.20557110414471458,False
64691,0,593.547655,77,0.02483385372046175,True
64891,0,1594.489575,200,0.1271430858681258,False
65091,0,1363.887416,200,0.14725637899149666,False
65233,0,1118.873221,142,0.024348371591360957,True
65433,0,1020.428826,200,0.1991883630192957,False
65633,0,1477.186483,200,0.048638324052945076,False
65833,0,1028.681699,200,0.23292457753797519,False
66033,0,1040.751597,200,0.21621918462659284,False
66233,0,1178.172601,200,0.20537618177793454,False
66433,0,1368.599695,200,0.11679660969433607,False
66633,0,1277.189025,200,0.21315260522363766,False
66833,0,1216.710802,200,0.1057970357984711,False
67033,0,1657.018099,200,0.09742199441160108,False
67233,0,1042.288728,200,0.08846325643163237,False
67433,0,1396.28159,200,0.17710990311784416,False
67633,0,1683.695651,200,0.0991224713340539,False
67833,0,1352.481661,200,0.15159864511789428,False
67912,0,642.59366,79,0.02578983013313103,True
68112,0,865.82141,200,0.1794396788667464,False
68312,0,1045.617362,200,0.17495097170321489,False
68512,0,967.028431,200,0.18699623525105047,False
68712,0,1299.986913,200,0.1976630446024783,False
68912,0,1157.8839,200,0.18715030330823168,False
69112,0,1389.098087,200,0.14508491986657143,False
69312,0,1181.571043,200,0.1395057188961707,False
69512,0,967.973963,200,0.2122851505088764,False
69712,0,902.161829,200,0.22686913893564598,False
69860,0,1054.501459,148,0.026370643953084433,True
69906,0,372.375425,46,0.02388080460397693,True
70106,0,1394.042364,200,0.1597921018024037,False
70306,0,894.440248,200,0.2067242051468909,False
70506,0,1214.629262,200,0.19019226570180403,False
70706,0,915.185366,200,0.2461747346927819,False
70906,0,1152.563415,200,0.2204425328646293,False
71106,0,1142.393903,200,0.15591616550584272,False
71193,0,721.781964,87,0.02190151088676541,True
71393,0,1034.391208,200,0.17339560951948202,False
71593,0,1519.872686,200,0.21218548900566955,False
71793,0,1083.049639,200,0.13537843116184528,False
71993,0,1506.320678,200,0.11326406144826592,False
72193,0,1483.413736,200,0.07531716424595172,False
72393,0,856.382782,200,0.2205867186935347,False
72593,0,1162.82602,200,0.2514447573660837,False
72793,0,1038.67546,200,0.20552810259601137,False
72993,0,1106.940488,200,0.2155541236540791,False
73193,0,991.104995,200,0.21197076551467028,False
73271,0,653.462603,78,0.02696530529522931,True
73471,0,1084.978084,200,0.21000220026918429,False
73507,0,298.49338,36,0.023296558659735893,True
73707,0,1223.639851,200,0.07969349726254739,False
73907,0,860.533712,200,0.25397283431058143,False
74107,0,1186.345013,200,0.0600412315075075,False
74307,0,1298.775617,200,0.13198352895414803,False
74507,0,934.158366,200,0.22202757914773188,False
74707,0,981.238819,200,0.22948810352968352,False
74907,0,1215.612508,200,0.1745568039494786,False
75107,0,1545.5285,200,0.09786814510140213,False
75307,0,1119.99248,200,0.17094693453629173,False
75507,0,1315.002179,200,0.13019619186837791,False
75707,0,1411.322081,200,0.11995401171972848,False
75907,0,1078.067642,200,0.2046211522859717,False
76107,0,1429.213787,200,0.12475672885044191,False
76148,0,339.488568,41,0.026159199944263162,True
76348,0,1249.569773,200,0.16996586848541553,False
76548,0,1040.563276,200,0.19619753213591745,False
76605,0,508.435267,57,0.02950802451340173,True
76805,0,1337.924378,200,0.19589113751295992,False
77005,0,952.997674,200,0.2148722237366856,False
77205,0,1529.808882,200,0.09926307032632387,False
77405,0,921.288132,200,0.23274539468087568,False
77605,0,1161.620643,200,0.1942950226894587,False
77805,0,944.910197,200,0.21391379170733096,False
78005,0,1159.92285,200,0.20351836159633854,False
78205,0,1177.799903,200,0.1249024890589954,False
78405,0,1092.136577,200,0.21503960722502316,False
78605,0,1133.542296,200,0.17579968236172633,False
78805,0,1350.053559,200,0.06241513801424889,False
79005,0,1213.39214,200,0.11176981539880293,False
79205,0,838.275125,200,0.23799788396394475,False
79405,0,1199.692416,200,0.15443553910557745,False
79605,0,1115.503698,200,0.21881526862054992,False
79704,0,688.519254,99,0.026323594932480373,True
79904,0,978.586778,200,0.2433239117349415,False
80104,0,967.971003,200,0.17754738663750227,False
80304,0,889.033475,200,0.22132793209944732,False
80504,0,1105.500682,200,0.13061758760290482,False
80704,0,1029.580059,200,0.16957529243421163,False
80746,0,380.411455,42,0.026920824331056567,True
80946,0,1463.983831,200,0.18553542075909932,False
81146,0,902.476319,200,0.22538984642249388,False
81346,0,1126.916221,200,0.15987100694179243,False
81546,0,953.272202,200,0.23346797746805806,False
81746,0,1644.395337,200,0.035126649829347906,False
81946,0,1159.642269,200,0.16531770581392125,False
82146,0,1285.709217,200,0.1141920452337796,False
82346,0,1115.917277,200,0.22963323021794887,False
82546,0,1374.154516,200,0.21865704162103533,False
82746,0,979.885418,200,0.23960761541730324,False
82946,0,1054.815913,200,0.23315502882330402,False
83146,0,1074.886775,200,0.20501047845264483,False
83346,0,1711.019297,200,0.08727389000715266,False
83536,0,1378.1677,190,0.028359799955794362,True
83736,0,923.131245,200,0.1865174037462862,False
83936,0,1143.678763,200,0.24936238301439745,False
84136,0,949.080435,200,0.1567846343915629,False
84299,0,1113.598769,163,0.02904315242922615,True
84499,0,1514.428102,200,0.09729869224967264,False
84699,0,1012.58212,200,0.2006074589627657,False
84899,0,1178.61639,200,0.19338585791219712,False
85099,0,999.964349,200,0.19783702137633655,False
85299,0,1656.577889,200,0.04730203468282636,False
85499,0,1311.87775,200,0.10938138177496928,False
85699,0,1179.453408,200,0.19886043245314963,False
85899,0,1047.400889,200,0.19997703188796143,False
86099,0,1017.297075,200,0.20802628853548616,False
86299,0,1179.534617,200,0.06019002761303167,False
86499,0,1474.346183,200,0.13729211121232535,False
86699,0,874.006512,200,0.24399809350076643,False
86814,0,937.133552,115,0.02961743368950943,True
87014,0,1351.311201,200,0.19600049554959398,False
87214,0,862.712013,200,0.22007520108153128,False
87414,0,1223.501253,200,0.15871765998521922,False
87459,0,419.722104,45,0.019811561348482602,True
87659,0,1399.154387,200,0.15556216276019186,False
87859,0,1622.426058,200,0.06959108996199248,False
88059,0,1358.657624,200,0.149569106231985,False
88259,0,1100.392914,200,0.2514830359782309,False
88459,0,1431.801746,200,0.11403783695854966,False
88659,0,1499.329029,200,0.16621745249449243,False
88859,0,1286.071267,200,0.19919203405133135,False
88905,0,395.828453,46,0.01879178641831415,True
89105,0,960.227782,200,0.22253071077352649,False
89305,0,1013.022479,200,0.1881123394363386,False
89505,0,1402.917048,200,0.1332203171161891,False
89705,0,1200.233567,200,0.14825695942643666,False
89726,0,199.693715,21,0.02299094658555537,True
89926,0,1218.591459,200,0.15650164475667813,False
90126,0,1201.982193,200,0.22554279531056937,False
90326,0,1658.741008,200,0.06958055627239698,False
90526,0,1097.969094,200,0.14490689582845573,False
90726,0,1584.286649,200,0.09742107569152766,False
90926,0,998.298242,200,0.20402075353852359,False
91126,0,1210.229137,200,0.17571124099913887,False
91326,0,1161.960293,200,0.21688238415877165,False
91526,0,1269.056674,200,0.168347519006484,False
91581,0,440.469138,55,0.02747759371238915,True
91781,0,1038.138087,200,0.21553987800439803,False
91981,0,1009.150136,200,0.17648547587539876,False
92181,0,1088.568795,200,0.16046906502602531,False
92381,0,1343.623867,200,0.06513457810288108,False
92439,0,490.875537,58,0.0225854554351374,True
92639,0,1189.336066,200,0.14723705284722025,False
92839,0,943.665266,200,0.1852344246495941,False
93039,0,1331.037575,200,0.0956635345562292,False
93239,0,1418.468014,200,0.14023970372756678,False
93361,0,898.172353,122,0.029288870267859566,True
93561,0,1397.08336,200,0.10961640956330601,False
93761,0,1117.068208,200,0.18096078486063336,False
93961,0,1160.433101,200,0.17501057669483155,False
94161,0,1361.307535,200,0.16548632569051164,False
94361,0,1050.151174,200,0.1778796403957617,False
94561,0,1638.932221,200,0.08153154512309514,False
94761,0,1276.254706,200,0.15967964579712968,False
94961,0,1100.625876,200,0.21885618550553412,False
95161,0,1086.389483,200,0.14781592415194245,False
95361,0,1367.615864,200,0.13193260082019775,False
95492,0,1016.870585,131,0.022444051617035155,True
95518,0,205.671309,26,0.024955105745704302,True
95718,0,928.348299,200,0.20832962546373804,False
95740,0,193.012448,22,0.0270299528479217,True
95940,0,1232.482843,200,0.16488658320729477,False
96140,0,1541.586202,200,0.09155768891274912,False
96340,0,1630.225423,200,0.07092063192406775,False
96540,0,1675.384365,200,0.07578269487783965,False
96698,0,1119.438485,158,0.029375179795510444,True
96856,0,1336.611376,158,0.028864993243960198,True
96906,0,470.213817,50,0.028422034126087264,True
97043,0,1177.747414,137,0.02024081383754095,True
97243,0,926.98577,200,0.22949227363151853,False
97443,0,1579.427177,200,0.09403442488287381,False
97643,0,1035.568148,200,0.22858113855257944,False
97840,0,1409.157813,197,0.026180514068644627,True
98040,0,1411.231885,200,0.11641402795397078,False
98240,0,1102.224294,200,0.1805719395644818,False
98440,0,1370.404419,200,0.12186370195864776,False
98640,0,1037.264591,200,0.1994370707722065,False
98840,0,1179.7159,200,0.16873095281975714,False
99040,0,1031.368101,200,0.17005066441638073,False
99240,0,1741.480393,200,0.06014291559545299,False
99440,0,1043.791089,200,0.19528035332246113,False
99548,0,838.311214,108,0.028071413574102297,True
99748,0,1013.226907,200,0.20188169545018467,False
99948,0,1252.82242,200,0.16221565722137052,False
100148,0,1625.327684,200,0.04355045352122233,False
100348,1,992.011421,200,0.21373179388968883,False
100548,1,1163.979201,200,0.17421428636573694,False
100748,1,1251.902817,200,0.13690157537234504,False
100948,1,705.98773,200,0.3021834793356419,False
101148,1,788.945571,200,0.24660338061797973,False
101348,1,1124.390094,200,0.18412236368181029,False
101548,1,1466.875833,200,0.1238606502707761,False
101748,1,1303.664133,200,0.1372495293345647,False
101948,1,1259.906825,200,0.1422571105895212,False
102148,1,733.368382,200,0.2717788168791225,False
102348,1,1234.748965,200,0.1638012291221584,False
102548,1,1496.875837,200,0.1202870718663357,False
102748,1,710.596717,200,0.27731279321050634,False
102948,1,1039.437307,200,0.29136446112338105,False
103148,1,1232.580193,200,0.1431719402440347,False
103348,1,1297.824887,200,0.10219285841310273,False
103548,1,1511.464233,200,0.07788131948828228,False
103748,1,1567.373531,200,0.09635745470444479,False
103948,1,885.680111,200,0.19422261001323254,False
104148,1,765.008066,200,0.292657734964133,False
104168,1,173.537033,20,0.017760676017737755,True
104368,1,948.606537,200,0.2409418048446209,False
104568,1,1397.40431,200,0.056505033317288886,False
104768,1,747.699933,200,0.2710237806745649,False
104968,1,1113.538113,200,0.19310790981475576,False
105168,1,1612.948418,200,0.15618490886023007,False
105368,1,1014.433207,200,0.2354715523726434,False
105568,1,1182.04474,200,0.156816045342714,False
105768,1,1517.319917,200,0.0836285356557757,False
105968,1,880.322068,200,0.22644526141929147,False
106168,1,1154.820436,200,0.15158679024334976,False
106368,1,1549.248111,200,0.08893691578700778,False
106568,1,991.728247,200,0.19478613846363968,False
106768,1,886.256819,200,0.19726565002673616,False
106968,1,1163.461706,200,0.17874752228098278,False
107168,1,953.150093,200,0.24000226151845946,False
107368,1,1204.139113,200,0.16974162308834725,False
107568,1,993.24627,200,0.23825530749250282,False
107768,1,1572.764379,200,0.0751051137116175,False
107968,1,972.856332,200,0.22619881805613776,False
108168,1,922.790042,200,0.19716217117490212,False
108368,1,1356.905658,200,0.16247985292246145,False
108568,1,1216.122362,200,0.10880128598096764,False
108768,1,1192.553437,200,0.12990182295692487,False
108968,1,1228.449277,200,0.15712542290634662,False
109168,1,1213.733666,200,0.10031390668699595,False
109368,1,1137.276778,200,0.14876199380369687,False
109568,1,1085.087937,200,0.2008988865348936,False
109768,1,1199.388635,200,0.10646911480462955,False
109968,1,1061.013293,200,0.1527781429680421,False
110168,1,845.791666,200,0.19266576118836343,False
