episode,total_reward,episode_length,is_success,curriculum_radius,consecutive_successes,final_joint_angles,target_pos
24,1585.996323,152,1,0.148790967464447,1,"[ 0.4550177 , 1.0137508 , 0.31965873,-0.05870002, 0.38992453]","[0.11385195,0.5157757 ,0.83829695]"
25,1115.55453,250,0,0.148790967464447,0,"[ 1.9357002 , 0.38364008, 1.0215456 ,-0.5497925 ,-0.40454328]","[-0.19509506, 0.48114198, 0.75556344]"
26,1709.460208,250,0,0.148790967464447,0,"[ 1.7445642 , 0.51896787, 1.605815  ,-0.27323225, 0.53362024]","[-0.06112196, 0.04111156, 0.6057878 ]"
27,1722.657957,250,0,0.148790967464447,0,"[ 1.2304497 , 0.9197295 ,-0.49193585,-0.1587    , 0.04829324]","[-0.0156094, 0.5103487, 1.0192134]"
28,1134.839296,75,1,0.148790967464447,1,"[ 1.9857001 , 1.4575628 ,-1.1245123 ,-0.7349144 ,-0.31352997]","[0.0131606 ,0.47837514,0.7805585 ]"
29,1022.080174,250,0,0.148790967464447,0,"[ 1.6907766 , 0.3925124 ,-1.4549085 ,-0.24927719,-0.9776121 ]","[-0.10896932, 0.5664421 , 0.9104976 ]"
30,1874.111448,250,0,0.148790967464447,0,"[ 1.233086 , 1.562    , 1.64224  ,-0.6596695,-0.3472867]","[-0.0830892, 0.5426156, 1.0235939]"
31,1406.057465,250,0,0.148790967464447,0,"[ 2.0857   , 1.2110612, 2.0357   ,-0.3796724,-1.3779943]","[0.24896751,0.3233426 ,0.8996578 ]"
32,2056.798241,250,0,0.148790967464447,0,"[ 2.0857    , 1.5120001 ,-0.05920255,-0.13632977,-0.03175349]","[0.07127103,0.5301605 ,0.9172793 ]"
33,1880.842506,151,1,0.148790967464447,1,"[ 1.6696117 , 1.2617819 ,-0.18096152,-0.29660589,-0.41452402]","[-0.070713  , 0.49725226, 0.7479842 ]"
34,129.934017,2,1,0.148790967464447,1,"[ 0.6520386 , 0.3957088 ,-1.9705806 ,-0.92064023,-1.2079922 ]","[0.24214073,0.343814  ,0.8810571 ]"
35,2571.700053,233,1,0.148790967464447,1,"[ 1.9376593 , 1.3000784 , 1.653292  ,-0.0784182 ,-0.29075748]","[-0.08382598, 0.5466653 , 0.8235018 ]"
36,1119.053263,250,0,0.148790967464447,0,"[ 0.9820426 , 1.024777  ,-0.8252125 ,-0.06251174,-1.2476017 ]","[0.09532551,0.2743134 ,1.1727107 ]"
37,707.882,250,0,0.148790967464447,0,"[ 1.784862  , 0.04080072,-0.25485465,-0.0087    ,-0.6993386 ]","[0.2810423,0.0843884,0.9809169]"
38,1201.740919,250,0,0.148790967464447,0,"[ 1.9357002 , 0.83386326, 2.0357    ,-0.10870002,-0.4138024 ]","[0.14145243,0.3697816 ,1.1430528 ]"
39,345.820275,18,1,0.148790967464447,1,"[ 0.06792277, 0.41260237, 0.9774825 ,-0.9747836 ,-0.4620638 ]","[0.2668852 ,0.21012267,0.7385314 ]"
40,1952.678402,250,0,0.148790967464447,0,"[ 1.9303585 , 0.8228035 , 1.8494301 ,-0.10870001, 0.35523063]","[-0.24987929, 0.15957917, 0.6374661 ]"
41,957.153949,250,0,0.148790967464447,0,"[ 2.0857    , 0.98513275,-0.17111638,-0.0087    ,-1.1321833 ]","[0.30976412,0.17354608,1.0232635 ]"
42,1793.699594,250,0,0.148790967464447,0,"[ 1.1642656 , 0.2587    , 0.2893452 ,-0.10870002,-0.05209326]","[0.1785258 ,0.18862739,0.58190054]"
43,1979.144126,250,0,0.148790967464447,0,"[ 0.9291619 , 0.30973607, 0.67938197,-0.49098843, 0.4441698 ]","[-0.08631042, 0.5078887 , 0.7795478 ]"
44,1153.141446,250,0,0.148790967464447,0,"[-0.27957416, 1.3160502 , 1.8842409 ,-0.0087    , 0.6991166 ]","[-0.2382897 , 0.17122285, 1.2741859 ]"
45,2765.127076,250,0,0.148790967464447,0,"[-0.46428925, 1.562     , 0.1941098 ,-0.51583785, 0.45539433]","[-0.12576532, 0.49496675, 1.0099512 ]"
46,1299.968429,134,1,0.148790967464447,1,"[-0.23830958, 1.2256616 ,-1.3466557 ,-0.10870001,-0.6585996 ]","[0.05873293,0.5254552 ,0.96736866]"
47,1370.807252,250,0,0.148790967464447,0,"[ 0.8589379 , 1.2295177 , 1.4857006 ,-0.05870001, 0.21459337]","[-0.16017364, 0.25762698, 1.27084   ]"
48,1614.316143,250,0,0.148790967464447,0,"[ 0.6764983 , 1.2620003 , 1.7448657 ,-0.08924003,-1.24216   ]","[-0.01983268, 0.5288521 , 0.9730509 ]"
49,978.686161,250,0,0.148790967464447,0,"[ 0.11231455, 0.55215627, 1.8857002 ,-0.23038536,-0.24714302]","[-0.08491627, 0.38453716, 0.6514112 ]"
50,1327.808747,250,0,0.148790967464447,0,"[ 0.57176614, 1.3594786 , 2.069163  ,-0.10870001,-1.333928  ]","[0.22648746,0.33052292,1.0442146 ]"
51,2180.921686,250,0,0.148790967464447,0,"[ 1.4232565 , 1.4120002 , 1.8171602 ,-0.06884905,-0.9026707 ]","[-0.04893763, 0.488002  , 0.7601754 ]"
52,1331.280646,250,0,0.148790967464447,0,"[-0.01006168, 1.562     , 1.1813523 ,-0.10870001,-0.2341014 ]","[0.30039927,0.19365562,0.7947851 ]"
53,1224.211023,250,0,0.148790967464447,0,"[ 1.6334705 , 1.3709881 ,-1.8700112 ,-0.19745828,-0.19202152]","[0.02460214,0.3940572 ,0.6079625 ]"
54,2041.580951,250,0,0.148790967464447,0,"[-0.38590437, 1.3058791 ,-0.15575027,-0.05870001,-0.13644859]","[0.10113925,0.4697722 ,0.85917217]"
55,843.342624,250,0,0.148790967464447,0,"[-0.6333209 , 1.562     ,-0.61114496,-0.16464213,-1.6739001 ]","[0.17525706,0.07255192,1.1428131 ]"
56,1553.051866,250,0,0.148790967464447,0,"[ 0.8626787 , 1.5333049 , 1.3572431 ,-0.18852182,-1.3656355 ]","[0.06185164,0.3133349 ,0.55190635]"
57,1764.062882,250,0,0.148790967464447,0,"[ 1.5406145 , 1.3120003 , 0.45088202,-0.0087    ,-1.4425838 ]","[-0.02675923, 0.44278318, 0.6270533 ]"
58,2985.865106,250,0,0.148790967464447,0,"[ 0.2454059 , 1.085648  , 1.5374271 ,-0.15780301,-1.5740123 ]","[0.07438553,0.52666926,0.8417625 ]"
59,435.971318,24,1,0.148790967464447,1,"[-0.5621881 , 1.4120002 ,-1.5467653 ,-0.4507254 , 0.39920875]","[-0.03402832, 0.5340947 , 1.0024085 ]"
60,1747.423428,250,0,0.148790967464447,0,"[ 0.15302333, 1.3643119 ,-1.9740062 ,-0.0087    ,-0.07711518]","[-0.02541989, 0.3479503 , 1.2331374 ]"
61,2118.493869,250,0,0.148790967464447,0,"[-0.0675675 , 1.2215146 ,-2.0357    ,-0.82274383,-1.8239    ]","[0.31364468,0.2958253 ,1.0258888 ]"
62,1710.231024,250,0,0.148790967464447,0,"[-0.28389966, 1.0857813 , 1.9857001 ,-0.26346424,-1.405687  ]","[0.04137073,0.32536083,1.171809  ]"
63,1340.1035,250,0,0.148790967464447,0,"[ 1.2503598 , 0.7868208 ,-1.0459664 ,-0.2038912 , 0.18541764]","[-0.23460145, 0.26359805, 0.5651632 ]"
64,947.192163,250,0,0.148790967464447,0,"[ 2.0857   , 0.5779072, 0.577613 ,-0.0587   ,-1.6739001]","[0.18714407,0.4146505 ,0.8025256 ]"
65,2473.756123,250,0,0.148790967464447,0,"[-0.35398278, 0.6682603 ,-1.4068247 ,-0.21033143, 0.42674512]","[0.16964293,0.44376627,0.89706546]"
66,2123.693009,194,1,0.148790967464447,1,"[-1.0446949 , 0.1587    ,-1.2106637 ,-0.07739285, 1.4739003 ]","[0.1581365 ,0.26424092,1.2205031 ]"
67,1614.772131,250,0,0.148790967464447,0,"[-0.0729529, 0.3834233,-1.7357004,-0.646849 ,-0.9605705]","[-0.02244458, 0.30544174, 0.6298013 ]"
68,1606.871709,250,0,0.148790967464447,0,"[-1.1730267 , 0.25146312,-1.1277165 ,-0.5322002 ,-0.86832505]","[-0.01418517, 0.47835237, 1.0866958 ]"
69,1597.519724,250,0,0.148790967464447,0,"[ 0.19684322, 0.16532937, 1.6416557 ,-0.4927795 ,-1.6369237 ]","[0.1689475 ,0.36607757,0.88819665]"
70,1511.095913,250,0,0.148790967464447,0,"[ 0.61851   , 0.5874199 ,-2.0857    ,-0.0087    ,-0.91169393]","[-0.05406406, 0.53089255, 0.9368863 ]"
71,1374.83925,250,0,0.148790967464447,0,"[ 1.250387  , 1.2893869 ,-0.55982614,-0.04559038, 0.87395865]","[0.24770992,0.37731743,0.823461  ]"
72,2683.838791,250,0,0.148790967464447,0,"[ 0.8344948, 0.6192436, 1.0850677,-0.0879225,-1.7858204]","[0.17526962,0.24723691,0.68908554]"
73,2835.016301,250,0,0.148790967464447,0,"[ 0.9497464 , 0.5087001 , 1.9857001 ,-0.05870001,-1.5718856 ]","[0.14870267,0.265832  ,0.65995693]"
74,2394.465558,250,0,0.148790967464447,0,"[ 1.9857001, 1.1681374, 1.8033192,-0.8034725,-1.5742776]","[-0.04325508, 0.5570536 , 0.8470635 ]"
75,1339.793313,250,0,0.148790967464447,0,"[ 1.1388259 , 0.51911956,-2.0857    ,-0.6087001 , 0.32532477]","[0.32068005,0.21411736,0.784367  ]"
76,1143.107023,250,0,0.148790967464447,0,"[ 1.7749048 , 0.08435452,-0.563665  ,-0.0587    ,-0.28932327]","[0.06268558,0.07714361,0.5987401 ]"
77,2036.579179,250,0,0.148790967464447,0,"[ 1.1594365 , 0.4233712 , 1.667347  ,-0.34269583,-1.5820507 ]","[0.21010886,0.3166716 ,0.6818851 ]"
78,259.171309,14,1,0.148790967464447,1,"[-1.6797341 , 0.93367076, 0.5772957 ,-0.6416372 , 0.36741883]","[-0.01427728, 0.4111028 , 1.1952246 ]"
79,2375.94028,229,1,0.148790967464447,1,"[ 1.6669769, 0.0587   , 1.5081344,-0.5190139,-1.3569632]","[-0.20577963, 0.17446706, 0.5558617 ]"
80,1866.533102,250,0,0.148790967464447,0,"[ 1.6857004 , 0.29772508,-1.1572188 ,-0.6700616 ,-0.43307775]","[0.01114757,0.19123101,0.61393327]"
81,1417.695267,250,0,0.148790967464447,0,"[ 0.16113529, 0.0087    ,-1.5171647 ,-0.2618022 , 0.18799877]","[0.11264722,0.49407354,0.93407947]"
82,1922.038249,182,1,0.148790967464447,1,"[ 0.5534602 , 0.5587001 , 0.5896854 ,-0.29678333,-0.5193443 ]","[0.21166022,0.3417207 ,0.68223166]"
83,1004.365665,67,1,0.148790967464447,1,"[ 0.5369016, 0.2587   ,-1.2316785,-0.6336136, 1.4024018]","[0.31855094,0.25803536,0.79823864]"
84,1509.461122,250,0,0.148790967464447,0,"[ 0.10291953, 0.37698293, 1.913652  ,-0.47481096,-1.102201  ]","[0.23852438,0.28492796,1.0131906 ]"
85,2293.247616,250,0,0.148790967464447,0,"[-0.02197308, 0.30958647, 0.01340234,-0.0587    ,-0.58775085]","[0.27987126,0.3330748 ,0.8755298 ]"
86,750.194501,57,1,0.148790967464447,1,"[-1.425091  , 0.77222157,-0.8008    ,-0.18636468,-1.8239    ]","[-0.07020528, 0.43401295, 1.1906989 ]"
87,1419.985512,104,1,0.148790967464447,1,"[-0.85858405, 1.3362272 ,-0.7051712 ,-0.2770335 ,-1.1708026 ]","[-0.00741075, 0.5273367 , 1.0387146 ]"
88,1523.133293,250,0,0.148790967464447,0,"[-0.07232061, 0.8130368 , 1.3578877 ,-0.10870001,-1.8239    ]","[0.01252349,0.39180404,1.1260648 ]"
89,2737.794049,250,0,0.148790967464447,0,"[ 0.3084496, 0.8490437,-1.8357003,-0.3100477,-1.1589644]","[0.17276548,0.4377885 ,0.9955898 ]"
90,159.182675,4,1,0.148790967464447,1,"[ 1.851253  , 1.2339991 , 0.8420156 ,-0.35883147, 1.7651204 ]","[-0.10069856, 0.5286693 , 0.75162375]"
91,528.967932,35,1,0.148790967464447,1,"[-0.3141017, 1.343393 ,-1.5609853,-0.1468241, 1.3853627]","[0.0026924,0.5591887,0.9037159]"
92,1840.974306,250,0,0.148790967464447,0,"[ 0.0496852 , 0.8788217 ,-0.91192436,-0.0379413 , 0.20593926]","[0.14323139,0.4950249 ,1.0160905 ]"
93,2595.235831,250,0,0.148790967464447,0,"[ 1.6577482, 1.0195365,-2.0857   ,-0.7766419,-1.2241745]","[-0.09402706, 0.5208671 , 0.77327806]"
94,2156.322855,250,0,0.148790967464447,0,"[-1.4092411 , 1.2317315 , 1.153728  ,-0.2050014 ,-0.81576324]","[0.11495522,0.4503735 ,1.0328084 ]"
95,954.264963,250,0,0.148790967464447,0,"[ 0.0098531, 0.8262796, 1.4383007,-0.0587   ,-1.8239   ]","[-0.1341788 , 0.39749622, 1.2157276 ]"
96,1606.208701,250,0,0.148790967464447,0,"[ 0.6882464 , 1.2120004 ,-0.8610976 ,-0.33404267, 0.42386645]","[-0.05711688, 0.46853018, 1.1051124 ]"
97,2042.066135,250,0,0.148790967464447,0,"[ 0.9431614 , 1.048274  , 0.03037969,-1.1757264 ,-1.073885  ]","[-0.13740635, 0.3737548 , 0.5905695 ]"
98,1912.184262,250,0,0.148790967464447,0,"[ 1.306089  , 1.5120001 ,-0.15701288,-0.0587    , 0.108721  ]","[-0.05942702, 0.47955194, 0.67160654]"
99,2229.477745,250,0,0.148790967464447,0,"[ 1.6373816 , 1.03813   ,-1.0289209 ,-0.33471364, 0.8282173 ]","[0.09985188,0.19487743,0.6427526 ]"
100,1755.183888,250,0,0.148790967464447,0,"[ 1.3027622 , 0.3859998 ,-0.85675335,-0.09416865,-0.20487848]","[0.25096127,0.26986372,1.0617893 ]"
101,227.761128,9,1,0.148790967464447,1,"[ 1.781286  , 0.83705086,-1.7842528 ,-0.7571738 ,-1.1154475 ]","[0.05184432,0.43480092,0.70338655]"
102,763.710107,51,1,0.148790967464447,1,"[-0.09449012, 0.4227268 ,-1.5447114 ,-0.42024666, 0.7206903 ]","[0.30890536,0.32952008,0.9952467 ]"
103,957.071848,250,0,0.148790967464447,0,"[ 0.05937612, 1.5013756 ,-0.6984241 ,-0.78153455,-1.2342968 ]","[0.02246082,0.10628584,1.2943965 ]"
104,1580.509912,250,0,0.148790967464447,0,"[ 0.60596025, 1.0077    ,-1.7113172 ,-0.44195467,-0.00973047]","[0.08280995,0.38102204,1.1903905 ]"
105,2360.900919,250,0,0.148790967464447,0,"[ 0.91009915, 1.1257966 ,-0.6771307 ,-0.0087    , 1.044753  ]","[0.10241637,0.48759583,0.8707309 ]"
106,921.965817,250,0,0.148790967464447,0,"[ 0.7428845 , 1.0464994 , 0.26060212,-0.10870001,-1.1275024 ]","[0.31571275,0.17429326,1.0518832 ]"
107,1450.168621,250,0,0.148790967464447,0,"[ 0.27431506, 1.4620001 ,-0.35482693,-0.2262957 ,-0.7577001 ]","[0.24292684,0.3295307 ,1.0456895 ]"
108,1135.203762,250,0,0.148790967464447,0,"[-0.4139162 , 0.10870001,-1.1789297 ,-0.4737146 , 1.2275475 ]","[-0.21881299, 0.3661663 , 1.137725  ]"
109,957.66839,250,0,0.148790967464447,0,"[-0.6090255 , 0.0087    , 0.30700207,-0.12376584, 0.95686513]","[0.3174941 ,0.15153986,0.8038496 ]"
110,1951.349901,250,0,0.148790967464447,0,"[-0.17427908, 0.3643033 ,-0.72503537,-0.45870006,-0.48336595]","[0.130016  ,0.43473005,0.935825  ]"
111,1996.227711,250,0,0.148790967464447,0,"[ 0.30547276, 0.2087    ,-0.9471005 ,-0.1587    ,-1.0358114 ]","[0.32972655,0.2069824 ,0.7225639 ]"
112,2416.324644,250,0,0.148790967464447,0,"[-0.8180094 , 0.34918052,-1.1708746 ,-0.28735435,-0.00415378]","[0.21111621,0.20742941,1.1322702 ]"
113,1725.858145,250,0,0.148790967464447,0,"[ 1.3220159 , 0.33398628,-0.26234812,-0.35598695,-0.33622885]","[-0.21079512, 0.46983263, 0.9442747 ]"
114,1694.193573,250,0,0.148790967464447,0,"[ 0.48729897, 0.11181177,-1.6409385 ,-0.0087    ,-0.16914853]","[0.10509036,0.49231005,0.9295552 ]"
115,1086.913907,250,0,0.148790967464447,0,"[-0.22267382, 0.7659374 ,-0.10193105,-0.04919473, 0.17779188]","[0.02075139,0.22617488,1.1908678 ]"
116,2012.366495,250,0,0.148790967464447,0,"[ 0.9878363, 1.2904828,-1.1081215,-0.9282111, 0.6472408]","[0.12604234,0.44424525,0.7321792 ]"
117,937.336319,250,0,0.148790967464447,0,"[ 0.22139482, 0.425393  ,-1.2800809 ,-0.76390696, 0.40876096]","[0.23361987,0.13334179,0.60573065]"
118,1554.388076,250,0,0.148790967464447,0,"[ 0.33762044, 0.41352415, 0.637394  ,-0.25958008,-0.30432862]","[-0.00735785, 0.45898998, 0.6672335 ]"
119,130.561451,2,1,0.148790967464447,1,"[-1.0000774 , 0.7976593 ,-0.66067976,-0.99384105,-0.5394085 ]","[0.00599111,0.2951331 ,1.2280442 ]"
120,1005.765663,250,0,0.148790967464447,0,"[-0.17421511, 0.6514197 , 0.34305573,-0.91307455,-0.22172667]","[-0.2521881 , 0.31993243, 1.1767236 ]"
121,2136.811158,250,0,0.148790967464447,0,"[ 0.20689262, 1.0396067 ,-0.70317996,-0.25231817, 0.5341078 ]","[-0.03929371, 0.5339339 , 0.9249499 ]"
122,1960.490853,250,0,0.148790967464447,0,"[ 0.45733654, 0.8384736 ,-0.6107436 ,-0.13189341,-0.1409153 ]","[0.1618498 ,0.25995502,1.0995939 ]"
123,600.361473,43,1,0.148790967464447,1,"[ 0.22955413, 0.6198712 ,-0.15370554,-0.4112113 , 1.1758962 ]","[0.26415208,0.36908376,0.8532722 ]"
124,3027.289297,250,0,0.148790967464447,0,"[ 0.43197852, 1.257712  , 0.9181591 ,-0.0087    ,-0.8615533 ]","[0.21767546,0.4228235 ,0.80916184]"
125,1820.876889,250,0,0.148790967464447,0,"[ 0.12605874, 0.80340743,-1.7471071 ,-0.01964229, 1.2638137 ]","[0.12607229,0.39883694,0.62726307]"
126,1518.343063,250,0,0.148790967464447,0,"[-0.53772837, 0.62505496,-0.7901538 ,-0.05870001,-0.2415342 ]","[-0.04604201, 0.5347267 , 1.0131904 ]"
127,3272.220421,250,0,0.148790967464447,0,"[ 1.0265921 , 1.562     ,-0.19684419,-0.21588306, 0.01704292]","[-0.09286983, 0.57508886, 0.86646736]"
128,2335.85217,212,1,0.148790967464447,1,"[ 0.41662556, 0.5364369 , 0.03691781,-0.06029045,-0.71305406]","[0.24014024,0.356041  ,0.76024675]"
129,2403.66541,250,0,0.148790967464447,0,"[ 0.21370678, 0.8025744 , 0.2786261 ,-0.00870001,-1.0432472 ]","[0.18110165,0.4445287 ,0.9432583 ]"
130,1955.475024,250,0,0.148790967464447,0,"[ 0.42137307, 0.9888129 , 1.0255114 ,-0.33648485,-0.63486797]","[0.173511 ,0.4519374,0.9524317]"
131,1493.615749,250,0,0.148790967464447,0,"[ 0.71394086, 0.17351487,-0.63780206,-0.00870001, 1.4533775 ]","[-0.16603388, 0.4533397 , 0.7456002 ]"
132,451.587997,29,1,0.148790967464447,1,"[-0.8750864 , 0.57803625,-0.5662819 ,-0.50827914,-0.961991  ]","[0.11477537,0.29951116,1.2216209 ]"
133,904.230764,79,1,0.148790967464447,1,"[-0.01967437, 0.5101457 ,-1.6983374 ,-0.7134973 , 0.95517474]","[0.26355547,0.37357053,1.0094681 ]"
134,728.908873,250,0,0.148790967464447,0,"[ 0.73563856, 1.0653286 ,-0.01462376,-0.14830016,-0.35577083]","[ 0.20594367,-0.02839882, 0.80178875]"
135,2090.801068,159,1,0.148790967464447,1,"[ 0.9779026 , 1.2990277 ,-0.34211096,-0.17820013,-0.10518073]","[0.00617344,0.5165776 ,0.8161397 ]"
136,1216.703451,250,0,0.148790967464447,0,"[ 0.05100199, 1.3481308 ,-0.8778259 ,-0.11788212,-0.01969206]","[-0.20061584, 0.47345933, 1.0147809 ]"
137,1574.892524,250,0,0.148790967464447,0,"[-0.03951019, 0.5106496 , 1.092237  ,-0.11249013,-1.3690742 ]","[0.14508957,0.19698022,1.1030316 ]"
138,1655.21035,250,0,0.148790967464447,0,"[-0.97867584, 0.2587    , 1.41492   ,-0.08854443,-1.2979923 ]","[0.05568724,0.45015943,1.0337301 ]"
139,1657.254741,250,0,0.148790967464447,0,"[-0.49279112, 0.6925941 , 0.11140375,-0.1131732 , 0.46569496]","[-0.01953405, 0.50895625, 1.0777583 ]"
140,2653.267335,250,0,0.148790967464447,0,"[ 0.5097244 , 1.1509908 ,-0.9236282 ,-0.9236009 , 0.08271712]","[-0.01865087, 0.55192643, 0.7706969 ]"
141,1151.241743,250,0,0.148790967464447,0,"[ 0.07419851, 0.7465    , 0.38499197,-0.8887542 , 0.03842385]","[0.23188445,0.08839279,1.0922245 ]"
142,1244.735077,250,0,0.148790967464447,0,"[-0.21296357, 0.5626309 , 0.44062468,-0.0869256 , 0.69657475]","[0.01064961,0.48108795,0.6802354 ]"
143,1710.819823,136,1,0.148790967464447,1,"[-0.50026387, 0.8383932 ,-0.09220916,-0.7593842 ,-0.6284977 ]","[0.21942808,0.3096504 ,1.0616474 ]"
144,1479.941005,250,0,0.148790967464447,0,"[-0.28459212, 0.22898139, 0.34753174,-0.0087    ,-0.73441476]","[0.27182648,0.13707998,0.7874069 ]"
145,494.801445,29,1,0.148790967464447,1,"[ 1.0336894, 1.5120001, 1.2093585,-0.8540753, 1.1166178]","[-0.12407298, 0.52079   , 0.7775269 ]"
146,1061.186044,250,0,0.148790967464447,0,"[-1.9357002 , 0.42459688, 0.12741683,-0.89629483,-0.09079318]","[-0.10670247, 0.5670241 , 0.93343   ]"
147,367.471804,19,1,0.148790967464447,1,"[ 1.1989313 , 0.5365654 ,-1.1140444 ,-0.819525  , 0.45082176]","[0.18665126,0.2989087 ,0.6493396 ]"
148,1755.723389,250,0,0.148790967464447,0,"[-0.63187593, 1.0994271 , 0.02276803,-0.8787361 , 0.32359427]","[0.22406204,0.3108166 ,0.82199484]"
149,1876.199748,250,0,0.148790967464447,0,"[ 0.3526094 , 0.62995386,-2.0747993 ,-0.10870002, 0.7361322 ]","[-0.02199801, 0.45802498, 0.71286654]"
150,2059.852152,250,0,0.148790967464447,0,"[-0.09281045, 0.38854575,-1.2284387 ,-0.0587    , 1.1999196 ]","[0.00104935,0.37490132,0.64520496]"
151,753.364168,250,0,0.148790967464447,0,"[ 0.18950501, 1.5120001 ,-0.48462152,-0.3330049 , 0.4573031 ]","[-0.05939005, 0.15750854, 0.5251846 ]"
152,1014.428193,250,0,0.148790967464447,0,"[ 0.1616055 , 0.9948972 ,-0.8868763 ,-0.17234841,-0.0518347 ]","[0.20387414,0.18300934,0.6164581 ]"
153,1850.83149,250,0,0.148790967464447,0,"[-0.87714326, 0.76090306, 1.7989625 ,-0.80091155,-1.014757  ]","[-0.08341078, 0.34220117, 1.1916386 ]"
154,1116.574966,250,0,0.148790967464447,0,"[-0.7375239, 0.3984345, 1.1095227,-0.2087   ,-0.995564 ]","[-0.21332629, 0.40469593, 1.1920313 ]"
155,1588.154787,250,0,0.148790967464447,0,"[ 1.2113277 , 0.43502784,-0.7729946 ,-0.17949012, 0.96237296]","[-0.20018685, 0.41750407, 0.6812782 ]"
156,1161.292071,250,0,0.148790967464447,0,"[ 0.97691065, 0.42855573,-1.2763169 ,-0.06191298, 0.579318  ]","[-0.23312983, 0.13902281, 0.54571134]"
157,2381.62307,250,0,0.148790967464447,0,"[ 0.44895804, 1.1974969 ,-1.3459594 ,-0.35545695, 0.36152786]","[0.0483453 ,0.47356534,0.7254806 ]"
