#{"t_start": 1750309580.9993758, "env_id": "None"}
r,l,t
-180.055203,250,1.569364--101.750857,250,2.837-18---184.302239,250,4.488-18---147.523706,250,8.133--97--155.947689,250,10.43-163.--90.505976,250,12.368-1591-134.992614,250,13.943--132-105.927666,250,15.6-12-169-161.192279,250,29.6-18-117-97.791227,250,31.02-16-151.032615,250,31.49756-2--135.663736,250,32.78948-9-85.524883,250,34.15483-14-100.249171,250,35.42876-15-146.872539,250,36.82968-76-82.899275,250,38.16275--117.443743,250,39.34269-2--112.329764,250,51.40554-13-105.472344,250,52.72457-15-98.438362,250,54.115288-1-189.076147,250,55.392436-2-152.608679,250,56.834186-8-206.455884,250,58.243116
-126.536827,250,59.630752--97.465405,250,60.952226
-152.77403,250,78.187154
-96.624036,250,79.713339
-75.376538,250,80.998838
25.192978,15,81.087231--119.743979,250,82.52714
25.416017,5,82.556893
2-96.644004,250,82.7-99.-12-101.62102,250,84.-111.6-4-128.352934,250,85.-95.32-1-110.155189,250,8-101.052-1-205.294823,250,-87.91005-1-93.976263,250,-69.879605-131.904608,250,1-211.60-110-155.947513,250,1-118.094463-149.636612,250,103.935632
-23.944428,152-172.-88.2219-189.716255,250,106.110819
-174.653745,250,107.536549
-65.490219,250,108.929492
-81.375235,250,110.258714
-95.666921,250,122.265101
-66.416687,250,123.546148
7.659314,64,1-150.826241-104.411033,250,1-92.601008,-96.62843,250,12-78.031076-80.780942,250,12-93.46768-52.265319,250,129-129.1453-11.989477,152,130.-92.965728,250,130.814407
-79.257296,250,132.183476
-103.655848,250,144.192116
-118.272666,250,150.784003
-7.797802,174,151.798868
-98.549899,250,153.093967
-85.488746,250,154.506489
25.84678,7,154.-101.959-100.774037,250,155.-138.315-2-121.906046,250,1-142.660643-128.984751,250,1-206.64101,-88.075416,250,1-132.255997,250,171.057777
-1.57642-32.34159,19-93.104631,250-17.034213,20-85.300424,250-96.906396,250-86.9-120.143-89.078644,250-126.-62.1742-84.437847,250,176.-115.31-63.324264,250,178.22-66.67-117.567292,250,179.663574
-157.243722,250,180.957071
-3.152434,136,181.689635
10.37621-84.925592,250,193-59.33464-92.511269,250,1948.702146,-58.226869,250,-196.405642,-107.32731,250,1-96.355225,-115.534042,250,198.808696
-55.124445,250,200.22265
-50.461051,250,201.677381
25.729653,23,-106.050718,-113.059735,250,203.164437
25.377346,7,20-50.965321,250,214.380626
-16.552677,-65.632728,250,220.4557-3-121.616139,250,-59.586921,2-109.869996,250-86.477273,25-61.836352,250-86.271121,25-125.66001,250-120.130761,2-3.305266,168,2-45.861328,-48.205881,206,2-61.564443,250,229.714203
-9.244625,163,230.633177
-151.273763,250,242.562375
-125.947311,250,243.857562
-76.808935,250,245.268752
1.579862,121,245.941693
-71.504042,250,247.48632
13.285138,62,247.813727
-44.860875,175,248.735773
-28.66472,235,250.039999
25.152105,3,250.062328
-144.739674,250,251.324072
26.-17.216823,129,251.67216
4.064898,145,252.547172
-224.089215,250,264.472949
-4.741184,123,265.215107
2.750871,154,266.043638
-117.873288,250,267.453701
-45.799762,250,268.76273
20.90-100.22274,250,269.4-78.973-60.553377,250,270.9-56.750-128.066037,250,272.-97.7348-56.998433,250,273.-60.3742-44.942922,250,275.-32.51119.207629,106,286.-5-141.006341,250,287.48063-58-67.639749,228,293.36249-15-34.883144,169,294.255265-120.473188,250,295.572939
-62.763851,250,296.968196
8.29-68.731435,250,297.5-70.755713,250,298.772393
-92.785555,250,300.156408
-182.366546,250,301.512794
-68.722911,250,314.206447
-82.904715,250,315.982968
-107.146528,250,317.631963
-47.779897,250,319.063756
-0.105506,89,319.720469
-149.236093,250,321.127755
-61.925841,210,322.214764
8.627367,68,322.633862
-69.56569,250,323.994638
-174.758508,250,336.32532
18.454155,51,336.624861
-117.745761,250,337.990751
-79.044142,250,339.377161
-36.295486,250,340.76873
-156.154504,250,342.081998
-175.090023,250,343.494467
-16.793673,99,344.042516
-0.811409,61,344.36065
-118.102884,250,345.730283
-40.475441,205,346.957215
22.486887,51,347.260131
-3.572308,139,362.450761
-129.619232,250,364.190542
20.442249,38,364.509106
-45.67109,250,370.566549
-16.791861,168,371.822568
-159.512361,250,373.296998
-52.026941,250,374.67644
-53.367461,250,376.094508
-61.569743,147,376.965817
-22.620752,221,378.309389
13.901073,41,378.545742
-122.595064,250,390.175272
-3.703499,95,390.66747
8.099503,70,391.026126-10.068072,67,391.452183
-70.594824,250,393.13455
-43.069343,250,394.512694
24-33.44567,249,395.64359-68-30.515365,161,396.53030-104.557152,250,397.453436-41.230362,250,398.04228
-71.742503,250,399.455368
-36.068427,250,400.715677
1-20.57383,175,412.1669-1--20.751843,201,413.185312---61.004185,250,414.623431
-43.217708,250,415.9730-265-58.537747,250,417.600681
-38.68528,250,419.032929
-162.231269,250,420.453971
-41.379101,162,421.349417
-55.14352,250,422.850378
12.86762,95,434.235593
-109.408868,250,435.891249
5.096234,172,437.131572
-122.441288,250,442.734132
-40.053283,250,444.073218
28.992317,23,444.214095
-51.515366,250,445.680152
-107.255609,250,446.980334
10.784469,82,447.487948
23.950128,35,447.689425
-51.982977,250,449.14137
-43.371205,250,460.813902
20.557501,40,461.039415
14.90526,43,461.285939
-53.999727,197,462.457905
13.581291,66,462.797637
-140.789006,250,464.232872
14.919656,55,464.578111
-38.909509,250,466.146694
-79.307596,250,467.573859
-15.014623,106,468.15387
11.006371,82,468.660511
-164.322746,250,470.077097
-65.461848,250,471.369151
-131.237623,250,483.43187
14.116155,84,483.860417
3.191559,61,484.191836
-33.213073,198,485.350381
-30.157192,110,485.912735
-51.133207,250,487.249804
24.679252,34,487.460352
15.748748,48,487.7417-3.969321,160,488.079495
-55.618691,250,489.401378
-20.00763,126,490.180908
-40.492475,250,491.587779
-38.86748,145,492.441489
19.246931,50,492.732158
-5.537412,104,493.293463
2-3-50.800672,250,493.889-4.12-89.401912,250,505.8-39.198-50.611963,133,506.6-90.33459,250,507.317564
13.736-108.62439,250,508.-42.1545-114.372261,250,513-32.684851,250,514.834438
0.8108-117.422989,250,515.994147
22.671238,32,516.180468
3.394627,77,516-51.22-4-162.901303,250,517.98483-80.018263,250,518.812486
24.-39.09936,250,-93.19-1-64.-53.78633,250,520.655059.9-26.484199,158,531.83-46.5319.754275,85,532.346822
-23.976729,92,532.9-59.081-60.010418,250,534.-191.951782,250,535.244584
-215.298263,250,536.6051
-180.093547,250,538.014532
-127.225231,250,539.406995
-280.894249,250,540.826151
-120.443708,250,542.13194
-34.109359,250,554.185809
-84.768763,226,555.434043
18.686594,48,555.710913
16.435397,58,556.089714
6.815168,101,556.623996
-69.545986,250,558.058094
-70.476922,250,559.411406
-135.560213,250,560.829959
-107.661632,250,562.32529
-172.756021,250,563.746147
8.608059,48,563.980283
-115.344849,250,575.615275
9.210804,50,575.870816
23.69664,24,575.990602
-332.833804,250,577.288548
-47.076568,250,578.806539
24.416593,16,578.888236
-2.050128,61,579.233902
28.171569,20,579.343898
-43.685006,135,583.886456
-40.870272,250,585.289353
-35.094973,250,586.617042
-132.923488,250,588.007369
23.9-6.043706,240,588.864694
25.018471,44,589.1-74.101-5.039633,103,589.6126.970-7.431283,144,600.8-259.17-94.831717,250,602.20-145.557014,250,602.992901
12.922586,52,603.275376
-64.333959,250,604.676946
-50.561843,250,606.230115
28.816323,23,606.349641
4.661162,122,606.991197
17.675764,67,607.332282
16.3-124.816321,250,607.9-55.924498,250,609.169867
-142.475804,250,610.456028
-169.569886,250,611.975544
-56.346476,250,623.936707
28.334362,22,624.05314
-35.20979,250,625.404705
-45.380636,250,626.767564
-0.083586,113,627.386219
-54.314763,250,628.794386
-65.912138,250,630.072082
7.158527,103,630.701163
24.205446,26,630.840463
13.768148,97,631.394071
9.199801,68,631.781933
-25.225814,250,633.383505
23.571311,14,633.489321
23.960166,35,633.-76.636-153.322541,250,645.-4.055401,212,645.532405
13.496-14.017132,114,646.-55.815071,250,647.22917
-40.266926,250,648.891539
-51.334004,250,653.809946
-37.817529,196,654.86133
-98.024369,250,656.227324
-146.75408,250,657.576637
-14.187966,72,658.016795
-354.814868,250,659.381492
-30.321931,250,671.874579
20.582117,61,672.342862
25.115794,26,672.593617
-142.011783,250,674.342578
-79.564572,250,675.702841
-42.542144,250,677.259633
-29.979035,74,677.65078
-19.356063,130,678.499231
20.375917,60,678.875572
11.855362,77,679.30004
-126.804578,250,680.632422
0.877958,132,681.402605
19.224378,108,682.01166
-65.168245,250,694.154555
-127.811341,250,695.494174
-44.465268,250,696.959585
-95.203068,250,698.391213
-175.2913,250,699.864058
10.069518,34,700.058052
28.795025,14,700.131021
26.951799,31,700.30575
11.884757,76,700.730322
-17.769165,164,701.740165
13.848445,76,702.182739
9.008931,80,702.628029
24.387997,28,702.780612
-97.565581,250,704.205899
11.509666,82,705.649718
17.294659,35,706.166322
-104.856025,250,719.790135
-43.742383,187,720.923709
9.171342,110,721.501598
19.846442,82,721.960773
-64.395144,250,723.343966
-238.365901,250,724.635678
-291.739572,250,730.058191
5.596214,122,730.699876
12.77777,61,731.003752
-35.271744,250,732.406995
13.073906,60,732.733589
-191.66351,250,734.164268
-119.56626,250,745.928273
-34.236443,250,747.288791
21.963854,37,747.530453
-43.07075,250,748.986819
23.639813,42,749.213121
15.724488,-85.282692,250,-107.976055,250,751.010287
-282.704726,250,752.344848
-41.181845,250,753.675277
-124.36873,250,755.081339
-264.256565,250,767.199434
-50.620371,250,768.671314
20.457825,56,768.992531
1.335483,81,769.419128
-126.098184,250,770.977449
16.949543,68,771.405097
-1.760613,75,771.809221
16.949949,72,772.203019
-49.230631,214,773.483788
16.476709,46,773.743769
-31.26003,201,774.812201
-31.121321,250,776.349344
8.886344,117,776.952222
-44.630126,250,778.371769
25.914873,60,778.726598
-207.032867,250,790.381451
-23.400063,215,791.766512
-12.166164,146,792.595437
-94.605338,250,794.195979
-68.864159,250,795.527525
23.621206,33,795.727378
17.664177,98,800.071415
16.92646,98,800.590982-55.804912,250,800.965789-114.311979,250,802.079339-41.274321,250,802.68542520.278173,91,802.987631
22.417905,47,803.239609
16.299187,69,803.868382
-114.591973,250,815.28921-28-221.991885,250,816.739873
16.659601,43,816.982-204.734654,250,817.673924
-193.031151,250,819.363132
-37.666314,250,820.722955
-233.090041,250,822.165856
-143.695692,250,823.465416
3.601759,97,824.068982
24.791834,35,824.253007
-28.377979,250,825.581807
14.021-203.246079,250,826.388461
-238.602215,250,838.317998
-39.473153,250,839.711199
22.991152,5-20.645004,25018.50362,38,8-41.857482,-33.556739,250,8-49.66816,-64.571541,250,8-63.782997,250,844.245017
-208.954291,250,845.520179
-49.333877,250,847.10032
-380.691056,250,848.454345
6.934187,65,860.32015
2.039893,82,860.762746
-97.808644,250,862.386636
9.131808,130,863.072903
-6.832305,110,863.647352
-52.282041,250,865.085676
26.880466,7,865.125261
18.04606,40,865.348737
22.47821,28,865.515554
-40.187222,208,866.659683
-45.132322,250,871.728144
-356.746237,250,873.132201
25.675672,52,873.417449
23.759337,5,873.459016
-61.033947,227,874.917327
-20.255004,162,886.051939
24.653124,30,886.222255
-12.867323,235,887.600893
-79.289194,250,888.995193
-68.363995,209,890.4258
-27.059308,250,892.146104
-208.096673,250,893.490717
-69.957572,250,894.845155
-101.376228,250,896.166357
-270.041448,250,897.618097
25.802825,21,897.737733
-264.993417,250,909.850785
-11.586921,86,910.302323
-71.716072,250,911.653604
27.13121,25,911.945415
-358.291597,250,913.395456
-77.018228,250,914.800797
27.213394,36,915.00045
-163.354423,250,916.423653
12.359878,48,916.691216
-170.638158,250,918.296147
-45.761616,250,919.718684
20.924072,33,919.935118
11.293353,89,920.441091
-31.63057,250,932.066624
-28.101659,250,933.607317
-18.786897,126,934.317279
29.28524,14,934.381741
-230.446953,250,935.80452
10.72839,98,936.355499
26.751527,7,936.392078
25.749435,3,936.423859
-7.822278,248,937.848619
13.055059,58,938.189126
-197.253808,250,943.049281
-15.475859,155,943.970474
-50.369919,243,945.502725
-53.061466,250,957.249109
-1.539818,80,957.726945
15.945657,135,958.471359
-2.227059,53,958.764143
-6.129926,95,959.266298
-66.669131,123,959.96887
4.358798,188,961.164629
-79.643235,250,962.544895
24.531961,30,962.761058
29.034339,18,962.888581
18.688147,57,963.268453
24.99875,23,963.457223
-96.103356,250,964.888421
4.744446,139,965.687874
16.353686,52,965.980954
23.413151,59,966.32539
-32.639433,250,967.731944
7.737651,98,968.299346
-28.327012,250,980.50204
28.712853,8,980.564503
29.427363,24,980.724988
-117.129951,250,982.043585
-37.505258,250,983.498953
27.840553,12,983.561765
26.625503,44,983.820961
-35.256138,250,985.123663
11.563469,59,985.48544
-23.487105,105,986.122675
6.680185,155,986.965047
17.074389,42,987.216575
26.425785,42,987.451101
-90.0606,250,988.967916
-57.052256,250,990.287241
18.60864,27,990.440019
-76.689788,250,1002.32803
-19.433783,210,1003.782083
14.617053,38,1003.984575
11.807358,84,1004.425837
11.988261,91,1004.92434
19.367109,61,1005.279741
-20.842366,165,1006.216579
-46.221313,250,1007.77709
18.93293,66,1008.241301
-34.203599,124,1009.075803
21.804417,45,1009.321788
11.937012,76,1009.735369
-105.364721,250,1014.358601
26.802931,27,1014.519875
-144.50061,250,1016.319734
28.585081,8,1016.37636
8.6913,78,1016.780542
-37.366564,234,1028.832807
-30.564825,250,1030.225804
-4.139968,96,1030.771921
-77.026572,250,1032.529619
-34.234407,250,1033.943666
-61.396267,250,1035.247823
-118.721828,250,1036.739563
