curriculum/radius,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/n_updates,train/std,train/explained_variance,train/loss,train/approx_kl,train/learning_rate,eval/mean_ep_length,eval/success_rate,eval/mean_reward
0.5180486,147.67,23,569,662,-26.79885442,0.54,376832,0.073883056640625,0.2560204063533433,-0.0037373247838331735,14.112895221821963,-6.484856858476997,220,0.884846031665802,0.5605559349060059,4.204623699188232,0.011215443,7.591104805282687e-05,,,
0.5180486,150.93,24,569,690,-31.817855759999993,0.6,393216,0.065386962890625,0.2560204063533433,-0.003621310660673771,11.030146019347011,-6.449366874247789,230,0.8769466280937195,0.5853654146194458,3.2594518661499023,0.011215213,7.591104805282687e-05,,,
0.5180486,,,,,,False,400000,0.077557373046875,0.2560204063533433,-0.004901607465217239,12.64323219973594,-6.41196656525135,240,0.8717786073684692,0.5315523147583008,1.4628742933273315,0.012316152,7.591104805282687e-05,192.05,0.25,-42.8434298
0.5180486,129.72,25,567,722,-21.14398939,0.63,409600,,,,,,,,,,,,,,
0.5180486,135.43,26,567,750,-18.65331676,0.64,425984,0.077545166015625,0.2560204063533433,-0.0039524027855804885,13.705221465416253,-6.385109271854162,250,0.8680728077888489,0.5623157024383545,8.722366333007812,0.010502333,7.591104805282687e-05,,,
0.5180486,144.86,27,568,778,-18.44768646,0.6,442368,0.07034912109375,0.2560204063533433,-0.00308378240752063,12.33072920050472,-6.353434820473194,260,0.8608059883117676,0.5405288338661194,8.79082202911377,0.011893207,7.591104805282687e-05,,,
0.5180486,,,,,,False,450000,0.079266357421875,0.2560204063533433,-0.004117646121267171,11.551668302714825,-6.31842301003635,270,0.8557903170585632,0.5509661436080933,7.064916610717773,0.0109973475,7.591104805282687e-05,190.95,0.25,-49.4275675
0.5180486,121.85,28,565,810,-11.810964470000002,0.7,458752,,,,,,,,,,,,,,
0.5180486,144.98,29,566,838,-25.68946421,0.59,475136,0.083636474609375,0.2560204063533433,-0.004349869352881797,14.923747092299163,-6.282557463273406,280,0.8491142988204956,0.5090624690055847,5.865480422973633,0.013081061,7.591104805282687e-05,,,
0.5180486,137.69,30,566,866,-24.407044139999996,0.63,491520,0.10159912109375,0.2560204063533433,-0.005590608620514104,10.173445352725684,-6.242231558635831,290,0.8423389196395874,0.6439208984375,1.548004388809204,0.013434399,7.591104805282687e-05,,,
0.5180486,,,,,,False,500000,0.075921630859375,0.2560204063533433,-0.0031290589437048765,12.47960144020617,-6.197892989590764,300,0.8347399830818176,0.6199766993522644,9.89819049835205,0.010928144,7.591104805282687e-05,193.5,0.25,-15.976292850000002
0.5180486,122.32,31,562,903,-9.35340456,0.68,507904,,,,,,,,,,,,,,
0.5180486,132.37,32,562,931,-20.210203670000002,0.67,524288,0.0701171875,0.2560204063533433,-0.003187824323322275,14.285945108532905,-6.163638999313116,310,0.8311134576797485,0.4060402512550354,4.321752548217773,0.012322484,7.591104805282687e-05,,,
0.5180486,137.98,33,563,958,-21.765980950000003,0.61,540672,0.066326904296875,0.2560204063533433,-0.0018316482741283836,13.494975743815303,-6.143839261680841,320,0.8281960487365723,0.48844051361083984,8.22999095916748,0.010230994,7.591104805282687e-05,,,
0.5180486,,,,,,True,550000,0.094891357421875,0.2560204063533433,-0.00398707816220849,12.420183539949358,-6.125389927253127,330,0.825421154499054,0.5945674777030945,3.669722318649292,0.013266161,7.591104805282687e-05,122.85,0.55,-7.66126525
0.5180486,109.62,34,562,989,-5.503465250000002,0.76,557056,,,,,,,,,,,,,,
0.5180486,111.99,35,563,1018,-7.276292129999999,0.74,573440,0.089959716796875,0.2560204063533433,-0.0038122964698231953,16.8729020729661,-6.088285525888205,340,0.8168433308601379,0.45718640089035034,10.383922576904297,0.013827179,7.591104805282687e-05,,,
0.5180486,115.94,36,563,1046,-12.131192519999997,0.7,589824,0.080084228515625,0.2560204063533433,-0.0025505071951556603,14.543176956474781,-6.049816912040114,350,0.8126466870307922,0.48836880922317505,8.239786148071289,0.011239114,7.591104805282687e-05,,,
0.5180486,,,,,,True,600000,0.07547607421875,0.2560204063533433,-0.0020386834110468046,15.28325164243579,-6.014939545467496,360,0.8058508038520813,0.4781467914581299,11.172000885009766,0.011098861,7.591104805282687e-05,163.5,0.4,-15.061371249999999
0.5180486,116.8,37,562,1078,-7.81498476,0.7,606208,,,,,,,,,,,,,,
0.5180486,124.59,38,562,1105,-11.389996409999998,0.69,622592,0.075006103515625,0.2560204063533433,-0.0024233342439401893,14.839030967094004,-5.980276802182198,370,0.8014888763427734,0.5432313680648804,14.905876159667969,0.010637005,7.591104805282687e-05,,,
0.5180486,121.74,39,563,1134,-16.524625920000002,0.71,638976,0.073095703125,0.2560204063533433,-0.0021037661387708793,14.233937672898174,-5.93723684810102,380,0.7925893068313599,0.4699670076370239,8.129220962524414,0.012843458,7.591104805282687e-05,,,
0.5180486,,,,,,True,650000,0.073944091796875,0.2560204063533433,-0.002708800565415004,14.467351086996496,-5.8913264568895105,390,0.788050651550293,0.5524357557296753,6.74160623550415,0.013948233,7.591104805282687e-05,162.5,0.4,-43.20369765
0.5180486,119.5,40,561,1167,-14.313978579999999,0.69,655360,,,,,,,,,,,,,,
0.5180486,105.67,41,561,1196,-9.56751815,0.76,671744,0.075848388671875,0.2560204063533433,-0.0025106083154241786,16.028137742355465,-5.842861131951213,400,0.7785486578941345,0.5957720279693604,9.95656967163086,0.013474569,7.591104805282687e-05,,,
0.5180486,103.42,42,561,1226,-4.02955385,0.79,688128,0.07762451171875,0.2560204063533433,-0.0015688991910792539,16.309650292620063,-5.792678674682975,410,0.7722254991531372,0.4862687587738037,11.330394744873047,0.011798006,7.591104805282687e-05,,,
0.5180486,,,,,,False,700000,0.087945556640625,0.2560204063533433,-0.003635542223128141,17.566549135185777,-5.748332322388888,420,0.7659462690353394,0.44795918464660645,12.1156587600708,0.0136622805,7.591104805282687e-05,113.85,0.6,5.593657049999999
0.5180486,116.72,43,558,1261,-8.493882619999999,0.71,704512,,,,,,,,,,,,,,
0.5180486,106.75,44,558,1290,-2.920966119999999,0.77,720896,0.0912353515625,0.2560204063533433,-0.003168059414565505,15.934944339469075,-5.699025456979871,430,0.7579196095466614,0.5031790733337402,12.334563255310059,0.01411952,7.591104805282687e-05,,,
0.5180486,95.73,45,558,1319,2.00894157,0.8,737280,0.08804931640625,0.2560204063533433,-0.0035981457021989627,15.801563774421812,-5.652695434913039,440,0.7526313066482544,0.4885467290878296,7.302144527435303,0.0121580735,7.591104805282687e-05,,,
0.5180486,,,,,,True,750000,0.078717041015625,0.2560204063533433,-0.001297217857791111,17.83382429778576,-5.615531263872981,450,0.7462021112442017,0.352847158908844,10.578598022460938,0.011678321,7.591104805282687e-05,114.2,0.6,-13.5733168
0.5180486,113.8,46,557,1351,-12.54938987,0.72,753664,,,,,,,,,,,,,,
0.5180486,100.46,47,558,1379,0.09427343000000044,0.79,770048,0.0795654296875,0.2560204063533433,-0.002296651789038151,14.34535697363317,-5.588885118439793,460,0.7444787621498108,0.5338139533996582,8.46971321105957,0.010832073,7.591104805282687e-05,,,
0.5180486,96.14,48,558,1408,0.27432472,0.82,786432,0.077197265625,0.2560204063533433,-0.0014778002221646602,18.59694873839617,-5.565760065242648,470,0.739851176738739,0.5379205942153931,8.389575958251953,0.011345141,7.591104805282687e-05,,,
0.5180486,,,,,,True,800000,0.091827392578125,0.2560204063533433,-0.00153004136045638,17.59349931702018,-5.538553179427981,480,0.7364858388900757,0.48990070819854736,4.595522880554199,0.012224156,7.591104805282687e-05,123.85,0.55,-11.193247150000001
0.5180486,82.67,49,556,1441,-1.0308376199999998,0.84,802816,,,,,,,,,,,,,,
0.5180486,98.48,50,556,1470,-2.1050875000000007,0.76,819200,0.080291748046875,0.2560204063533433,-0.00238776523483466,20.30338719077408,-5.513349710032344,490,0.7324602603912354,0.5587245225906372,7.069691181182861,0.012766641,7.591104805282687e-05,,,
0.5180486,86.83,51,557,1499,5.01401982,0.84,835584,0.08353271484375,0.2560204063533433,-0.0008304436714752228,15.513146010041236,-5.478303883597254,500,0.7266331911087036,0.5438355803489685,7.392486095428467,0.012323433,7.591104805282687e-05,,,
0.5180486,,,,,,True,850000,0.093597412109375,0.2560204063533433,-0.0031845645611610963,17.96909467689693,-5.44193574115634,510,0.7220355272293091,0.4691310524940491,7.652416229248047,0.011838047,7.591104805282687e-05,136.6,0.5,2.0454242500000004
0.5180486,99.95,52,555,1532,-6.546289630000002,0.8,851968,,,,,,,,,,,,,,
0.5180486,98.95,53,555,1562,-6.484235009999999,0.76,868352,0.08302001953125,0.2560204063533433,-0.0011977335830124503,18.29762515798211,-5.408540762960911,520,0.7178084850311279,0.5203792452812195,6.30878210067749,0.014310947,7.591104805282687e-05,,,
0.5180486,72.11,54,555,1592,3.2923179700000005,0.87,884736,0.09417724609375,0.2560204063533433,-0.0017747487752785673,17.908897513151167,-5.366662586852908,530,0.7106925249099731,0.45683664083480835,7.776937007904053,0.013309179,7.591104805282687e-05,,,
0.5180486,,,,,,True,900000,0.087884521484375,0.2560204063533433,-0.0024501325766323133,21.2145376496017,-5.330114210769534,540,0.7077510356903076,0.47927021980285645,10.53307819366455,0.012606634,7.591104805282687e-05,110.15,0.6,4.2253769000000005
0.5180486,82.01,55,553,1627,5.761844059999999,0.84,901120,,,,,,,,,,,,,,
0.5180486,84.04,56,553,1657,4.120867130000001,0.86,917504,0.09473876953125,0.2560204063533433,-0.0025343181915559398,19.47027046531439,-5.295374474674463,550,0.7021766901016235,0.40074312686920166,11.117465019226074,0.012739096,7.591104805282687e-05,,,
0.5180486,77.9,57,553,1687,7.40702545,0.88,933888,0.0962158203125,0.2560204063533433,-0.001560018311101885,19.196325915306808,-5.26311732083559,560,0.6985855102539062,0.4048834443092346,11.990324974060059,0.013395782,7.591104805282687e-05,,,
0.5180486,,,,,,True,950000,0.083892822265625,0.2560204063533433,-0.0032443875919852872,22.75097786486149,-5.236725113168359,570,0.6951525211334229,0.392289400100708,13.788232803344727,0.01209701,7.591104805282687e-05,100.35,0.65,9.610730700000001
0.5180486,68.41,58,552,1719,6.9532228599999995,0.94,950272,,,,,,,,,,,,,,
0.5180486,73.2,59,552,1748,4.39943617,0.87,966656,0.0876953125,0.2560204063533433,-0.002489939465704083,21.1134247392416,-5.2200767859816555,580,0.6940986514091492,0.531251072883606,18.526952743530273,0.01197595,7.591104805282687e-05,,,
0.5180486,87.81,60,552,1778,3.556415189999999,0.84,983040,0.089508056640625,0.2560204063533433,-0.002120783097416279,19.718411151692273,-5.204017378017307,590,0.6912951469421387,0.5294803380966187,11.175201416015625,0.014143544,7.591104805282687e-05,,,
0.5180486,87.9,61,553,1806,-8.257686360000001,0.86,999424,0.104486083984375,0.2560204063533433,-0.002764075427148782,19.320909671112894,-5.161050824075938,600,0.6835306882858276,0.444272518157959,7.071385383605957,0.014720207,7.591104805282687e-05,,,
0.5180486,,,,,,True,1000000,0.11075439453125,0.2560204063533433,-0.003940805026832095,20.147183119133114,-5.120534130930901,610,0.6798235177993774,0.580824613571167,11.524731636047363,0.014220095,7.591104805282687e-05,94.7,0.7,-0.3104214999999989
0.5180486,77.55,62,552,1838,-2.7769801499999995,0.83,1015808,,,,,,,,,,,,,,
