train/n_updates,rollout/ep_len_mean,rollout/success_rate,train/ent_coef_loss,train/learning_rate,curriculum/radius,time/episodes,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,train/ent_coef,eval/mean_ep_length,eval/mean_reward,eval/success_rate
120,237.5,0.125,-0.07109180372208357,7.309539835912905e-05,0.10033369,4,-6.046125650405884,2.4820390045642853,-168.68520224999997,12,162,2000,0.9915823489427567,,,
,237.5,0.125,,,,8,,,-168.68520224999997,12,161,2000,,,,
248,243.75,0.0625,-0.14877155236899853,7.309539835912905e-05,0.10033369,12,-11.03002119064331,1.0404772832989693,-135.7840230625,24,162,4000,0.9823577329516411,,,
,243.75,0.0625,,,,16,,,-135.7840230625,24,162,4000,,,,
368,241.125,0.08333333333333333,-0.2208601888269186,7.309539835912905e-05,0.10033369,20,-16.1562922000885,0.857978567481041,-128.92668824999998,36,166,6000,0.9738171771168709,,,
,241.125,0.08333333333333333,,,,24,,,-128.92668824999998,36,166,6000,,,,
448,230.0,0.14285714285714285,-0.26809855177998543,7.309539835912905e-05,0.10033369,28,-19.30646848678589,0.871979646384716,-116.71780225,43,165,7200,0.9681831002235413,,,
496,226.6060606060606,0.15151515151515152,-0.29595380276441574,7.309539835912905e-05,0.10033369,32,-20.90407919883728,0.9244714379310608,-112.3364646969697,48,166,8000,0.9648235961794853,,,
568,221.94444444444446,0.16666666666666666,-0.3385741151869297,7.309539835912905e-05,0.10033369,36,-23.04127335548401,0.9044303521513939,-108.56351222222223,55,164,9096,0.9598105922341347,,,
624,220.0952380952381,0.19047619047619047,-0.3718454912304878,7.309539835912905e-05,0.10033369,40,-24.430131912231445,0.9027900546789169,-107.3068895238095,60,164,10000,0.9559307396411896,,,
,221.45454545454547,0.18181818181818182,,,0.10033369,44,,,-108.96252695454542,60,165,10096,,,,
712,219.6875,0.1875,-0.42293861508369446,7.309539835912905e-05,0.10033369,48,-26.23590350151062,0.9025686234235764,-105.64957072916667,69,164,11480,0.9498640894889832,,,
752,222.01923076923077,0.17307692307692307,-0.44690319150686264,7.309539835912905e-05,0.10033369,52,-26.841609239578247,0.8668609410524368,-107.68479619230769,73,165,12096,0.9471160396933556,,,
824,220.32142857142858,0.17857142857142858,-0.4901712089776993,7.309539835912905e-05,0.10033369,56,-27.83709454536438,0.8597111701965332,-106.03139075,79,165,13232,0.942185752093792,,,
880,222.3,0.16666666666666666,-0.5235431641340256,7.309539835912905e-05,0.10033369,60,-28.43889594078064,0.8295402079820633,-106.10944096666665,84,166,14096,0.9383640512824059,,,
944,224.03125,0.15625,-0.5637792199850082,7.309539835912905e-05,0.10033369,64,-28.850611448287964,0.7748697847127914,-106.87175451562501,92,165,15232,0.9340102598071098,,,
1000,225.55882352941177,0.14705882352941177,-0.5958885848522186,7.309539835912905e-05,0.10033369,68,-29.263537406921387,0.7845276147127151,-108.97352827941178,99,161,16096,0.9302126541733742,,,
1072,226.91666666666666,0.1388888888888889,-0.6404815390706062,7.309539835912905e-05,0.10033369,72,-29.39709758758545,0.7424538135528564,-108.91677481944446,106,161,17232,0.9253453463315964,,,
1128,228.1315789473684,0.13157894736842105,-0.6765017732977867,7.309539835912905e-05,0.10033369,76,-29.568723440170288,0.7193813696503639,-110.38038009210528,111,161,18096,0.9215733110904694,,,
1200,229.225,0.125,-0.7201880216598511,7.309539835912905e-05,0.10033369,80,-29.679158449172974,0.6802660077810287,-111.03854381250001,119,161,19232,0.9167390465736389,,,
1248,227.36904761904762,0.13095238095238096,-0.7491606995463371,7.309539835912905e-05,0.10033369,84,-29.695199012756348,0.6401237770915031,-109.95775978571427,124,161,20000,0.913526751101017,,,
1312,228.39772727272728,0.125,-0.7897080183029175,7.309539835912905e-05,0.10033369,88,-29.69518232345581,0.5943156331777573,-109.81644094318182,129,162,21096,0.9092584699392319,,,
1344,225.31521739130434,0.14130434782608695,-0.8096992373466492,7.309539835912905e-05,0.10033369,92,-29.76713800430298,0.5934111624956131,-107.44213073913043,132,162,21568,0.9071304649114609,,,
1376,224.36458333333334,0.14583333333333334,-0.829522393643856,7.309539835912905e-05,0.10033369,96,-29.712136030197144,0.5675783231854439,-106.70333227083331,135,163,22096,0.9050054848194122,,,
1440,221.92,0.16,-0.868819922208786,7.309539835912905e-05,0.10033369,100,-29.502745389938354,0.5396782010793686,-104.54797652999997,140,164,23112,0.9007677882909775,,,
1496,222.92,0.15,-0.9030246883630753,7.309539835912905e-05,0.10033369,104,-29.662623405456543,0.5419554375112057,-104.34209386,144,165,24000,0.8970731347799301,,,
1520,218.53,0.17,-0.9199800938367844,7.309539835912905e-05,0.10033369,108,-29.555084466934204,0.5168934911489487,-98.87236904000002,146,165,24392,0.8954944014549255,,,
1584,216.24,0.18,-0.9609056264162064,7.309539835912905e-05,0.10033369,112,-29.418017148971558,0.5026025548577309,-97.08941745999999,152,166,25448,0.8912955671548843,,,
1640,211.97,0.2,-0.9962405264377594,7.309539835912905e-05,0.10033369,116,-29.372870445251465,0.4743895046412945,-94.88281409000001,157,166,26288,0.8876343593001366,,,
1688,213.1,0.19,-1.0241788923740387,7.309539835912905e-05,0.10033369,120,-29.24084711074829,0.46944235637784004,-93.98430519,161,167,27096,0.8845073655247688,,,
1720,210.61,0.2,-1.0451384484767914,7.309539835912905e-05,0.10033369,124,-29.20097517967224,0.4597724676132202,-92.37432674000001,164,167,27568,0.8824281319975853,,,
1784,214.08,0.18,-1.087312012910843,7.309539835912905e-05,0.10033369,128,-29.091514587402344,0.4298488199710846,-94.4503274,169,168,28560,0.8782849907875061,,,
