#{"t_start": 1749409130.777419, "env_id": "None"}
r,l,t
1920.901268,250,7.740186
476.195304,250,12.049348
452.748694,250,16.349006
364.485463,250,20.762726
906.205944,250,25.231663
815.722357,250,29.465838
1733.101847,250,34.094862
3233.598615,250,38.48727
1637.26769,250,43.113858
315.026566,17,43.404081
302.473279,250,47.727303
676.191224,250,52.017041
1499.729737,250,56.526133
492.592931,250,60.834516
1773.061722,250,65.74978
1462.387504,250,70.12455
328.916398,250,74.865869
476.548585,250,79.591801
740.596319,250,83.926552
115.280655,1,83.94869
785.318925,250,88.336525
145.757437,3,88.388678
841.13444,250,93.044228
423.511807,250,97.57447
716.528132,250,102.273921
512.411726,250,106.759292
478.440673,250,111.213433
2026.561113,250,115.750269
797.509465,250,120.164335
775.586972,250,124.747521
267.764674,250,129.458299
1208.770569,250,133.918585
611.452878,250,138.600401
367.799752,250,143.017129
492.142357,250,147.362227
611.073179,250,151.869863
1030.577626,250,156.557885
515.977368,250,161.116399
2821.8003,250,165.62209
889.081335,250,169.95259
817.892869,250,174.54252
1250.330537,250,178.913346
3320.019359,250,183.409281
1303.862526,250,188.037147
482.836532,250,192.897283
1828.182873,250,197.349055
197.596931,7,197.482047
486.518744,250,202.089542
943.376653,250,206.564003
115.37291,1,206.565002
1479.902877,250,211.082752
707.569569,250,215.808031
1307.297072,250,220.492058
1303.462631,250,225.016697
685.845718,250,229.508354
884.377628,250,234.039512
1136.402845,250,238.520468
2445.310437,250,242.949396
3379.335308,250,247.668477
1262.612049,250,252.237722
196.966422,7,252.401553
337.269257,250,257.043617
285.689831,250,261.707657
2415.48923,250,266.155553
397.373098,250,270.795159
1407.748617,250,275.913695
1716.115199,250,281.267181
2774.193681,250,285.984426
1480.926536,250,290.536336
458.713904,250,295.151181
1647.118569,250,299.689837
1235.604351,250,304.353159
456.725701,250,309.13472
942.837192,250,313.755808
329.610066,250,318.617295
2827.791042,250,323.152733
2032.324589,250,327.707997
3293.554891,250,332.397426
369.51855,250,337.122619
1001.391137,250,342.016863
645.595611,250,346.683086
2918.997799,250,351.225155
495.241938,250,355.956471
530.649381,250,360.539078
697.622061,250,365.466758
1415.179643,250,370.03819
1893.721893,250,374.659018
1495.176073,250,379.475224
307.505635,250,384.148592
442.377766,250,388.81054
2641.969189,250,393.838
1537.898278,250,398.536842
3537.564837,250,403.395528
406.593706,250,408.028738
398.120861,250,412.548492
1545.592192,250,417.24721
891.918427,250,421.982936
633.049368,250,426.942082
1624.980842,250,431.657141
1797.395006,250,436.28341
349.360533,250,441.096952
723.631986,250,445.715415
712.342861,250,450.536113
3494.002378,250,455.271501
321.971862,250,459.952201
639.056694,250,464.821409
362.537668,250,469.624963
2513.146081,250,474.415658
1893.467625,250,479.092227
1769.812656,250,483.699945
3146.916285,250,488.722524
408.543407,250,493.439851
904.43576,250,498.422196
2753.188851,250,503.077715
1140.205487,250,507.776293
611.91844,250,512.593934
695.391887,250,517.444815
703.292709,250,522.161161
1551.300444,250,527.047228
2967.844331,250,531.719169
1485.302104,250,536.58941
418.613669,250,541.27471
2902.197919,250,546.234226
2120.596838,250,551.175743
896.731035,250,556.038496
483.636563,250,560.870792
3479.64047,250,565.522698
2197.833791,250,570.205117
470.766854,250,575.259923
1024.376648,250,580.106154
859.390165,250,585.086703
2364.838091,250,589.754501
888.48648,250,594.690428
632.248378,250,599.364848
1247.675175,250,604.079818
1045.198175,250,609.051451
2434.353498,250,613.862127
2244.696716,250,618.896802
645.810324,250,623.691363
784.280049,250,628.380648
595.261,250,633.192544
474.894456,250,638.023413
438.707012,250,642.872111
1325.77768,250,647.84327
537.582368,250,653.248631
417.035627,250,658.380987
779.379092,250,663.10522
661.12236,250,668.218956
1792.591503,250,673.41464
908.869329,250,678.499564
528.773533,250,683.288853
507.05799,250,688.073574
859.682264,250,693.064614
1419.833737,250,698.954654
3442.422338,250,703.968423
1242.371037,250,709.521487
983.458886,250,714.667505
3410.592716,250,719.456717
947.213856,250,724.393145
2293.136792,250,729.642619
785.703599,250,734.550583
817.860444,250,739.588741
530.376779,250,744.535367
2680.900581,250,749.531435
950.090401,250,754.584538
326.951094,250,759.745439
360.527044,250,767.172017
359.591656,250,773.285522
2873.15038,250,778.381861
