time/total_timesteps,rollout/success_rate,time/fps,curriculum/radius,rollout/ep_len_mean,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/value_loss,train/n_updates,train/std,train/entropy_loss,train/explained_variance,train/loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length,eval/success_rate
376832,0.51,740,0.50166845,172.5,508,23,-50.85985314,-0.007858927613960986,2.5081156860452307e-05,0.3896896099223679,0.039068603515625,7.223888173699379,220,1.1192660331726074,-7.645807872712612,0.42812061309814453,3.3532276153564453,0.02220003,,,
393216,0.45,743,0.50166845,178.96,528,24,-74.1515236,-0.0062463402287903595,2.5081156860452307e-05,0.3896896099223679,0.02867431640625,6.81650261990726,230,1.1244367361068726,-7.66862960383296,0.4655781388282776,1.9065766334533691,0.01753881,,,
400000,False,,0.50166845,,,,,-0.007643296221613127,2.5081156860452307e-05,0.3896896099223679,0.046307373046875,6.437853398919105,240,1.1293543577194214,-7.690479044616223,0.6390611529350281,4.25895357131958,0.021953296,-101.82443870000002,216.35,0.15
409600,0.43,740,0.50166845,178.6,553,25,-64.76646848,,,,,,,,,,,,,,
425984,0.49,743,0.50166845,166.14,573,26,-56.205430629999995,-0.007944334647982032,2.5081156860452307e-05,0.3896896099223679,0.03756103515625,5.787312296777964,250,1.135567307472229,-7.715357392281294,0.5317413806915283,1.7164992094039917,0.019214116,,,
442368,0.43,743,0.50166845,183.27,594,27,-67.07565701,-0.006085781682486413,2.5081156860452307e-05,0.3896896099223679,0.02647705078125,6.582676190324127,260,1.1406818628311157,-7.740070218592882,0.5105074644088745,11.238057136535645,0.016898122,,,
450000,False,,0.50166845,,,,,-0.010655539364233847,2.5081156860452307e-05,0.3896896099223679,0.046051025390625,5.216712817922234,270,1.1464259624481201,-7.763699542731047,0.6370092630386353,5.053383827209473,0.022946883,-81.97374070000001,214.4,0.15
458752,0.43,739,0.50166845,183.98,620,28,-75.99171802000001,,,,,,,,,,,,,,
475136,0.42,741,0.50166845,178.59,640,29,-61.84905142999999,-0.0075572195235508845,2.5081156860452307e-05,0.3896896099223679,0.03577880859375,5.55497480481863,280,1.1522724628448486,-7.788467819243669,0.6406160593032837,0.8396276235580444,0.017570725,,,
491520,0.54,742,0.50166845,164.3,661,30,-47.82696749000001,-0.009785353577899513,2.5081156860452307e-05,0.3896896099223679,0.035198974609375,4.99494009912014,290,1.159108281135559,-7.81628597304225,0.6784123182296753,4.798604488372803,0.02061259,,,
500000,False,,0.50166845,,,,,-0.00767716458394716,2.5081156860452307e-05,0.3896896099223679,0.034368896484375,7.047583986446261,300,1.1633001565933228,-7.840172695368528,0.49701356887817383,5.726715564727783,0.020303253,-41.934303250000006,215.5,0.15
507904,0.43,739,0.50166845,175.08,686,31,-57.736731940000006,,,,,,,,,,,,,,
524288,0.38,740,0.50166845,191.34,708,32,-57.856843019999985,-0.0061698989668911965,2.5081156860452307e-05,0.3896896099223679,0.025469970703125,5.102989740110933,310,1.1688522100448608,-7.861160281300545,0.6341235637664795,1.7120906114578247,0.014707625,,,
540672,0.4,739,0.50166845,187.41,730,33,-62.04086321,-0.011472815097658896,2.5081156860452307e-05,0.3896896099223679,0.04530029296875,4.8183916885405775,320,1.174726963043213,-7.885215980559588,0.5755628943443298,3.567509412765503,0.022122558,,,
550000,False,,0.50166845,,,,,-0.007932713142326974,2.5081156860452307e-05,0.3896896099223679,0.032794189453125,5.419044296257198,330,1.1806318759918213,-7.909158469736576,0.6825153827667236,1.7358280420303345,0.017678842,-78.687758,215.75,0.15
557056,0.57,737,0.50166845,144.35,755,34,-39.277686329999995,,,,,,,,,,,,,,
573440,0.53,739,0.50166845,160.95,775,35,-41.97284172,-0.007231995695474325,2.5081156860452307e-05,0.3896896099223679,0.0389404296875,8.20957703255117,340,1.1848461627960205,-7.931044838577509,0.5332332253456116,6.244132041931152,0.020221854,,,
589824,0.5,741,0.50166845,162.42,795,36,-48.28847242999999,-0.006541223247768358,2.5081156860452307e-05,0.3896896099223679,0.029046630859375,6.6198575781658295,350,1.1904863119125366,-7.9516670688986775,0.5926312804222107,4.090460300445557,0.017696686,,,
600000,True,,0.50166845,,,,,-0.0034201059334009187,2.5081156860452307e-05,0.3896896099223679,0.010174560546875,6.625087994337082,360,1.1955839395523071,-7.9739746525883675,0.6588925719261169,3.985346555709839,0.009776063,-89.38593,206.3,0.2
606208,0.41,739,0.50166845,179.49,819,37,-68.76193103,,,,,,,,,,,,,,
622592,0.4,741,0.50166845,177.8,839,38,-64.69941264,-0.012744935013688518,2.5081156860452307e-05,0.3896896099223679,0.079412841796875,5.121665255539119,370,1.2019383907318115,-7.998087756335735,0.752586841583252,2.7938058376312256,0.033293925,,,
638976,0.46,743,0.50166845,170.68,859,39,-48.698255989999986,-0.007105866527854232,2.5081156860452307e-05,0.3896896099223679,0.03922119140625,5.166613770462573,380,1.208059549331665,-8.023810321092606,0.747902512550354,2.7747504711151123,0.020845346,,,
650000,True,,0.50166845,,,,,-0.005652130533417221,2.5081156860452307e-05,0.3896896099223679,0.022430419921875,5.814930609613657,390,1.2131658792495728,-8.04694048166275,0.6253025531768799,4.150730609893799,0.015705155,-86.03131145,226.45,0.1
655360,0.52,740,0.50166845,156.84,885,40,-48.59218587,,,,,,,,,,,,,,
671744,0.47,741,0.50166845,174.53,905,41,-56.70415288000001,-0.009423129075548787,2.5081156860452307e-05,0.3896896099223679,0.057159423828125,6.166545310243964,400,1.2181336879730225,-8.067405600845813,0.6741335391998291,3.5271859169006348,0.023006048,,,
688128,0.46,742,0.50166845,169.25,926,42,-45.79266613000001,-0.006213259770265722,2.5081156860452307e-05,0.3896896099223679,0.028131103515625,5.897581044025719,410,1.2226227521896362,-8.086670744419099,0.6526777744293213,1.5666158199310303,0.015518868,,,
700000,False,,0.50166845,,,,,-0.01032470800109877,2.5081156860452307e-05,0.3896896099223679,0.051947021484375,5.220919798128307,420,1.2297332286834717,-8.110515928268432,0.6579784750938416,3.716951847076416,0.022165626,-37.63748965,157.0,0.4
704512,0.64,738,0.50166845,137.87,953,43,-36.062675,,,,,,,,,,,,,,
720896,0.55,740,0.50166845,158.42,973,44,-35.96743258000001,-0.004509178931220959,2.5081156860452307e-05,0.3896896099223679,0.027850341796875,8.185985633544623,430,1.235083818435669,-8.135024547576904,0.62273770570755,7.164455413818359,0.013598305,,,
737280,0.51,741,0.50166845,155.67,994,45,-35.913975959999995,-0.007799993545631878,2.5081156860452307e-05,0.3896896099223679,0.0301513671875,6.162760665453971,440,1.2413299083709717,-8.158821520209312,0.6384772062301636,3.3051555156707764,0.015772127,,,
750000,False,,0.50166845,,,,,-0.006705913032055833,2.5081156860452307e-05,0.3896896099223679,0.03731689453125,6.306576618552208,450,1.2468444108963013,-8.181576171517372,0.5726519227027893,5.0085320472717285,0.016618699,-41.070141850000006,203.65,0.2
753664,0.48,739,0.50166845,170.77,1019,46,-46.60953014999999,,,,,,,,,,,,,,
770048,0.5,740,0.50166845,160.42,1039,47,-49.18938680000002,-0.006267684649719741,2.5081156860452307e-05,0.3896896099223679,0.023046875,6.008122391998768,460,1.2538862228393555,-8.206965684890747,0.6217913031578064,1.7142055034637451,0.015894111,,,
786432,0.49,742,0.50166845,165.47,1059,48,-55.36417117999999,-0.007068838486702589,2.5081156860452307e-05,0.3896896099223679,0.032196044921875,5.955985954217613,470,1.2605880498886108,-8.233794794976712,0.7452097535133362,6.658251762390137,0.017901659,,,
800000,False,,0.50166845,,,,,-0.004335341730620712,2.5081156860452307e-05,0.3896896099223679,0.021417236328125,6.158961693011224,480,1.2677028179168701,-8.260393442213536,0.7153453826904297,4.807176113128662,0.013880519,-72.07747395000001,184.8,0.3
802816,0.49,741,0.50166845,166.84,1083,49,-50.812892680000004,,,,,,,,,,,,,,
819200,0.5,741,0.50166845,162.2,1104,50,-43.884072450000005,-0.005760890315650613,2.5081156860452307e-05,0.3896896099223679,0.021258544921875,6.039926306530833,490,1.2754395008087158,-8.290573345124722,0.6754390001296997,3.4745426177978516,0.014180897,,,
835584,0.51,741,0.50166845,156.32,1126,51,-33.44072180999999,-0.005997416091940977,2.5081156860452307e-05,0.3896896099223679,0.027764892578125,6.27638168297708,500,1.2829360961914062,-8.319533097743989,0.6975016593933105,6.741868019104004,0.0150300395,,,
850000,False,,0.50166845,,,,,-0.006383641427964904,2.5081156860452307e-05,0.3896896099223679,0.029803466796875,6.201946672238409,510,1.2897952795028687,-8.347591622173786,0.6241650581359863,6.9211320877075195,0.016089488,-40.20876940000001,195.55,0.25
851968,0.54,740,0.50166845,158.08,1149,52,-40.41206267,,,,,,,,,,,,,,
868352,0.45,742,0.50166845,170.51,1169,53,-59.148276640000006,-0.006269902882741008,2.5081156860452307e-05,0.3896896099223679,0.03170166015625,6.474137558415532,520,1.2976014614105225,-8.375089886784554,0.7018662691116333,4.312609672546387,0.016141295,,,
884736,0.56,743,0.50166845,155.34,1189,54,-47.44767744000001,-0.006460865603730781,2.5081156860452307e-05,0.3896896099223679,0.0286865234375,5.4402411568909885,530,1.3043547868728638,-8.403588108718395,0.7464072704315186,0.8901227116584778,0.019004975,,,
900000,False,,0.50166845,,,,,-0.00810513204551171,2.5081156860452307e-05,0.3896896099223679,0.03909912109375,7.12329677361995,540,1.309443712234497,-8.425701373815537,0.6652568578720093,2.2871172428131104,0.020808036,-58.357659049999995,192.1,0.25
901120,0.48,742,0.50166845,159.61,1213,55,-44.29001905999999,,,,,,,,,,,,,,
917504,0.55,743,0.50166845,156.98,1233,56,-42.180108149999995,-0.0061240219072715265,2.5081156860452307e-05,0.3896896099223679,0.026409912109375,5.9684378381818535,550,1.314591407775879,-8.445036813616753,0.6953772306442261,4.949709415435791,0.013857103,,,
933888,0.5,744,0.50166845,163.47,1254,57,-42.73547783000001,-0.005579504009438097,2.5081156860452307e-05,0.3896896099223679,0.029180908203125,6.6920901475474235,560,1.3220655918121338,-8.468582163751126,0.6516523361206055,2.6302080154418945,0.017945265,,,
950000,True,,0.50166845,,,,,-0.006179092119509733,2.5081156860452307e-05,0.3896896099223679,0.02626953125,6.121839263290167,570,1.3297247886657715,-8.497071868181228,0.6754063367843628,7.369081497192383,0.01666255,-53.227606349999995,168.15,0.35
950272,0.5,743,0.50166845,157.63,1278,58,-41.17051796,,,,,,,,,,,,,,
966656,0.41,743,0.50166845,173.75,1300,59,-42.420567520000006,-0.004941376479655446,2.5081156860452307e-05,0.3896896099223679,0.02493896484375,6.130588805302978,580,1.3367594480514526,-8.525080397725105,0.7028031349182129,3.5785129070281982,0.014524994,,,
983040,0.56,743,0.50166845,154.68,1321,60,-29.8883219,-0.010241068529467157,2.5081156860452307e-05,0.3896896099223679,0.050384521484375,4.906433196365834,590,1.34286367893219,-8.54874109774828,0.6082565784454346,7.743470191955566,0.020951336,,,
999424,0.52,743,0.50166845,156.53,1343,61,-46.55015155,-0.005724312764868955,2.5081156860452307e-05,0.3896896099223679,0.02645263671875,7.067836660332977,600,1.3496034145355225,-8.571815958619117,0.5456653833389282,5.626021385192871,0.017559763,,,
1000000,True,,0.50166845,,,,,-0.0040284402015458905,2.5081156860452307e-05,0.3896896099223679,0.02041015625,6.379854378849268,610,1.356034517288208,-8.595968371629715,0.7303406000137329,2.664477586746216,0.014675695,-26.11041205,217.05,0.15
1015808,0.49,742,0.50166845,167.04,1368,62,-36.93247101000001,,,,,,,,,,,,,,
