episode,total_reward,episode_length,is_success,curriculum_radius,consecutive_successes
1,-260.211491,250,0,0.10360972,0
2,-190.706774,250,0,0.10360972,0
3,-129.398856,250,0,0.10360972,0
4,-175.807317,250,0,0.10360972,0
5,-214.821572,250,0,0.10360972,0
6,-74.834407,250,0,0.10360972,0
7,-231.748523,250,0,0.10360972,0
8,-175.357206,250,0,0.10360972,0
9,19.863321,49,1,0.10360972,1
10,17.872914,59,1,0.10360972,2
11,2.257706,86,1,0.10360972,3
12,-148.112043,250,0,0.10360972,0
13,-127.351459,250,0,0.10360972,0
14,-164.720561,250,0,0.10360972,0
15,-70.380068,250,0,0.10360972,0
16,-150.520611,250,0,0.10360972,0
17,-126.858413,250,0,0.10360972,0
18,-138.79228,250,0,0.10360972,0
19,-144.075236,250,0,0.10360972,0
20,-179.078166,250,0,0.10360972,0
21,-191.118924,250,0,0.10360972,0
22,-96.312283,250,0,0.10360972,0
23,-152.078826,250,0,0.10360972,0
24,-145.890949,250,0,0.10360972,0
25,-116.423467,250,0,0.10360972,0
26,24.86557,15,1,0.10360972,1
27,-186.557848,250,0,0.10360972,0
28,-140.137086,250,0,0.10360972,0
29,-86.40983,250,0,0.10360972,0
30,-154.627778,250,0,0.10360972,0
31,-135.267375,250,0,0.10360972,0
32,-119.500352,250,0,0.10360972,0
33,-193.800898,250,0,0.10360972,0
34,25.021391,1,1,0.10360972,1
35,-199.34483,250,0,0.10360972,0
36,-192.229006,250,0,0.10360972,0
37,-67.697332,250,0,0.10360972,0
38,-43.361223,227,1,0.10360972,1
39,-98.146653,250,0,0.10360972,0
40,-72.44753,250,0,0.10360972,0
41,-186.005474,250,0,0.10360972,0
42,-195.228643,250,0,0.10360972,0
43,-68.624528,250,0,0.10360972,0
44,-111.785176,250,0,0.10360972,0
45,9.261675,54,1,0.10360972,1
46,-65.016427,137,1,0.10360972,2
47,-72.530641,250,0,0.10360972,0
48,-91.001859,250,0,0.10360972,0
49,-150.018315,250,0,0.10360972,0
50,-136.231361,250,0,0.10360972,0
51,-94.168364,250,0,0.10360972,0
52,-123.487241,250,0,0.10360972,0
53,-163.46494,250,0,0.10360972,0
54,21.066611,48,1,0.10360972,1
55,-6.336028,153,1,0.10360972,2
56,-80.529132,250,0,0.10360972,0
57,21.808351,37,1,0.10360972,1
58,-256.69789,250,0,0.10360972,0
59,11.810783,81,1,0.10360972,1
60,-11.429543,104,1,0.10360972,2
61,-103.499015,250,0,0.10360972,0
62,-167.838086,250,0,0.10360972,0
63,-115.212281,250,0,0.10360972,0
64,-151.791095,250,0,0.10360972,0
65,18.017801,77,1,0.10360972,1
66,-126.257643,250,0,0.10360972,0
67,-118.149322,250,0,0.10360972,0
68,-1.589091,148,1,0.10360972,1
69,-104.084069,250,0,0.10360972,0
70,-93.526541,250,0,0.10360972,0
71,-166.891149,250,0,0.10360972,0
72,-146.726097,250,0,0.10360972,0
73,-126.327898,250,0,0.10360972,0
74,-88.153091,250,0,0.10360972,0
75,-126.232586,250,0,0.10360972,0
76,-228.494859,250,0,0.10360972,0
77,-173.870128,250,0,0.10360972,0
78,-70.041926,250,0,0.10360972,0
79,-208.577827,250,0,0.10360972,0
80,-112.074932,250,0,0.10360972,0
81,-113.391934,250,0,0.10360972,0
82,-123.728103,250,0,0.10360972,0
83,-101.425243,250,0,0.10360972,0
84,-101.685615,250,0,0.10360972,0
85,-134.349092,250,0,0.10360972,0
86,-161.952873,250,0,0.10360972,0
87,19.622096,50,1,0.10360972,1
88,-84.354132,250,0,0.10360972,0
89,-108.660185,250,0,0.10360972,0
90,3.807498,73,1,0.10360972,1
91,-105.318219,250,0,0.10360972,0
92,-115.959591,250,0,0.10360972,0
93,-105.328529,250,0,0.10360972,0
94,19.569703,40,1,0.10360972,1
95,-110.033036,250,0,0.10360972,0
96,-151.169616,250,0,0.10360972,0
97,-60.870915,250,0,0.10360972,0
98,-121.367015,250,0,0.10360972,0
99,-122.162101,250,0,0.10360972,0
100,-132.531674,250,0,0.10360972,0
101,18.872814,63,1,0.10360972,1
102,2.940234,145,1,0.10360972,2
103,25.069927,1,1,0.10360972,3
104,-130.267949,250,0,0.10360972,0
105,-76.622275,250,0,0.10360972,0
106,24.613692,19,1,0.10360972,1
107,-155.51218,250,0,0.10360972,0
108,-95.4766,250,0,0.10360972,0
109,-56.791454,250,0,0.10360972,0
110,-59.227754,250,0,0.10360972,0
111,-99.894357,250,0,0.10360972,0
112,-98.606119,250,0,0.10360972,0
113,-73.437475,250,0,0.10360972,0
114,-158.553023,250,0,0.10360972,0
115,-91.767728,250,0,0.10360972,0
116,-178.31323,250,0,0.10360972,0
117,-109.638608,250,0,0.10360972,0
118,-102.229797,250,0,0.10360972,0
119,-77.012766,250,0,0.10360972,0
120,-60.246197,250,0,0.10360972,0
121,-175.26677,250,0,0.10360972,0
122,-108.067,250,0,0.10360972,0
123,-118.639545,250,0,0.10360972,0
124,-130.19313,250,0,0.10360972,0
125,-138.715046,250,0,0.10360972,0
126,-101.278762,250,0,0.10360972,0
127,-123.446676,250,0,0.10360972,0
128,24.584939,11,1,0.10360972,1
129,-150.536136,250,0,0.10360972,0
130,-78.933956,250,0,0.10360972,0
131,-40.851325,250,0,0.10360972,0
132,-106.585682,250,0,0.10360972,0
133,-85.000598,250,0,0.10360972,0
134,-51.411603,250,0,0.10360972,0
135,-94.321883,250,0,0.10360972,0
136,-102.612608,250,0,0.10360972,0
137,19.705527,54,1,0.10360972,1
138,-139.795831,250,0,0.10360972,0
139,-75.155491,250,0,0.10360972,0
140,19.721816,39,1,0.10360972,1
141,-75.585632,250,0,0.10360972,0
142,-118.351724,250,0,0.10360972,0
143,-117.809308,250,0,0.10360972,0
144,-73.980217,250,0,0.10360972,0
145,-135.352363,250,0,0.10360972,0
146,-106.706037,250,0,0.10360972,0
147,-45.010272,250,0,0.10360972,0
148,-101.192933,250,0,0.10360972,0
149,-65.06373,228,1,0.10360972,1
150,-139.49115,250,0,0.10360972,0
151,-81.311302,250,0,0.10360972,0
152,-96.067336,250,0,0.10360972,0
153,-68.700249,250,0,0.10360972,0
154,-82.137163,250,0,0.10360972,0
155,-132.828444,250,0,0.10360972,0
156,-64.229832,250,0,0.10360972,0
157,-113.846815,250,0,0.10360972,0
158,-120.209157,250,0,0.10360972,0
159,-111.319348,250,0,0.10360972,0
160,-47.826682,250,0,0.10360972,0
161,-49.906347,250,0,0.10360972,0
162,-61.690717,250,0,0.10360972,0
163,22.807147,8,1,0.10360972,1
164,-61.477628,250,0,0.10360972,0
165,22.978891,11,1,0.10360972,1
166,25.610835,2,1,0.10360972,2
167,-77.569413,250,0,0.10360972,0
168,-86.653674,250,0,0.10360972,0
169,-63.190661,250,0,0.10360972,0
170,-170.390929,250,0,0.10360972,0
171,-52.107448,250,0,0.10360972,0
172,-80.417479,250,0,0.10360972,0
173,-65.766064,250,0,0.10360972,0
174,-133.815032,250,0,0.10360972,0
175,-90.117701,250,0,0.10360972,0
176,-99.748316,250,0,0.10360972,0
177,25.87317,11,1,0.10360972,1
178,-55.543304,250,0,0.10360972,0
179,-82.673609,250,0,0.10360972,0
180,21.06442,41,1,0.10360972,1
181,10.668096,121,1,0.10360972,2
182,-90.356865,250,0,0.10360972,0
183,16.003033,19,1,0.10360972,1
184,-82.536055,250,0,0.10360972,0
185,-60.00364,250,0,0.10360972,0
186,-115.160029,250,0,0.10360972,0
187,-99.141765,250,0,0.10360972,0
188,1.253939,126,1,0.10360972,1
189,23.30572,28,1,0.10360972,2
190,-56.478785,250,0,0.10360972,0
191,24.995623,10,1,0.10360972,1
192,-85.684659,250,0,0.10360972,0
193,-19.520797,229,1,0.10360972,1
194,-47.578795,250,0,0.10360972,0
195,-73.617338,250,0,0.10360972,0
196,23.763797,21,1,0.10360972,1
197,25.08074,7,1,0.10360972,2
198,-11.068692,225,1,0.10360972,3
199,-69.015696,250,0,0.10360972,0
200,-87.670866,250,0,0.10360972,0
201,-44.138775,250,0,0.10360972,0
202,-123.797439,250,0,0.10360972,0
203,-64.624269,250,0,0.10360972,0
204,-61.55005,250,0,0.10360972,0
205,-94.206647,250,0,0.10360972,0
206,-56.789973,250,0,0.10360972,0
207,24.451221,22,1,0.10360972,1
208,-115.933622,250,0,0.10360972,0
209,-92.478297,250,0,0.10360972,0
210,-45.91857,250,0,0.10360972,0
211,-172.824232,250,0,0.10360972,0
212,-124.265192,250,0,0.10360972,0
213,-79.877294,250,0,0.10360972,0
214,-66.330291,250,0,0.10360972,0
215,-85.362976,250,0,0.10360972,0
216,-57.663986,250,0,0.10360972,0
217,-112.957204,250,0,0.10360972,0
218,-176.631712,250,0,0.10360972,0
219,-171.287596,250,0,0.10360972,0
220,-71.340842,250,0,0.10360972,0
221,-95.826959,250,0,0.10360972,0
222,-70.886872,250,0,0.10360972,0
223,-56.555128,250,0,0.10360972,0
224,-75.937557,250,0,0.10360972,0
225,-60.607094,250,0,0.10360972,0
226,-44.046826,250,0,0.10360972,0
227,24.955277,11,1,0.10360972,1
228,24.104499,19,1,0.10360972,2
229,-118.943854,250,0,0.10360972,0
230,-70.090447,250,0,0.10360972,0
231,-66.978819,250,0,0.10360972,0
232,-97.26776,250,0,0.10360972,0
233,-86.933947,250,0,0.10360972,0
234,-133.375941,250,0,0.10360972,0
235,-78.834582,250,0,0.10360972,0
236,-54.977374,250,0,0.10360972,0
237,-75.443068,250,0,0.10360972,0
238,-151.138222,250,0,0.10360972,0
239,-84.411122,250,0,0.10360972,0
240,-92.344282,250,0,0.10360972,0
241,-75.669993,250,0,0.10360972,0
242,-51.704951,250,0,0.10360972,0
243,-86.29175,250,0,0.10360972,0
244,-131.220804,250,0,0.10360972,0
245,-74.067127,250,0,0.10360972,0
246,-81.544349,250,0,0.10360972,0
247,22.726305,30,1,0.10360972,1
248,-133.115386,250,0,0.10360972,0
249,-100.498454,250,0,0.10360972,0
250,-170.898924,250,0,0.10360972,0
251,25.173029,5,1,0.10360972,1
252,-44.323294,250,0,0.10360972,0
253,-64.223058,250,0,0.10360972,0
254,-102.643696,250,0,0.10360972,0
255,-77.148923,250,0,0.10360972,0
256,-57.206114,250,0,0.10360972,0
257,-80.512801,250,0,0.10360972,0
258,-33.688659,250,0,0.10360972,0
259,-76.404024,250,0,0.10360972,0
260,-50.142446,250,0,0.10360972,0
261,23.166022,33,1,0.10360972,1
262,-98.116639,250,0,0.10360972,0
263,-159.679599,250,0,0.10360972,0
264,18.793327,60,1,0.10360972,1
265,-147.184962,250,0,0.10360972,0
266,-59.704359,250,0,0.10360972,0
267,19.197435,32,1,0.10360972,1
268,1.651102,174,1,0.10360972,2
269,-100.857401,250,0,0.10360972,0
270,-40.693746,250,0,0.10360972,0
271,0.491284,116,1,0.10360972,1
272,-135.247914,250,0,0.10360972,0
273,-67.247956,250,0,0.10360972,0
274,-131.304442,250,0,0.10360972,0
275,-148.480171,250,0,0.10360972,0
276,-32.888355,250,0,0.10360972,0
277,-70.969643,250,0,0.10360972,0
278,25.88326,11,1,0.10360972,1
279,-58.09451,250,0,0.10360972,0
280,-86.375758,250,0,0.10360972,0
281,-106.486441,250,0,0.10360972,0
282,-43.366468,250,0,0.10360972,0
283,-87.572945,250,0,0.10360972,0
284,-87.962531,250,0,0.10360972,0
285,-72.809702,250,0,0.10360972,0
286,-87.406162,250,0,0.10360972,0
287,21.808387,37,1,0.10360972,1
288,-84.407521,250,0,0.10360972,0
289,-64.945473,250,0,0.10360972,0
290,-48.152772,250,0,0.10360972,0
291,21.209077,44,1,0.10360972,1
292,25.851128,18,1,0.10360972,2
293,-3.574646,226,1,0.10360972,3
294,-133.847516,250,0,0.10360972,0
295,-96.738887,250,0,0.10360972,0
296,-101.296528,250,0,0.10360972,0
297,-145.856317,250,0,0.10360972,0
298,24.881059,2,1,0.10360972,1
299,-125.87818,250,0,0.10360972,0
300,-79.877834,250,0,0.10360972,0
301,-140.917826,250,0,0.10360972,0
302,-123.441719,250,0,0.10360972,0
303,-177.801891,250,0,0.10360972,0
304,-56.349567,250,0,0.10360972,0
305,-117.036792,250,0,0.10360972,0
306,-71.432366,250,0,0.10360972,0
307,25.662173,16,1,0.10360972,1
308,24.955318,6,1,0.10360972,2
309,-77.597749,250,0,0.10360972,0
310,-77.309439,250,0,0.10360972,0
311,14.011697,120,1,0.10360972,1
312,-78.021757,250,0,0.10360972,0
313,-107.404111,250,0,0.10360972,0
314,-62.862536,250,0,0.10360972,0
315,-111.418205,250,0,0.10360972,0
316,-49.831115,250,0,0.10360972,0
317,-73.272218,250,0,0.10360972,0
318,-71.558543,250,0,0.10360972,0
319,-95.590118,250,0,0.10360972,0
320,-63.574912,250,0,0.10360972,0
321,-69.324376,250,0,0.10360972,0
322,5.188639,108,1,0.10360972,1
323,-124.004362,250,0,0.10360972,0
324,-54.292405,250,0,0.10360972,0
325,-103.296977,250,0,0.10360972,0
326,-93.92385,250,0,0.10360972,0
327,-68.722059,250,0,0.10360972,0
328,-98.007205,250,0,0.10360972,0
329,-121.418388,250,0,0.10360972,0
330,-12.813863,224,1,0.10360972,1
331,-99.320673,250,0,0.10360972,0
332,21.433015,19,1,0.10360972,1
333,-113.532009,250,0,0.10360972,0
334,-76.731491,250,0,0.10360972,0
335,-104.281069,250,0,0.10360972,0
336,12.609003,72,1,0.10360972,1
337,-88.825944,250,0,0.10360972,0
338,-81.398489,250,0,0.10360972,0
339,-59.054504,250,0,0.10360972,0
340,-85.760591,250,0,0.10360972,0
341,-62.76872,250,0,0.10360972,0
342,-57.88136,250,0,0.10360972,0
343,-88.925714,250,0,0.10360972,0
344,-82.019083,250,0,0.10360972,0
345,-6.906283,157,1,0.10360972,1
346,24.109357,21,1,0.10360972,2
347,24.407471,16,1,0.10360972,3
348,-74.780423,250,0,0.10360972,0
349,-15.145432,119,1,0.10360972,1
350,-55.495487,250,0,0.10360972,0
351,-67.57954,250,0,0.10360972,0
352,-64.889952,250,0,0.10360972,0
353,-132.101782,250,0,0.10360972,0
354,-69.204995,250,0,0.10360972,0
355,-142.190029,250,0,0.10360972,0
356,-66.584777,250,0,0.10360972,0
357,-98.263012,250,0,0.10360972,0
358,-82.720435,250,0,0.10360972,0
359,-96.109222,250,0,0.10360972,0
360,25.870213,7,1,0.10360972,1
361,-67.085612,250,0,0.10360972,0
362,25.55987,6,1,0.10360972,1
363,-71.315293,250,0,0.10360972,0
364,-46.958823,250,0,0.10360972,0
365,-55.783915,250,0,0.10360972,0
366,-114.145716,250,0,0.10360972,0
367,-155.994627,250,0,0.10360972,0
368,24.864121,1,1,0.10360972,1
369,-153.289618,250,0,0.10360972,0
370,-59.26045,250,0,0.10360972,0
371,-97.449385,250,0,0.10360972,0
372,-90.213718,250,0,0.10360972,0
373,-85.611022,250,0,0.10360972,0
374,18.098535,65,1,0.10360972,1
375,-21.209142,191,1,0.10360972,2
376,-92.279409,250,0,0.10360972,0
377,-115.961105,250,0,0.10360972,0
378,-80.9765,250,0,0.10360972,0
379,-78.489093,250,0,0.10360972,0
380,-72.484267,250,0,0.10360972,0
381,6.11681,113,1,0.10360972,1
382,-63.292814,250,0,0.10360972,0
383,-81.59929,250,0,0.10360972,0
384,-151.337044,250,0,0.10360972,0
385,-51.581142,250,0,0.10360972,0
386,25.214649,2,1,0.10360972,1
387,-40.422195,250,0,0.10360972,0
388,-124.599879,250,0,0.10360972,0
