time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/success_rate,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
7,1,164.0,0.4,137,1346.6320324000003,1024,,,,,,,,,,,,,,
15,2,202.22222222222223,0.2222222222222222,129,1629.0516794444445,2048,10,0.2764524806067037,3.185043098938923e-05,1777.3472160339356,0.00084050756,-0.004994869232177734,0.0,0.9996588826179504,-0.002123839838895947,-7.093983778357506,873.170166015625,,,
24,3,203.64285714285714,0.21428571428571427,125,1542.2676350714287,3072,20,0.2764524806067037,3.185043098938923e-05,1628.9960662841797,0.002340837,-0.022180557250976562,0.0,0.9992375373840332,-0.0038955549418460576,-7.091964420676232,993.0631103515625,,,
33,4,213.94444444444446,0.16666666666666666,123,1589.1844371666664,4096,30,0.2764524806067037,3.185043098938923e-05,1391.276699447632,0.0008177932,0.0064331889152526855,0.0,0.9995509386062622,-0.002631344864494167,-7.091546455025673,742.3344116210938,,,
41,5,221.7826086956522,0.13043478260869565,123,1655.369756826087,5120,40,0.2764524806067037,3.185043098938923e-05,1784.898561859131,0.0008885535,-0.009611368179321289,0.0,0.9989336729049683,-0.0029091660122503526,-7.091040787100792,957.872802734375,,,
51,6,225.85185185185185,0.14814814814814814,120,1716.643937111111,6144,50,0.2764524806067037,3.185043098938923e-05,1511.257724761963,0.0011292307,0.004377245903015137,0.0,0.9994544982910156,-0.0029448163899360225,-7.090496039390564,791.3793334960938,,,
60,7,228.96774193548387,0.12903225806451613,119,1736.5865932903225,7168,60,0.2764524806067037,3.185043098938923e-05,1811.1376449584961,0.0011137715,0.012138009071350098,0.0,0.9993705749511719,-0.003451792194391601,-7.09178518652916,1157.16943359375,,,
68,8,225.75,0.1388888888888889,119,1712.6865790833335,8192,70,0.2764524806067037,3.185043098938923e-05,1528.075816345215,0.0007650319,-0.0010040998458862305,0.0,0.999346911907196,-0.0017224204566446133,-7.0914602249860765,784.8866577148438,,,
79,9,224.55,0.15,115,1681.6560342500002,9216,80,0.2764524806067037,3.185043098938923e-05,1561.0242378234864,0.0006797784,0.05886489152908325,0.0,0.998974621295929,-0.0024445068731438367,-7.090465849637985,857.0564575195312,,,
88,10,216.7872340425532,0.19148936170212766,115,1650.7330471489363,10240,90,0.2764524806067037,3.185043098938923e-05,903.957048034668,0.00060776714,-0.02104365825653076,0.0,0.999026894569397,-0.0026927120867185294,-7.089575296640396,550.9871826171875,,,
97,11,217.0392156862745,0.19607843137254902,116,1619.4325069215688,11264,100,0.2764524806067037,3.185043098938923e-05,2304.997382354736,0.00064664526,0.004117727279663086,0.0,0.9990542531013489,-0.0017971860681427643,-7.089904874563217,1186.0328369140625,,,
106,12,219.43636363636364,0.18181818181818182,115,1629.4143558909093,12288,110,0.2764524806067037,3.185043098938923e-05,988.1450424194336,0.0017272733,0.007402300834655762,0.0,0.9991883039474487,-0.0027777090785093606,-7.090148210525513,588.8967895507812,,,
115,13,220.86666666666667,0.18333333333333332,115,1671.0481723333332,13312,120,0.2764524806067037,3.185043098938923e-05,1568.3747390747071,0.0003907996,-0.011610150337219238,0.0,0.9994078874588013,-0.0010962091662804596,-7.091200762987137,891.0634155273438,,,
125,14,222.6875,0.171875,114,1639.282503796875,14336,130,0.2764524806067037,3.185043098938923e-05,2145.9727561950685,0.0010292893,0.004381358623504639,0.0,0.9993589520454407,-0.0026440092420671134,-7.09167061150074,1133.876220703125,,,
134,15,224.2941176470588,0.16176470588235295,113,1651.8692187058823,15360,140,0.2764524806067037,3.185043098938923e-05,594.6326656341553,0.0030137128,0.015065908432006836,0.0005859375,0.9994238018989563,-0.006322861841181293,-7.091795286536216,318.6917724609375,,,
144,16,223.05479452054794,0.1643835616438356,113,1662.0175540821917,16384,150,0.2764524806067037,3.185043098938923e-05,1408.9501884460449,0.000501186,-0.029812932014465332,0.0,0.9991527795791626,-0.0019427297986112535,-7.091195139288902,728.8934936523438,,,
153,17,224.45454545454547,0.15584415584415584,113,1662.2857077402598,17408,160,0.2764524806067037,3.185043098938923e-05,2151.4049377441406,0.00020814053,0.03392589092254639,0.0,0.998910129070282,-0.0012751536400173792,-7.089873856306076,1071.0595703125,,,
163,18,223.3780487804878,0.15853658536585366,113,1639.3868050243898,18432,170,0.2764524806067037,3.185043098938923e-05,1016.0455772399903,0.00080999784,0.0004572272300720215,0.0,0.9992542266845703,-0.0027772410307079554,-7.090012335777283,569.4028930664062,,,
173,19,222.367816091954,0.16091954022988506,112,1642.6523784252868,19456,180,0.2764524806067037,3.185043098938923e-05,1276.0934711456298,0.0009836778,0.01425015926361084,0.0,0.9997206926345825,-0.003064112036372535,-7.092076537013054,583.8046264648438,,,
182,20,223.58241758241758,0.15384615384615385,112,1628.471426978022,20480,190,0.2764524806067037,3.185043098938923e-05,1508.4350128173828,0.00025606062,0.001377880573272705,0.0,0.999881386756897,-0.0012641005683690309,-7.093623068928719,958.6763916015625,,,
192,21,223.09375,0.15625,111,1625.3650729166666,21504,200,0.2764524806067037,3.185043098938923e-05,762.8653636932373,0.0019918366,-0.012680530548095703,0.0,1.0002176761627197,-0.004488760855747387,-7.094806745648384,422.6744384765625,,,
202,22,224.17,0.15,111,1637.2347955099997,22528,210,0.2764524806067037,3.185043098938923e-05,1421.6302768707276,0.00026683864,-0.018367528915405273,0.0,1.0009355545043945,-0.0012665808986639603,-7.097386035323143,720.7869262695312,,,
212,23,227.19,0.14,110,1654.5379943300002,23552,220,0.2764524806067037,3.185043098938923e-05,1525.568785095215,0.0004352114,0.0019401907920837402,0.0,1.001482605934143,-0.0015321405684517232,-7.1007481753826145,890.6692504882812,,,
222,24,224.9,0.15,110,1641.34249558,24576,230,0.2764524806067037,3.185043098938923e-05,1455.665811920166,0.0007446036,0.011487841606140137,0.0,1.001753568649292,-0.002809182196506299,-7.102767053246498,865.230224609375,,,
232,25,225.63,0.15,110,1657.5262439699998,25600,240,0.2764524806067037,3.185043098938923e-05,1578.102205657959,0.0014702706,-0.01203763484954834,0.0,1.002277135848999,-0.004256477090530097,-7.104784500598908,841.685791015625,,,
242,26,220.73,0.18,109,1632.30071559,26624,250,0.2764524806067037,3.185043098938923e-05,1751.2085250854493,0.00061719655,-0.014433622360229492,0.0,1.0021740198135376,-0.0020954038336640224,-7.105909359455109,1064.051025390625,,,
252,27,220.73,0.18,109,1627.1033542100004,27648,260,0.2764524806067037,3.185043098938923e-05,1541.2908096313477,0.0019303838,0.01091986894607544,0.0,1.001142978668213,-0.004457541313604452,-7.103068095445633,727.8089599609375,,,
262,28,220.36,0.18,109,1625.9377957799998,28672,270,0.2764524806067037,3.185043098938923e-05,1399.3095596313476,0.0014519457,-0.006632685661315918,0.0,1.001182198524475,-0.003506861612549983,-7.100259485840797,779.0599975585938,,,
272,29,216.73,0.2,108,1594.2479192300002,29696,280,0.2764524806067037,3.185043098938923e-05,1644.5330131530761,0.0014828604,-0.0031986236572265625,0.0,1.0013620853424072,-0.0034125528269214555,-7.1009870916605,839.0194702148438,,,
282,30,218.94,0.19,108,1631.00306866,30720,290,0.2764524806067037,3.185043098938923e-05,1573.8190101623536,0.00026111735,-0.004115700721740723,0.0,1.001708984375,-0.0012742269958835096,-7.102336433529854,706.5535888671875,,,
292,31,222.44,0.18,108,1672.38947337,31744,300,0.2764524806067037,3.185043098938923e-05,1538.5799377441406,0.0005894941,-0.0037990808486938477,0.0,1.00217604637146,-0.002183159370906651,-7.104300031065941,902.68798828125,,,
305,32,221.94,0.17,107,1644.31098309,32768,310,0.2764524806067037,3.185043098938923e-05,1834.9533325195312,0.0014755162,0.005498528480529785,0.0,1.0019422769546509,-0.003851158730685711,-7.105068945884705,868.8411254882812,,,
316,33,221.94,0.17,106,1665.51769852,33792,320,0.2764524806067037,3.185043098938923e-05,1144.2746593475342,0.0050263535,-0.0021706819534301758,0.00283203125,1.0016220808029175,-0.007277451688423753,-7.103788647055626,583.8349609375,,,
326,34,218.27,0.19,106,1625.2121691300001,34816,330,0.2764524806067037,3.185043098938923e-05,1639.0295288085938,0.0011838451,0.0008598566055297852,0.0,1.001763105392456,-0.003064786773757078,-7.102996841073036,879.6726684570312,,,
337,35,216.6,0.19,106,1631.28768562,35840,340,0.2764524806067037,3.185043098938923e-05,1261.3754276275636,0.0020781988,0.004424929618835449,0.0,1.0016781091690063,-0.004282688043895177,-7.103284677863121,695.5973510742188,,,
348,36,216.6,0.19,105,1651.52733144,36864,350,0.2764524806067037,3.185043098938923e-05,1555.8917221069337,0.001229749,0.005710303783416748,0.0,1.0020555257797241,-0.003173142211744562,-7.103818166255951,715.57861328125,,,
359,37,216.6,0.19,105,1638.1584958500002,37888,360,0.2764524806067037,3.185043098938923e-05,1656.294683074951,0.00086625916,-0.00337827205657959,0.0,1.0019853115081787,-0.0025504232355160637,-7.10473522245884,929.8200073242188,,,
370,38,218.79,0.18,104,1651.2669227400004,38912,370,0.2764524806067037,3.185043098938923e-05,1514.8471649169921,0.0008459568,0.0015925168991088867,0.0,1.0015242099761963,-0.0016565188067033886,-7.103396907448769,805.3449096679688,,,
381,39,216.1,0.19,104,1652.1837699300002,39936,380,0.2764524806067037,3.185043098938923e-05,1073.486304473877,0.0012029827,0.00795215368270874,0.0,1.0012571811676025,-0.0031190318331937306,-7.10150058567524,634.2693481445312,,,
393,40,216.1,0.19,104,1643.12554692,40960,390,0.2764524806067037,3.185043098938923e-05,1424.5179634094238,0.0010433691,0.0023539066314697266,0.0,1.0015850067138672,-0.0019084930507233366,-7.1016652315855024,778.4893188476562,,,
403,41,218.31,0.18,103,1680.00986801,41984,400,0.2764524806067037,3.185043098938923e-05,1171.1660987854004,0.0011640592,0.0005289316177368164,0.0,1.0016082525253296,-0.0026999956549843772,-7.102634263038635,634.0128784179688,,,
414,42,217.08,0.2,103,1692.8925564999997,43008,410,0.2764524806067037,3.185043098938923e-05,1511.9599540710449,0.0008294695,0.00043082237243652344,0.0,1.0016489028930664,-0.0027871743965079076,-7.102778619527816,697.9673461914062,,,
426,43,217.08,0.2,103,1694.2887493399999,44032,420,0.2764524806067037,3.185043098938923e-05,1687.8542274475099,0.0005478526,-0.0037946701049804688,0.0,1.0015685558319092,-0.0018420885229716078,-7.102693957090378,1041.309814453125,,,
437,44,217.08,0.2,102,1698.79374447,45056,430,0.2764524806067037,3.185043098938923e-05,1672.1125396728517,0.00064167276,-0.0007072687149047852,0.0,1.0019654035568237,-0.0020224977604812013,-7.103368493914604,951.92724609375,,,
449,45,216.71,0.2,102,1698.25887452,46080,440,0.2764524806067037,3.185043098938923e-05,1673.0321868896485,0.00048456783,-0.0003108978271484375,0.0,1.0018665790557861,-0.0017954725655727089,-7.104326254129409,997.5119018554688,,,
461,46,215.73,0.21,102,1673.05004501,47104,450,0.2764524806067037,3.185043098938923e-05,1163.7558666229247,0.0013356687,9.971857070922852e-05,0.0,1.001022458076477,-0.002865945175290108,-7.101969206333161,502.2410888671875,,,
473,47,220.05,0.18,101,1712.7254595499999,48128,460,0.2764524806067037,3.185043098938923e-05,1472.091915512085,0.0009810128,0.0003516674041748047,0.0,1.0007951259613037,-0.0033933451835764573,-7.09901003241539,686.5062255859375,,,
486,48,222.09,0.17,101,1728.8496856799995,49152,470,0.2764524806067037,3.185043098938923e-05,1766.7789474487304,0.0010051574,-0.0006955862045288086,0.0,1.0012940168380737,-0.00324896908714436,-7.099685034155845,1013.4702758789062,,,
,,,,,,50000,480,0.2764524806067037,3.185043098938923e-05,1184.0803676605224,0.00091293926,0.00010007619857788086,0.0,0.9999486207962036,-0.0022034479916328564,-7.097888502478599,582.4598999023438,0.2,1162.8486558,202.0
498,49,222.09,0.17,100,1719.0936084300001,50176,,,,,,,,,,,,,,
511,50,222.49,0.16,100,1711.2399811399998,51200,490,0.2764524806067037,3.185043098938923e-05,901.9341514587402,0.0011351728,0.00010192394256591797,0.0,1.0005919933319092,-0.0026280715712346135,-7.095732820034027,494.3260498046875,,,
522,51,219.85,0.18,100,1692.5286800699996,52224,500,0.2764524806067037,3.185043098938923e-05,970.3134475708008,0.0018631038,-0.0003305673599243164,0.0,0.9999926686286926,-0.0034873351687565446,-7.096119844913483,522.5192260742188,,,
535,52,219.85,0.18,99,1679.9072000099995,53248,510,0.2764524806067037,3.185043098938923e-05,1414.5904232025146,0.0025271715,0.0024186372756958008,0.0,0.9998531341552734,-0.0049679026124067605,-7.094085222482681,868.9957885742188,,,
547,53,221.7,0.17,99,1701.7285823400002,54272,520,0.2764524806067037,3.185043098938923e-05,1643.0877326965333,0.00046817312,-0.0006223917007446289,0.0,0.9999164342880249,-0.0017263920439290815,-7.093984127044678,916.6304931640625,,,
559,54,224.04,0.16,98,1727.2709360600002,55296,530,0.2764524806067037,3.185043098938923e-05,1650.6489288330079,0.0011056194,-0.00015735626220703125,0.0,0.9993734359741211,-0.0032202899688854813,-7.09281562268734,980.807861328125,,,
572,55,221.57,0.17,98,1706.5409529699996,56320,540,0.2764524806067037,3.185043098938923e-05,1101.141117477417,0.0007763489,0.00012087821960449219,0.0,1.0000873804092407,-0.0019211198756238445,-7.093025735020637,594.3052368164062,,,
583,56,224.28,0.16,98,1740.1650070599999,57344,550,0.2764524806067037,3.185043098938923e-05,1233.0422912597655,0.0022000098,-0.00031435489654541016,0.0,0.9993370175361633,-0.005048798272036947,-7.093392893671989,556.9662475585938,,,
595,57,219.96,0.18,98,1702.55623747,58368,560,0.2764524806067037,3.185043098938923e-05,1809.604335784912,0.0007736356,0.0006786584854125977,0.0,0.999086856842041,-0.002058680549089331,-7.0904413759708405,1125.8450927734375,,,
608,58,212.37,0.22,97,1633.4463936,59392,570,0.2764524806067037,3.185043098938923e-05,1111.9087783813477,0.0016792995,-0.00047528743743896484,0.0,0.9992315173149109,-0.0031815088761504738,-7.090284925699234,466.1376953125,,,
619,59,213.49,0.23,97,1661.94540941,60416,580,0.2764524806067037,3.185043098938923e-05,1406.5453590393067,0.0024419678,0.00012379884719848633,0.00029296875,0.9992965459823608,-0.005219267986831255,-7.090738761425018,579.91650390625,,,
632,60,211.13,0.24,97,1651.1892300700001,61440,590,0.2764524806067037,3.185043098938923e-05,1749.2306106567382,0.00015733112,7.730722427368164e-05,0.0,0.9993273615837097,-0.0008814068161882461,-7.091074085235595,838.8539428710938,,,
644,61,211.13,0.24,96,1678.1128443100004,62464,600,0.2764524806067037,3.185043098938923e-05,1813.2197731018066,0.0014711812,-0.00021541118621826172,0.0,0.9990165829658508,-0.0022894666850334033,-7.090473416447639,914.8866577148438,,,
657,62,211.13,0.24,96,1677.0070184300002,63488,610,0.2764524806067037,3.185043098938923e-05,1769.8613845825196,0.00069259625,0.00015735626220703125,0.0,0.9984426498413086,-0.0020533141374471597,-7.088208469748497,876.9929809570312,,,
671,63,214.15,0.21,96,1681.90385416,64512,620,0.2764524806067037,3.185043098938923e-05,1136.6263156890868,0.0017879433,-0.0012863874435424805,0.0,0.9989026784896851,-0.003907950097345747,-7.087761569023132,542.1041870117188,,,
685,64,211.76,0.22,95,1666.19508008,65536,630,0.2764524806067037,3.185043098938923e-05,1387.2232330322265,0.0011769119,0.0006241202354431152,0.0,0.9991539716720581,-0.0038177689100848513,-7.089610368013382,789.9917602539062,,,
698,65,210.93,0.22,95,1635.4715836999999,66560,640,0.2764524806067037,3.185043098938923e-05,1386.5508262634278,0.0013865171,0.00014227628707885742,0.0,0.9994370341300964,-0.0029812186839990318,-7.090836146473885,681.0751342773438,,,
710,66,208.41,0.23,95,1652.4056482700003,67584,650,0.2764524806067037,3.185043098938923e-05,1003.9645153045655,0.0015347599,-0.000339508056640625,0.0,0.9989519119262695,-0.0028150339378044007,-7.090386992692947,469.50152587890625,,,
723,67,202.57,0.26,94,1586.72906374,68608,660,0.2764524806067037,3.185043098938923e-05,1760.0897331237793,0.0009246436,-0.00035393238067626953,0.0,0.9983797073364258,-0.0030543551576556636,-7.087845578789711,877.7019653320312,,,
736,68,202.57,0.26,94,1594.8890551499996,69632,670,0.2764524806067037,3.185043098938923e-05,1024.4477809906007,0.0023478037,0.0007628202438354492,9.765625e-05,0.998975932598114,-0.004086959510459565,-7.087642532587052,502.8002624511719,,,
749,69,202.57,0.26,94,1609.0223577300003,70656,680,0.2764524806067037,3.185043098938923e-05,1481.2576446533203,0.0005770246,-2.765655517578125e-05,0.0,0.9994292259216309,-0.0021510414429940284,-7.0902937889099125,741.9821166992188,,,
762,70,202.73,0.26,94,1602.1294330399999,71680,690,0.2764524806067037,3.185043098938923e-05,1278.88946685791,0.0004242828,-0.00010633468627929688,0.0,0.9985995292663574,-0.001842321435105987,-7.089427569508553,689.3873291015625,,,
775,71,207.73,0.23,93,1635.90934185,72704,700,0.2764524806067037,3.185043098938923e-05,1346.538788986206,0.0010834916,0.00012302398681640625,0.0,0.9976056218147278,-0.0027621482266113164,-7.0847451239824295,740.1804809570312,,,
788,72,207.73,0.23,93,1644.0502321499998,73728,710,0.2764524806067037,3.185043098938923e-05,1338.5082832336425,0.0016075883,0.00011622905731201172,0.0,0.9977723956108093,-0.003474603200447746,-7.082683256268501,955.6513671875,,,
801,73,208.62,0.22,93,1611.18916841,74752,720,0.2764524806067037,3.185043098938923e-05,766.3719577789307,0.0022330466,8.285045623779297e-06,0.0,0.9975703954696655,-0.0038399260563892314,-7.082831916213036,436.2875061035156,,,
815,74,208.62,0.22,92,1575.1551638199996,75776,730,0.2764524806067037,3.185043098938923e-05,402.7130403518677,0.0062832143,1.9669532775878906e-06,0.00380859375,0.9983322024345398,-0.007866285133059137,-7.084784138202667,205.8557891845703,,,
828,75,208.62,0.22,92,1578.2947458800004,76800,740,0.2764524806067037,3.185043098938923e-05,615.9742645263672,0.0048865546,1.2755393981933594e-05,0.0009765625,0.9981744885444641,-0.005557596364815254,-7.085568216443062,220.17066955566406,,,
841,76,209.8,0.22,92,1605.6502355300001,77824,750,0.2764524806067037,3.185043098938923e-05,1448.6803886413575,0.00065895676,0.0002598762512207031,0.0,0.9973333477973938,-0.0020484609849518165,-7.083117523789406,722.1461791992188,,,
855,77,211.48,0.22,92,1606.9464203800003,78848,760,0.2764524806067037,3.185043098938923e-05,1959.1477264404298,0.00028640265,3.2901763916015625e-05,0.0,0.9974203109741211,-0.000980831912602298,-7.0809267342090605,1141.0679931640625,,,
869,78,213.66,0.21,91,1629.9650749500004,79872,770,0.2764524806067037,3.185043098938923e-05,902.1057460784912,0.001298028,0.0002646446228027344,0.0,0.9968196153640747,-0.003200812396244146,-7.079965096712113,589.9463500976562,,,
882,79,218.81,0.18,91,1647.65426992,80896,780,0.2764524806067037,3.185043098938923e-05,1429.1775688171388,0.0006545751,3.647804260253906e-05,0.0,0.9960647821426392,-0.0027644619520287963,-7.076352006196975,789.9066162109375,,,
894,80,217.0,0.19,91,1624.16464714,81920,790,0.2764524806067037,3.185043098938923e-05,1012.5622394561767,0.0013424989,1.8656253814697266e-05,0.0,0.9955278635025024,-0.0031702856562333182,-7.073138755559921,564.3544311523438,,,
