episode,total_reward,episode_length,is_success,curriculum_radius,consecutive_successes
1,-196.66692,250,0,0.10360972,0
2,-214.073074,250,0,0.10360972,0
3,-146.099286,250,0,0.10360972,0
4,-330.634103,250,0,0.10360972,0
5,-179.901995,250,0,0.10360972,0
6,-219.038523,250,0,0.10360972,0
7,-114.370233,250,0,0.10360972,0
8,-180.055203,250,0,0.10360972,0
9,25.829366,1,1,0.10360972,1
10,-6.656882,116,1,0.10360972,2
11,-124.057976,250,0,0.10360972,0
12,-203.992035,250,0,0.10360972,0
13,-210.920583,250,0,0.10360972,0
14,-147.20277,250,0,0.10360972,0
15,-89.965981,250,0,0.10360972,0
16,-101.750857,250,0,0.10360972,0
17,-187.874431,250,0,0.10360972,0
18,-118.274016,250,0,0.10360972,0
19,-103.306629,250,0,0.10360972,0
20,-117.082576,250,0,0.10360972,0
21,-198.839679,250,0,0.10360972,0
22,-136.164998,250,0,0.10360972,0
23,-106.263666,250,0,0.10360972,0
24,-184.302239,250,0,0.10360972,0
25,-183.084586,250,0,0.10360972,0
26,23.911383,15,1,0.10360972,1
27,-191.798809,250,0,0.10360972,0
28,22.937215,36,1,0.10360972,1
29,-131.688231,250,0,0.10360972,0
30,-182.619187,250,0,0.10360972,0
31,-121.954075,250,0,0.10360972,0
32,-145.554851,250,0,0.10360972,0
33,-147.523706,250,0,0.10360972,0
34,-171.165112,250,0,0.10360972,0
35,-97.699117,250,0,0.10360972,0
36,-152.908397,250,0,0.10360972,0
37,20.810303,18,1,0.10360972,1
38,-156.935877,250,0,0.10360972,0
39,-220.881013,250,0,0.10360972,0
40,-123.672617,250,0,0.10360972,0
41,-194.967116,250,0,0.10360972,0
42,-155.947689,250,0,0.10360972,0
43,-101.558387,250,0,0.10360972,0
44,-163.564352,250,0,0.10360972,0
45,-118.969,250,0,0.10360972,0
46,-91.466928,250,0,0.10360972,0
47,-215.919584,250,0,0.10360972,0
48,-111.478639,250,0,0.10360972,0
49,-211.370187,250,0,0.10360972,0
50,-90.505976,250,0,0.10360972,0
51,-145.341249,250,0,0.10360972,0
52,25.319831,2,1,0.10360972,1
53,-159.252109,250,0,0.10360972,0
54,19.183156,24,1,0.10360972,1
55,-95.445502,250,0,0.10360972,0
56,-34.066219,171,1,0.10360972,1
57,-154.288014,250,0,0.10360972,0
58,-126.646248,250,0,0.10360972,0
59,-134.992614,250,0,0.10360972,0
60,-127.212085,250,0,0.10360972,0
61,-4.723348,80,1,0.10360972,1
62,-142.527466,250,0,0.10360972,0
63,-132.391281,250,0,0.10360972,0
64,20.831718,37,1,0.10360972,1
65,16.930409,32,1,0.10360972,2
66,7.542869,75,1,0.10360972,3
67,2.210678,33,1,0.10360972,4
68,14.347346,52,1,0.15541458,0
69,-128.059076,250,0,0.15541458,0
70,18.838093,24,1,0.15541458,1
71,-105.927666,250,0,0.15541458,0
72,-127.180228,250,0,0.15541458,0
73,-113.048722,250,0,0.15541458,0
74,-205.461864,250,0,0.15541458,0
75,-180.639272,250,0,0.15541458,0
76,-169.360918,250,0,0.15541458,0
77,-161.112137,250,0,0.15541458,0
78,-121.02198,250,0,0.15541458,0
79,-161.192279,250,0,0.15541458,0
80,-185.963655,250,0,0.15541458,0
81,-69.365247,250,0,0.15541458,0
82,-199.049647,250,0,0.15541458,0
83,-202.096455,250,0,0.15541458,0
84,-117.678977,250,0,0.15541458,0
85,6.013098,82,1,0.15541458,1
