episode,total_reward,episode_length,is_success,curriculum_radius,consecutive_successes,final_joint_angles,target_pos
1,1519.091034,250,0,0.148790967464447,0,"[-2.0857   , 1.562    , 0.6541947,-0.9522342, 1.498673 ]","[0.21328835,0.31087297,0.9182396 ]"
2,1166.214943,250,0,0.148790967464447,0,"[-2.0857   , 1.562    ,-1.6320382,-1.3614   , 1.8239   ]","[0.11294828,0.45341384,0.9440892 ]"
3,775.330828,250,0,0.148790967464447,0,"[-2.0857, 1.562 ,-2.0857,-1.3614, 1.8239]","[0.18517451,0.35677415,0.7262426 ]"
4,599.94592,250,0,0.148790967464447,0,"[-2.0857, 1.562 ,-2.0857,-1.3614, 1.8239]","[0.06187148,0.42833197,1.1131276 ]"
5,541.211603,250,0,0.148790967464447,0,"[-2.0857, 1.562 ,-2.0857,-1.3614, 1.8239]","[0.31434745,0.3230122 ,0.8610048 ]"
6,475.011488,250,0,0.148790967464447,0,"[-2.0857, 1.562 ,-2.0857,-1.3614, 1.8239]","[0.23029302,0.35613513,1.0381931 ]"
7,1878.271454,250,0,0.148790967464447,0,"[-2.0857, 1.562 ,-2.0857,-1.3614, 1.8239]","[-7.5086765e-04, 5.2461994e-01, 7.5931603e-01]"
8,244.916637,250,0,0.148790967464447,0,"[-2.0857, 1.562 ,-2.0857,-1.3614, 1.8239]","[0.12912121,0.01077148,1.2139475 ]"
9,963.476928,250,0,0.148790967464447,0,"[-2.0857   , 1.562    ,-1.9650785,-1.3614   , 1.8239   ]","[0.09102049,0.49145865,0.9672491 ]"
10,1069.381379,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.22160462,0.3809281 ,1.0945938 ]"
11,1022.192148,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.32192367,0.156978  ,0.9701187 ]"
12,1265.844855,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.28069675,0.1928481 ,0.94296527]"
13,1260.702163,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.19002245,0.36951613,0.64405274]"
14,634.477975,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[-0.01803071, 0.29371953, 1.2902893 ]"
15,759.9882,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.28863314,0.07804537,0.8780005 ]"
16,828.94053,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[-0.12269391, 0.38485318, 0.5788971 ]"
17,658.028931,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.15125494,0.11911211,0.57928383]"
18,2746.158336,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.14359869,0.36851805,1.0224341 ]"
19,1892.073734,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.08878542,0.48704803,1.0928504 ]"
20,1486.370824,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.01755856,0.39766735,1.1359506 ]"
21,1266.782166,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[-1.1170527e-03, 3.3363461e-01, 1.1760092e+00]"
22,778.574673,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[-0.28513876, 0.4262935 , 1.0055765 ]"
23,947.812269,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[-0.07966455, 0.45607376, 1.1556138 ]"
24,1159.553551,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[-0.14772655, 0.38651633, 1.0977184 ]"
25,1535.753446,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.10255226,0.35523772,1.1430362 ]"
26,941.906394,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.15441261,0.33727518,0.63872546]"
27,2192.465176,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[0.0396418,0.5034967,0.8349743]"
28,1392.67563,250,0,0.148790967464447,0,"[-2.0857, 1.562 , 2.0857,-1.3614, 1.8239]","[-0.09321646, 0.3767996 , 1.0941175 ]"
