time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/success_rate,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
1,1,250.0,0.0,155,1701.906678,256,,,,,,,,,,,,,,
4,2,250.0,0.0,111,1991.1328945,512,10,0.21033115840502734,0.00011235460694722498,1116.998634338379,0.006321039,-0.004016280174255371,0.015234375,0.9985378980636597,-0.012136489758267999,-7.09110279083252,1029.168701171875,,,
6,3,250.0,0.0,115,1903.2107243333332,768,20,0.21033115840502734,0.00011235460694722498,1819.2685119628907,0.0009549088,0.005300402641296387,0.0,0.9976053237915039,-0.003908353124279529,-7.08482266664505,1739.556884765625,,,
8,4,230.25,0.25,117,1907.674423,1024,30,0.21033115840502734,0.00011235460694722498,1193.1951065063477,0.0058690202,-0.002466559410095215,0.013671875,0.9972577095031738,-0.009812659397721291,-7.081894433498382,1143.733642578125,,,
11,5,234.2,0.2,115,1840.8354572,1280,40,0.21033115840502734,0.00011235460694722498,2256.2683807373046,0.0015190362,0.0011162161827087402,0.0,0.9959983825683594,-0.005308544880244881,-7.078205847740174,2031.2225341796875,,,
13,6,236.83333333333334,0.16666666666666666,115,1732.9656886666664,1536,50,0.21033115840502734,0.00011235460694722498,536.269140625,0.008388372,-0.020325899124145508,0.025,0.9950774312019348,-0.017992607387714087,-7.072094440460205,474.8566589355469,,,
15,7,238.71428571428572,0.14285714285714285,116,1765.0259377142854,1792,60,0.21033115840502734,0.00011235460694722498,949.1993438720704,0.0032828501,-0.020755290985107422,0.004296875,0.9947773218154907,-0.007511294190771877,-7.069190537929535,909.1857299804688,,,
17,8,240.125,0.125,117,1884.602483375,2048,70,0.21033115840502734,0.00011235460694722498,2232.6457458496093,0.00078502786,-0.008799552917480469,0.0,0.9946553111076355,-0.001579028507694602,-7.068058943748474,1991.7962646484375,,,
19,9,241.22222222222223,0.1111111111111111,118,1825.7741330000001,2304,80,0.21033115840502734,0.00011235460694722498,1775.802426147461,0.0029511517,-0.04024374485015869,0.0,0.9950989484786987,-0.008131829474586993,-7.068665850162506,1900.151123046875,,,
21,10,242.1,0.1,118,1806.1535740000004,2560,90,0.21033115840502734,0.00011235460694722498,853.7577621459961,0.001896319,-0.025055408477783203,0.000390625,0.9950572848320007,-0.003959724470041693,-7.070040154457092,949.6775512695312,,,
24,11,242.8181818181818,0.09090909090909091,117,1714.4584185454548,2816,100,0.21033115840502734,0.00011235460694722498,506.31931457519534,0.005561356,-0.05648946762084961,0.008984375,0.9975543022155762,-0.010745751624926924,-7.075217521190643,454.4803466796875,,,
