episode,total_reward,episode_length,is_success,curriculum_radius,consecutive_successes
1,-95.479558,180,1,0.10033369,1
2,-248.066859,250,0,0.10033369,0
3,-132.740402,250,0,0.10033369,0
4,-215.09534,250,0,0.10033369,0
5,-270.217966,250,0,0.10033369,0
6,-155.765897,250,0,0.10033369,0
7,-263.520012,250,0,0.10033369,0
8,-327.049225,250,0,0.10033369,0
9,21.907044,31,1,0.10033369,1
10,21.319948,31,1,0.10033369,2
11,-176.566554,250,0,0.10033369,0
12,-132.000803,250,0,0.10033369,0
13,-93.403558,250,0,0.10033369,0
14,-293.74229,250,0,0.10033369,0
15,-107.682472,250,0,0.10033369,0
16,-196.15346,250,0,0.10033369,0
17,24.973083,1,1,0.10033369,1
18,-188.247049,250,0,0.10033369,0
19,-117.809345,250,0,0.10033369,0
20,-244.884744,250,0,0.10033369,0
21,-104.906534,250,0,0.10033369,0
22,-150.276398,250,0,0.10033369,0
23,-67.95837,250,0,0.10033369,0
24,-214.112453,250,0,0.10033369,0
25,-105.887349,250,0,0.10033369,0
26,-174.273275,250,0,0.10033369,0
27,-166.899748,250,0,0.10033369,0
28,21.968662,34,1,0.10033369,1
29,-118.452218,250,0,0.10033369,0
30,-118.085806,250,0,0.10033369,0
31,-183.096982,250,0,0.10033369,0
32,-154.210274,250,0,0.10033369,0
33,-173.977091,250,0,0.10033369,0
34,-168.749393,250,0,0.10033369,0
35,-90.505323,250,0,0.10033369,0
36,-138.048846,250,0,0.10033369,0
37,-85.234546,250,0,0.10033369,0
38,-165.554906,250,0,0.10033369,0
39,-137.800107,250,0,0.10033369,0
40,-213.208847,250,0,0.10033369,0
41,-189.4941,250,0,0.10033369,0
42,-244.420108,250,0,0.10033369,0
43,-114.446323,250,0,0.10033369,0
44,-215.207744,250,0,0.10033369,0
45,-78.092073,250,0,0.10033369,0
46,-128.270449,250,0,0.10033369,0
47,-104.823842,250,0,0.10033369,0
48,-173.840105,250,0,0.10033369,0
49,-135.078562,250,0,0.10033369,0
50,-140.411344,250,0,0.10033369,0
51,20.751916,16,1,0.10033369,1
52,23.858501,23,1,0.10033369,2
53,-105.364983,250,0,0.10033369,0
54,-180.40008,250,0,0.10033369,0
55,-175.902324,250,0,0.10033369,0
56,-29.622758,164,1,0.10033369,1
57,-109.067813,243,1,0.10033369,2
58,-110.010076,250,0,0.10033369,0
59,-205.877596,250,0,0.10033369,0
60,-80.078978,250,0,0.10033369,0
61,-120.712234,250,0,0.10033369,0
62,-111.314566,250,0,0.10033369,0
63,-116.277491,250,0,0.10033369,0
64,-150.445303,250,0,0.10033369,0
65,2.249449,143,1,0.10033369,1
66,-103.155492,250,0,0.10033369,0
67,-113.007515,250,0,0.10033369,0
68,-133.379601,250,0,0.10033369,0
69,-118.694634,250,0,0.10033369,0
70,23.686283,20,1,0.10033369,1
71,-96.179692,250,0,0.10033369,0
72,-60.18209,169,1,0.10033369,1
73,1.124624,116,1,0.10033369,2
74,-101.426491,250,0,0.10033369,0
75,-139.403838,250,0,0.10033369,0
76,-45.005646,194,1,0.10033369,1
77,-139.147859,250,0,0.10033369,0
78,-135.318348,250,0,0.10033369,0
79,-156.098388,250,0,0.10033369,0
80,25.882892,9,1,0.10033369,1
81,-110.827362,250,0,0.10033369,0
82,-77.795554,166,1,0.10033369,1
83,-60.767295,233,1,0.10033369,2
84,-126.444557,250,0,0.10033369,0
85,-141.012339,250,0,0.10033369,0
86,-136.460556,250,0,0.10033369,0
87,-171.097554,250,0,0.10033369,0
88,-129.844373,250,0,0.10033369,0
89,-135.568341,250,0,0.10033369,0
90,-253.47408,250,0,0.10033369,0
91,-99.309538,250,0,0.10033369,0
92,-88.1814,250,0,0.10033369,0
93,-93.458924,250,0,0.10033369,0
94,-185.734052,250,0,0.10033369,0
95,-118.049365,250,0,0.10033369,0
96,-147.193544,250,0,0.10033369,0
