#{"t_start": 1750431279.8924618, "env_id": "None"}
r,l,t--171.920404,250,4.21659
-130.361034,250,6.87297-93-177.719646,250,9.4572-18--80.592453,250,12.1709-2-6--112.979817,250,14.8338-154-120.29016,250,17.5581--69-180.186523,250,20.209--131-172.294068,250,22.85-1-89.-154.561577,250,25.47--125.-107.592418,250,28.1-131.39-124.065567,250,30.8-62.420-19.686195,178,33.1-66.833-164.884894,250,35-120.4235-64.196156,250,38.536862
-77.840069,227,41-143.9867-113.783826,250,43.933225
-127.070915,250,46.552074
-136.933221,250,49.2509
-6.548316,139,49.83-87.79-103.220629,250,52.4-68.084-50.554521,250,55.4-92.467317,250,55.772585
-50.502709,250,58.568833
-149.232262,250,61.249733
23.906434,7,61.27083-50-63.72759,250,63.91154-82.300085,250,66.209568
2-123.285806,250,66.6603-22.887757,204,72.747033
-50.348245,250,75.41325
26.-16.955551,186,75.93-68.886932,-150.66421,250-120.04136,250,80.772644
-6.879798,97,81.1617-53.-85.816182,250,84.20-85.18-27.737984,128,86.389437
10.066686,106,86.858449
19.778879,30,86.-68.6948-52.606534,250,89.673453
20.769558,29,89.790745
-104.88078,250,92.495674
-43.596928,250,95.176941
-54.599545,250,97.921793
-193.320413,250,100.604109
2-270.350399,250,102.767-43.6-50.730949,250,105.496136
-121.921223,250,108.208241
14.400126,85,108.579464
-49.51121,250,111.280194
-7.286268,119,113.547288
15.257656,60,113.779379
19.127379,57,114.012572
-122.283891,250,116.701642
-65.485391,250,119.361749
25.8242,8-45.988446,20-7.120948,197,-62.980325,-35.4752,250,124.530-131.-57.620204,250,127.7967-55.-36.202773,250,130.5080-122-28.132831,170,131.208021
25.669464,8,131.2571-49.567016,250,133.63103
-37.911478,250,136.612964--129.910583,250,139.5088-358.244676,130,144.048464-51.336026,250,146.237267
23.532894,44,146.439742--58.01144,250,149.156886
-31.366355,207,151.689587-3-66.155051,250,154.393809
17.-268.761467,250,154.7-44.548766,250,157.273991
-91.267941,148,159.894035
26.896007,20,159.987-52.5-53.987587,250,162.700177
23.814488,20,162.801577
26.-32.334461,244,165.355868
27.327341,18,165.4-49.783-65.786863,250,168.12.774617,83,168.435369
-199.820727,250,171.131134
-13.-149.141039,250,173.854-98.128369,250,174.731996
-47.744712,250,177.480609
-55.988834,250,180.114968
-48.573706,250,182.781582
-112.3495,250,185.472218
-217.613063,250,188.189995
-237.720224,250,191.064203
-196.85821,250,193.869056
-49.139113,250,196.692898
29.160424,23,196.839687
-2.992493,99,199.064129
-141.639091,250,202.172009
29.467911,20,202.250542
-100.916946,250,205.346742
2.783465,219,208.194758
-367.229881,250,211.211225
11.346875,51,211.443438
0.460273,188,214.258358
24.341605,44,214.518431
11.031318,81,218.32467-129.796156,95,218.764591
1-179.730081,250,221.53424
-148.089048,250,224.712433
18.800723,44,224.909376
-24.747426,176,22-412.09881-63.220793,250,230.762982
15.905014,123,231.374458
-195.425849,250,234.658944
-34.742374,250,237.708882
-27.921604,249,240.768043
-115.904593,250,243.978279
16.915419,86,246.345445
-372.34549,250,249.583833
24.978198,43,249.797113
-148.319292,250,252.78422
26.874271,31,252.944335
17.43807,39,253.12307-47-109.391808,250,256.2683-116.424495,250,256.783012
