rollout/ep_rew_mean,rollout/success_rate,train/ent_coef,train/critic_loss,time/time_elapsed,train/actor_loss,rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/learning_rate,time/fps,time/episodes,eval/mean_ep_length,eval/success_rate,eval/mean_reward
1343.3335915,0.0,5.88750044698827e-05,44.84523010253906,40,-7.6647467613220215,250.0,899,1000,1.2871464010681707e-05,24,4,,,
969.1578473750001,0.0,5.88750044698827e-05,29.237014770507812,113,-21.41057586669922,250.0,1899,2000,1.2871464010681707e-05,17,8,,,
839.7117609166667,0.08333333333333333,5.88750044698827e-05,12.417444229125977,169,-31.376922607421875,229.91666666666666,2658,2759,1.2871464010681707e-05,16,12,,,
806.963838375,0.125,5.88750044698827e-05,15.153646469116211,288,-39.449180603027344,219.375,3409,3510,1.2871464010681707e-05,12,16,,,
703.70956495,0.1,5.88750044698827e-05,7.334362030029297,407,-45.12977981567383,225.5,4409,4510,1.2871464010681707e-05,11,20,,,
695.0690125416667,0.08333333333333333,5.88750044698827e-05,6.9648003578186035,493,-49.47964096069336,229.58333333333334,5409,5510,1.2871464010681707e-05,11,24,,,
652.370504642857,0.07142857142857142,5.88750044698827e-05,4.647974491119385,563,-49.54164505004883,232.5,6409,6510,1.2871464010681707e-05,11,28,,,
729.6633256875,0.0625,5.88750044698827e-05,18.662395477294922,618,-80.53650665283203,234.6875,7409,7510,1.2871464010681707e-05,12,32,,,
701.7286333888889,0.05555555555555555,5.88750044698827e-05,6.522109031677246,674,-96.9280776977539,236.38888888888889,8409,8510,1.2871464010681707e-05,12,36,,,
779.1736267,0.05,5.88750044698827e-05,32.78885269165039,730,-110.57353210449219,237.75,9409,9510,1.2871464010681707e-05,13,40,,,
808.3349472727274,0.045454545454545456,5.88750044698827e-05,8.914581298828125,796,-128.9659423828125,238.86363636363637,10409,10510,1.2871464010681707e-05,13,44,,,
828.2737069166668,0.041666666666666664,5.88750044698827e-05,6.964244842529297,851,-136.5637969970703,239.79166666666666,11409,11510,1.2871464010681707e-05,13,48,,,
812.6632431153848,0.057692307692307696,5.88750044698827e-05,12.841581344604492,892,-146.1048583984375,235.94230769230768,12168,12269,1.2871464010681707e-05,13,52,,,
818.4279109464286,0.05357142857142857,5.88750044698827e-05,10.15278434753418,944,-144.79995727539062,236.94642857142858,13168,13269,1.2871464010681707e-05,14,56,,,
834.1486109333333,0.05,5.88750044698827e-05,8.437376022338867,997,-143.3495635986328,237.81666666666666,14168,14269,1.2871464010681707e-05,14,60,,,
842.300450390625,0.046875,5.88750044698827e-05,8.234481811523438,1049,-157.9161376953125,238.578125,15168,15269,1.2871464010681707e-05,14,64,,,
825.6439881764704,0.058823529411764705,5.88750044698827e-05,7.585545539855957,1089,-156.5450439453125,235.61764705882354,15921,16022,1.2871464010681707e-05,14,68,,,
819.8959325416668,0.05555555555555555,5.88750044698827e-05,7.56101131439209,1142,-152.60047912597656,236.41666666666666,16921,17022,1.2871464010681707e-05,14,72,,,
834.2666019473684,0.05263157894736842,5.88750044698827e-05,9.133338928222656,1196,-140.5411376953125,237.1315789473684,17921,18022,1.2871464010681707e-05,15,76,,,
841.3514922874999,0.05,5.88750044698827e-05,5.672025680541992,1251,-142.44952392578125,237.775,18921,19022,1.2871464010681707e-05,15,80,,,
891.4269980595238,0.047619047619047616,5.88750044698827e-05,7.421121597290039,1305,-148.17367553710938,238.35714285714286,19921,20022,1.2871464010681707e-05,15,84,,,
915.4414481477271,0.045454545454545456,5.88750044698827e-05,6.777100086212158,1359,-153.70166015625,238.88636363636363,20921,21022,1.2871464010681707e-05,15,88,,,
945.5616946195652,0.043478260869565216,5.88750044698827e-05,23.871482849121094,1412,-156.24647521972656,239.3695652173913,21921,22022,1.2871464010681707e-05,15,92,,,
972.6018933437499,0.052083333333333336,5.88750044698827e-05,4.797463417053223,1453,-160.04641723632812,237.27083333333334,22677,22778,1.2871464010681707e-05,15,96,,,
959.8322951899999,0.06,5.88750044698827e-05,5.490947246551514,1497,-162.28207397460938,235.33,23432,23533,1.2871464010681707e-05,15,100,,,
931.7730225199999,0.07,5.88750044698827e-05,6.651125431060791,1537,-163.21009826660156,232.85,24184,24285,1.2871464010681707e-05,15,104,,,
941.2650852300001,0.07,5.88750044698827e-05,10.650690078735352,1592,-165.02682495117188,232.85,25184,25285,1.2871464010681707e-05,15,108,,,
975.49446164,0.06,5.88750044698827e-05,7.418520927429199,1645,-168.15255737304688,235.26,26184,26285,1.2871464010681707e-05,15,112,,,
1026.57165727,0.05,5.88750044698827e-05,9.417943954467773,1700,-170.85662841796875,237.75,27184,27285,1.2871464010681707e-05,16,116,,,
