time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/success_rate,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
6,1,176.2,0.4,150,1583.9617131999998,1024,,,,,,,,,,,,,,
14,2,209.0,0.2222222222222222,143,1572.6880595555556,2048,10,0.2607968323887414,5.235543351188707e-05,3841.912144470215,0.0025282048,0.00990217924118042,0.00048828125,1.0000219345092773,-0.004544071746931877,-7.094719964265823,3279.912353515625,,,
21,3,205.85714285714286,0.21428571428571427,139,1674.1703035000003,3072,20,0.2607968323887414,5.235543351188707e-05,2667.127981567383,0.003948571,0.015538394451141357,0.0009765625,1.0003975629806519,-0.005151778168510646,-7.0956531196832655,2354.970458984375,,,
30,4,215.66666666666666,0.16666666666666666,135,1708.0431222222223,4096,30,0.2607968323887414,5.235543351188707e-05,3541.367269897461,0.0021042803,-0.00689852237701416,0.0001953125,1.0013221502304077,-0.004054208562592976,-7.098984283208847,2672.561767578125,,,
38,5,213.30434782608697,0.17391304347826086,132,1584.6199824347827,5120,40,0.2607968323887414,5.235543351188707e-05,2608.230567932129,0.0028728284,-0.0015180110931396484,0.00087890625,1.0017073154449463,-0.004768162786785979,-7.1021579802036285,2361.619140625,,,
47,6,218.74074074074073,0.14814814814814814,129,1571.738298814815,6144,50,0.2607968323887414,5.235543351188707e-05,1867.0869346618651,0.0019702627,-0.00909876823425293,9.765625e-05,1.000183343887329,-0.003170049047912471,-7.099797907471657,1679.0020751953125,,,
74,7,217.875,0.15625,96,1552.60069525,7168,60,0.2607968323887414,5.235543351188707e-05,2084.1419898986815,0.0010156883,0.008542120456695557,0.0,1.0008491277694702,-0.0023923462576931342,-7.096885094046593,1803.8218994140625,,,
86,8,221.44444444444446,0.1388888888888889,94,1642.6283441388887,8192,70,0.2607968323887414,5.235543351188707e-05,2508.4018547058104,0.0018283459,-0.016841530799865723,9.765625e-05,1.001344919204712,-0.003254234726773575,-7.100214171409607,2311.0166015625,,,
97,9,219.0487804878049,0.14634146341463414,94,1578.1312337317072,9216,80,0.2607968323887414,5.235543351188707e-05,3557.3142318725586,0.00088866736,-0.010579347610473633,0.0,1.0014044046401978,-0.0024733203143114226,-7.101596474647522,2657.201904296875,,,
113,10,217.97826086956522,0.15217391304347827,90,1565.4115724347826,10240,90,0.2607968323887414,5.235543351188707e-05,1582.8668876647948,0.0029879804,-0.023900866508483887,9.765625e-05,1.002193570137024,-0.00568518957006745,-7.103838032484054,1201.3223876953125,,,
125,11,215.48076923076923,0.19230769230769232,89,1579.372176769231,11264,100,0.2607968323887414,5.235543351188707e-05,2265.1606994628905,0.001683407,0.016057312488555908,0.0001953125,1.002044439315796,-0.0037193690339336173,-7.105424293875695,2018.4442138671875,,,
138,12,217.94642857142858,0.17857142857142858,89,1628.4360376428574,12288,110,0.2607968323887414,5.235543351188707e-05,3676.950907897949,0.0011028164,0.00031387805938720703,0.0,1.0011178255081177,-0.002593675148091279,-7.10274061858654,3506.97216796875,,,
150,13,216.9344262295082,0.18032786885245902,88,1626.0955536393446,13312,120,0.2607968323887414,5.235543351188707e-05,3733.1573745727537,0.00061373156,-0.009893536567687988,0.0,1.0005924701690674,-0.0017105438630096615,-7.098913690447807,2819.976318359375,,,
164,14,213.59701492537314,0.19402985074626866,86,1618.4720321791044,14336,130,0.2607968323887414,5.235543351188707e-05,2998.353151702881,0.002025736,0.008631289005279541,0.00029296875,1.000753402709961,-0.003657230531098321,-7.0980210095644,2302.76708984375,,,
178,15,215.64788732394365,0.18309859154929578,85,1612.081532971831,15360,140,0.2607968323887414,5.235543351188707e-05,3045.323440551758,0.0025445675,0.004156529903411865,9.765625e-05,1.0008485317230225,-0.0035405647387960924,-7.098750934004784,2799.22021484375,,,
