curriculum/radius,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/n_updates,train/std,train/explained_variance,train/loss,train/approx_kl,train/learning_rate,eval/mean_ep_length,eval/success_rate,eval/mean_reward
0.15541458,209.54666666666665,1,1015,16,-119.98984916,0.2,16384,,,,,,,,,,,,,,
0.15541458,203.91,2,826,39,-100.82367896000001,0.27,32768,0.0895751953125,0.14184815819561256,-0.008037829775275895,7.361754691600799,-7.09417477697134,10,0.9997156858444214,0.001164555549621582,1.4485585689544678,0.004596173,2.6587543983272695e-05,,,
0.15541458,201.58,3,797,61,-102.58113945999999,0.26,49152,0.059490966796875,0.14184815819561256,-0.005611956687971542,5.827419973537326,-7.090154904872179,20,0.9982887506484985,-0.014020800590515137,1.9403523206710815,0.003493549,2.6587543983272695e-05,,,
0.15541458,,,,,,False,50000,0.070318603515625,0.14184815819561256,-0.006773505581259087,6.9446053467690945,-7.086727356165648,30,0.9984606504440308,-0.10180652141571045,1.0975286960601807,0.00438228,2.6587543983272695e-05,237.9,0.05,-105.25485145
0.15541458,211.31,4,737,88,-96.63370916999999,0.21,65536,,,,,,,,,,,,,,
0.15541458,214.83,5,737,111,-90.44081247000003,0.21,81920,0.07879638671875,0.14184815819561256,-0.008370381205531885,4.667119023576379,-7.084152974933386,40,0.9972746968269348,-0.028989791870117188,1.5574405193328857,0.00433195,2.6587543983272695e-05,,,
0.15541458,218.44,6,740,132,-79.50526959,0.26,98304,0.068719482421875,0.14184815819561256,-0.008023622685141164,5.2195925656706095,-7.0775425106287,50,0.9957867860794067,0.08016794919967651,1.39824640750885,0.004498842,2.6587543983272695e-05,,,
0.15541458,,,,,,True,100000,0.066412353515625,0.14184815819561256,-0.005771158164316148,6.157830983586609,-7.069443050771952,60,0.9941471815109253,0.09629517793655396,2.9519736766815186,0.0040303236,2.6587543983272695e-05,239.3,0.05,-86.9215392
0.20721944,197.06,7,716,160,-63.65809207999999,0.34,114688,,,,,,,,,,,,,,
0.20721944,195.6,8,720,181,-66.35228604,0.34,131072,0.078533935546875,0.14184815819561256,-0.006816427587909857,6.433741347678006,-7.06240561157465,70,0.9931215047836304,0.08103722333908081,1.7982975244522095,0.0045130113,2.6587543983272695e-05,,,
0.20721944,193.94,9,723,203,-57.88612129,0.37,147456,0.085675048828125,0.14184815819561256,-0.007078448712309182,7.083101710863412,-7.059470504522324,80,0.9927862286567688,0.14052647352218628,4.096283435821533,0.0045050946,2.6587543983272695e-05,,,
0.20721944,,,,,,True,150000,0.07901611328125,0.14184815819561256,-0.006113787958565808,6.3689497590065,-7.057680160552263,90,0.992261528968811,0.18454325199127197,1.3765380382537842,0.0040929327,2.6587543983272695e-05,238.6,0.05,-101.96352139999999
0.2590243,184.8,10,707,231,-42.99685242999999,0.47,163840,,,,,,,,,,,,,,
0.2590243,190.24,11,711,253,-55.14393998,0.43,180224,0.0594970703125,0.14184815819561256,-0.004750872021031682,8.811408174969255,-7.056193698197603,100,0.9924039840698242,0.08452743291854858,1.7371820211410522,0.0037446967,2.6587543983272695e-05,,,
0.2590243,197.53,12,714,275,-55.85047773,0.37,196608,0.074066162109375,0.14184815819561256,-0.004457379347513779,7.454709380306303,-7.0550730407238005,110,0.9917566180229187,0.16895920038223267,3.2487449645996094,0.0034036734,2.6587543983272695e-05,,,
0.36263403,,,,,,False,200000,0.065948486328125,0.14184815819561256,-0.004779890046302171,6.003183360025287,-7.0519006416201595,120,0.9911445379257202,0.16361534595489502,2.868028163909912,0.0038252485,2.6587543983272695e-05,205.65,0.2,-29.710918649999996
0.46624377,170.9,13,705,301,-41.86134473,0.55,212992,,,,,,,,,,,,,,
0.5180486,179.01,14,705,325,-61.786979089999996,0.43,229376,0.080999755859375,0.14184815819561256,-0.004677760621780181,10.924239403381943,-7.047578664124012,130,0.9901902079582214,0.17475444078445435,4.506026744842529,0.004128767,2.6587543983272695e-05,,,
0.5180486,183.83,15,707,347,-64.57794551,0.43,245760,0.0477783203125,0.14184815819561256,-0.002916856996489514,8.785315487161279,-7.0457276299595835,140,0.9904426336288452,0.28180599212646484,5.466950416564941,0.0030533709,2.6587543983272695e-05,,,
