time/total_timesteps,rollout/success_rate,time/fps,curriculum/radius,rollout/ep_len_mean,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/value_loss,train/n_updates,train/std,train/entropy_loss,train/explained_variance,train/loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length,eval/success_rate
2048,0.0,1862,0.10033369,250.0,1,1,-214.87806125,,,,,,,,,,,,,,
4096,0.17647058823529413,1092,0.10033369,208.7058823529412,3,2,-168.14295911764708,-0.0336790616158396,5.6115164153345e-05,0.2803345035229627,0.12421875,5.504485699534416,10,1.000939130783081,-7.097874483466148,-0.008731842041015625,1.9635239839553833,0.03290451,,,
6144,0.16,965,0.10033369,220.2,6,3,-164.44240532000003,-0.015863238557358272,5.6115164153345e-05,0.2803345035229627,0.07841796875,5.739137224853039,20,1.0022554397583008,-7.101683315634728,0.15051990747451782,1.1692065000534058,0.02582867,,,
8192,0.17142857142857143,900,0.10033369,215.65714285714284,9,4,-148.9937022,-0.010446474052150734,5.6115164153345e-05,0.2803345035229627,0.028955078125,2.981666245311499,30,1.0026763677597046,-7.1074276745319365,0.428570032119751,2.3128604888916016,0.0130473245,,,
10240,0.2391304347826087,868,0.10033369,203.17391304347825,11,5,-129.70665189130435,-0.01513780023669824,5.6115164153345e-05,0.2803345035229627,0.051708984375,4.095998369157314,40,1.003058671951294,-7.109045508503914,0.005324840545654297,3.8745105266571045,0.01761647,,,
12288,0.19642857142857142,845,0.10033369,211.53571428571428,14,6,-136.73673167857143,-0.020285587952821517,5.6115164153345e-05,0.2803345035229627,0.073681640625,7.562082524597645,50,1.0046088695526123,-7.113493725657463,0.13666796684265137,4.151987075805664,0.020312717,,,
14336,0.2,833,0.10033369,212.2,17,7,-132.96063381538463,-0.02142136683105491,5.6115164153345e-05,0.2803345035229627,0.068310546875,1.7037217397242785,60,1.004400610923767,-7.118167462944984,-0.0012665987014770508,0.7952942848205566,0.020873934,,,
16384,0.1917808219178082,825,0.10033369,215.64383561643837,19,8,-134.3227158219178,-0.012544303364120424,5.6115164153345e-05,0.2803345035229627,0.04150390625,4.3240971975028515,70,1.004585862159729,-7.117061021924019,-0.0018646717071533203,1.717690110206604,0.01336199,,,
18432,0.18292682926829268,819,0.10033369,216.47560975609755,22,9,-134.2419590121951,-0.025657350686378776,5.6115164153345e-05,0.2803345035229627,0.10419921875,2.5030809067189694,80,1.0049687623977661,-7.1186217904090885,0.24401038885116577,0.9752494692802429,0.027579661,,,
20480,0.17582417582417584,812,0.10033369,217.1098901098901,25,10,-133.09563006593405,-0.030626066678087226,5.6115164153345e-05,0.2803345035229627,0.140234375,2.372250296548009,90,1.0053919553756714,-7.120130413770676,0.22651147842407227,0.8658554553985596,0.026247812,,,
22528,0.19,808,0.10033369,213.56,27,11,-126.3873058,-0.022037146662478337,5.6115164153345e-05,0.2803345035229627,0.092578125,2.964562962949276,100,1.0054460763931274,-7.1217192769050595,-0.4918839931488037,6.602960586547852,0.02312269,,,
24576,0.19,804,0.10033369,214.97,30,12,-118.06758168000002,-0.018681927665602414,5.6115164153345e-05,0.2803345035229627,0.0896484375,3.8567709092050793,110,1.005149006843567,-7.121219280362129,0.1386469006538391,0.6095021963119507,0.021274038,,,
26624,0.2,800,0.10033369,212.51,33,13,-108.72819712,-0.021931095971376637,5.6115164153345e-05,0.2803345035229627,0.108837890625,3.3312980830669403,120,1.0061720609664917,-7.122413772344589,0.06150782108306885,0.6850811243057251,0.020290557,,,
28672,0.23,796,0.10033369,209.87,35,14,-103.16548256,-0.019652854009473232,5.6115164153345e-05,0.2803345035229627,0.109521484375,4.436714882403612,130,1.006805419921875,-7.127196502685547,-0.054644107818603516,3.810776948928833,0.026172552,,,
