time/total_timesteps,rollout/success_rate,time/fps,curriculum/radius,rollout/ep_len_mean,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/value_loss,train/n_updates,train/std,train/entropy_loss,train/explained_variance,train/loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length,eval/success_rate
16384,0.2692307692307692,1599,0.10033369,199.93589743589743,10,1,-106.89634673076922,,,,,,,,,,,,,,
32768,0.25,1077,0.10033369,209.08,30,2,-98.77978275999997,-0.00750771171078668,2.6587543983272695e-05,0.14184815819561256,0.07789306640625,7.467573209106922,10,1.0002624988555908,-7.095706962794066,-0.004533529281616211,1.6574231386184692,0.0045939432,,,
49152,0.2,977,0.10033369,215.29,50,3,-99.64171794999999,-0.005090216237476852,2.6587543983272695e-05,0.14184815819561256,0.052532958984375,6.2448643177747725,20,1.0003118515014648,-7.096090438216924,-0.00805652141571045,1.156782627105713,0.003387909,,,
50000,False,,0.10033369,,,,,-0.007396743778917881,2.6587543983272695e-05,0.14184815819561256,0.0700927734375,5.6173189174383875,30,0.9994114637374878,-7.09401201158762,-0.003921866416931152,1.1244226694107056,0.003950841,-101.70456525,250.0,0.0
65536,0.23,871,0.10033369,213.4,75,4,-101.36414946000001,,,,,,,,,,,,,,
81920,0.42,862,0.10033369,178.64,94,5,-65.07244997999999,-0.006441394981084159,2.6587543983272695e-05,0.14184815819561256,0.062261962890625,5.395374002680183,40,0.9990914463996887,-7.09110499471426,0.09157949686050415,1.0961856842041016,0.0039807423,,,
98304,0.32,855,0.10033369,199.13,114,6,-73.95223781,-0.005949095553387451,2.6587543983272695e-05,0.14184815819561256,0.068902587890625,7.839057851955294,50,0.9983614683151245,-7.088173979520798,0.12256211042404175,2.818127393722534,0.0038364748,,,
100000,False,,0.10033369,,,,,-0.005493046539777424,2.6587543983272695e-05,0.14184815819561256,0.060382080078125,5.874262489750981,60,0.9960637092590332,-7.080555871129036,0.1311545968055725,2.339080810546875,0.0033853624,-172.1773662,250.0,0.0
114688,0.36,821,0.10033369,183.1,139,7,-66.27720063999999,,,,,,,,,,,,,,
131072,0.35,823,0.10033369,188.24,159,8,-59.50214014,-0.005383431180962362,2.6587543983272695e-05,0.14184815819561256,0.06087646484375,7.705804992653429,70,0.9949735403060913,-7.072548173367977,-0.046563029289245605,0.948640763759613,0.0035583882,,,
147456,0.42,822,0.10033369,176.79,179,9,-51.751351189999994,-0.006513037665172305,2.6587543983272695e-05,0.14184815819561256,0.073681640625,6.010142492689193,80,0.9930739402770996,-7.064677493274212,0.10043346881866455,0.847079336643219,0.0039855656,,,
150000,True,,0.10033369,,,,,-0.004674460081878351,2.6587543983272695e-05,0.14184815819561256,0.062786865234375,8.533165899850427,90,0.9920610189437866,-7.057243344932795,0.08233779668807983,2.8524680137634277,0.003710784,-74.07787320000001,250.0,0.0
163840,0.41,803,0.10033369,188.91,203,10,-53.439363379999996,,,,,,,,,,,,,,
180224,0.38,805,0.15050054,183.36,223,11,-52.92205973000001,-0.005701680717356794,2.6587543983272695e-05,0.14184815819561256,0.064239501953125,7.166679743863642,100,0.9910902976989746,-7.052168038487435,0.1339198350906372,4.801904201507568,0.0038837332,,,
196608,0.45,802,0.30100107,178.67,245,12,-53.85302718999999,-0.00555000252352329,2.6587543983272695e-05,0.14184815819561256,0.06822509765625,7.15378416441381,110,0.9894326329231262,-7.045176613330841,0.11821877956390381,1.5340964794158936,0.0039275056,,,
200000,False,,0.30100107,,,,,-0.0026739830384030936,2.6587543983272695e-05,0.14184815819561256,0.04273681640625,9.855932519584893,120,0.9883719682693481,-7.0384057752788065,0.1487603783607483,2.0746891498565674,0.0029400638,-81.14279355000001,226.2,0.1
212992,0.35,788,0.30100107,202.5,270,13,-61.74427141,,,,,,,,,,,,,,
229376,0.39,790,0.40133476,198.09,290,14,-57.82565369000001,-0.004603146264435054,2.6587543983272695e-05,0.14184815819561256,0.05252685546875,6.3750659534707665,130,0.9868171811103821,-7.031971772015095,0.2517804503440857,2.5996875762939453,0.0035641803,,,
245760,0.43,793,0.40133476,182.17,309,15,-60.937064949999986,-0.004193650099841762,2.6587543983272695e-05,0.14184815819561256,0.063873291015625,6.973244483955204,140,0.9855003356933594,-7.024476840347051,0.21248042583465576,1.7250174283981323,0.0034406502,,,
