episode,total_reward,episode_length,is_success,curriculum_radius,consecutive_successes,final_joint_angles,target_pos
1,2434.280318,250,0,0.148790967464447,0,"[-0.28929448, 0.5323968 , 1.1923034 ,-0.56576926,-0.93453753]","[0.21328835,0.31087297,0.9182396 ]"
2,1967.168467,250,0,0.148790967464447,0,"[ 0.15030387, 0.76399684,-0.3007133 ,-0.21255787, 0.6725307 ]","[0.11294828,0.45341384,0.9440892 ]"
3,1292.876249,250,0,0.148790967464447,0,"[ 0.3217869 , 0.3584047 ,-1.737025  ,-0.84268695, 0.85276717]","[0.18517451,0.35677415,0.7262426 ]"
4,383.314266,21,1,0.148790967464447,1,"[-0.17134652, 1.1363156 ,-1.3884957 ,-0.9699841 ,-0.91339254]","[0.06187148,0.42833197,1.1131276 ]"
5,655.520862,49,1,0.148790967464447,1,"[ 0.09095564, 0.5837242 , 0.44038287,-0.5741341 , 1.1350617 ]","[0.31434745,0.3230122 ,0.8610048 ]"
6,1810.769978,250,0,0.148790967464447,0,"[-0.25065613, 0.18371494,-0.11476   ,-0.2803402 ,-1.1739006 ]","[0.23029302,0.35613513,1.0381931 ]"
7,2526.353564,250,0,0.148790967464447,0,"[ 0.2209313 , 0.91828454, 1.1066825 ,-1.1110988 , 0.85216147]","[-7.5086765e-04, 5.2461994e-01, 7.5931603e-01]"
8,1135.70279,250,0,0.148790967464447,0,"[-0.946576  , 1.3421934 , 0.41131467,-1.3614    ,-1.296874  ]","[0.12912121,0.01077148,1.2139475 ]"
9,2455.478621,250,0,0.148790967464447,0,"[ 0.35330695, 0.7464988 , 0.5939852 ,-0.85658586,-0.2225111 ]","[0.09102049,0.49145865,0.9672491 ]"
10,1507.211406,250,0,0.148790967464447,0,"[-1.6052558 , 1.436259  , 0.36005744,-1.1533122 ,-1.4223583 ]","[0.22160462,0.3809281 ,1.0945938 ]"
11,515.190677,31,1,0.148790967464447,1,"[-0.6291077, 0.0878235, 1.5159955,-0.8008642,-1.7078707]","[0.32192367,0.156978  ,0.9701187 ]"
12,1499.923639,250,0,0.148790967464447,0,"[ 1.8357003 , 0.24067582, 0.4991691 ,-0.71822476,-1.8105894 ]","[0.28069675,0.1928481 ,0.94296527]"
13,2504.36904,250,0,0.148790967464447,0,"[ 1.0683553 , 0.4030682 , 1.7022399 ,-0.35870004,-1.7239001 ]","[0.19002245,0.36951613,0.64405274]"
14,903.587014,250,0,0.148790967464447,0,"[ 1.1136756 , 1.0072163 , 1.864169  ,-0.17947954, 1.7739    ]","[-0.01803071, 0.29371953, 1.2902893 ]"
15,1113.377516,250,0,0.148790967464447,0,"[ 1.3729986 , 0.2332315 ,-1.23858   ,-0.0087    ,-0.99259907]","[0.28863314,0.07804537,0.8780005 ]"
16,2362.613207,250,0,0.148790967464447,0,"[ 1.9226842 , 0.82724714, 1.3856035 ,-0.40870005,-0.5512162 ]","[-0.12269391, 0.38485318, 0.5788971 ]"
17,1133.617281,250,0,0.148790967464447,0,"[ 1.0777394 , 1.3241608 , 2.0357    ,-0.00870001,-1.8239    ]","[0.15125494,0.11911211,0.57928383]"
18,2403.964974,250,0,0.148790967464447,0,"[ 0.15415731, 0.42679358, 1.8117218 ,-0.8973346 , 0.34418023]","[0.14359869,0.36851805,1.0224341 ]"
19,2138.601078,250,0,0.148790967464447,0,"[-1.3166099 , 0.6145582 ,-1.3383814 ,-0.88491946,-0.6656131 ]","[0.08878542,0.48704803,1.0928504 ]"
20,1269.419108,250,0,0.148790967464447,0,"[-1.7162856 , 0.13784933, 0.03680266,-1.2114002 ,-1.0117677 ]","[0.01755856,0.39766735,1.1359506 ]"
21,2244.241408,250,0,0.148790967464447,0,"[-0.17242374, 0.83208925,-0.40785313,-1.3114    , 0.7536328 ]","[-1.1170527e-03, 3.3363461e-01, 1.1760092e+00]"
22,1605.064313,250,0,0.148790967464447,0,"[ 2.0857    , 1.492387  , 1.277159  ,-0.94562495,-0.8045622 ]","[-0.28513876, 0.4262935 , 1.0055765 ]"
23,2210.858631,250,0,0.148790967464447,0,"[-1.4680014 , 1.5386924 , 0.98617   ,-0.04407487,-1.6436322 ]","[-0.07966455, 0.45607376, 1.1556138 ]"
24,1865.82784,250,0,0.148790967464447,0,"[-1.2743988 , 0.06364517,-1.8051853 ,-0.3086143 , 1.6239002 ]","[-0.14772655, 0.38651633, 1.0977184 ]"
25,1857.859693,250,0,0.148790967464447,0,"[-0.1311315, 0.734131 ,-1.6091521,-0.1587   , 1.129731 ]","[0.10255226,0.35523772,1.1430362 ]"
26,2341.080643,247,1,0.148790967464447,1,"[ 1.3414794, 0.2300146,-1.9492836,-1.0208018, 1.5739002]","[0.15441261,0.33727518,0.63872546]"
27,2211.113719,250,0,0.148790967464447,0,"[ 1.4146378 , 0.66085297, 0.98588115,-1.2114002 ,-1.515375  ]","[0.0396418,0.5034967,0.8349743]"
28,2312.556477,250,0,0.148790967464447,0,"[-0.37580395, 1.1108079 ,-0.7431404 ,-0.62831634,-0.7145465 ]","[-0.09321646, 0.3767996 , 1.0941175 ]"
