rollout/ep_rew_mean,rollout/success_rate,train/ent_coef,train/critic_loss,time/time_elapsed,train/actor_loss,rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/learning_rate,time/fps,time/episodes,eval/mean_ep_length,eval/success_rate,eval/mean_reward
803.58268225,0.0,1.4578984064428369e-06,12.767131805419922,16,-9.021147727966309,250.0,224,1000,9.693451151573797e-05,61,4,,,
1237.8699365,0.0,1.4578984064428369e-06,17.05341148376465,34,-47.56749725341797,250.0,474,2000,9.693451151573797e-05,58,8,,,
1069.4931875833333,0.08333333333333333,1.4578984064428369e-06,11.477426528930664,47,-87.51184844970703,230.58333333333334,666,2767,9.693451151573797e-05,58,12,,,
1128.8556340625,0.0625,1.4578984064428369e-06,6.272666931152344,65,-126.24272155761719,235.4375,916,3767,9.693451151573797e-05,57,16,,,
986.1516051000001,0.1,1.4578984064428369e-06,7.414841651916504,79,-150.3007354736328,225.9,1104,4518,9.693451151573797e-05,56,20,,,
913.2814462916667,0.125,1.4578984064428369e-06,8.834071159362793,93,-171.7171173095703,219.625,1292,5271,9.693451151573797e-05,56,24,,,
916.1677269642857,0.10714285714285714,1.4578984064428369e-06,106.51708984375,111,-200.63754272460938,223.96428571428572,1542,6271,9.693451151573797e-05,56,28,,,
896.9477510937501,0.09375,1.4578984064428369e-06,6.875082015991211,129,-226.4296417236328,227.21875,1792,7271,9.693451151573797e-05,56,32,,,
855.1332278055556,0.08333333333333333,1.4578984064428369e-06,6.437628746032715,147,-257.1834716796875,229.75,2042,8271,9.693451151573797e-05,56,36,,,
901.0558207500001,0.075,1.4578984064428369e-06,6.975062370300293,165,-299.38690185546875,231.775,2292,9271,9.693451151573797e-05,56,40,,,
971.2349572954546,0.06818181818181818,1.4578984064428369e-06,8.567215919494629,183,-340.1778564453125,233.4318181818182,2542,10271,9.693451151573797e-05,55,44,,,
952.6973583541667,0.08333333333333333,1.4578984064428369e-06,6.438321113586426,197,-371.1396789550781,229.75,2731,11028,9.693451151573797e-05,55,48,,,
941.8402924999999,0.09615384615384616,1.4578984064428369e-06,7.336927890777588,211,-396.0032958984375,226.51923076923077,2919,11779,9.693451151573797e-05,55,52,,,
949.2263974821428,0.08928571428571429,1.4578984064428369e-06,6.310023307800293,229,-425.8174743652344,228.19642857142858,3169,12779,9.693451151573797e-05,55,56,,,
1023.0056483000001,0.08333333333333333,1.4578984064428369e-06,502.3076477050781,247,-468.3063659667969,229.65,3419,13779,9.693451151573797e-05,55,60,,,
1009.62115059375,0.09375,1.4578984064428369e-06,7.49937629699707,261,-493.0466003417969,227.125,3608,14536,9.693451151573797e-05,55,64,,,
1042.8115328382355,0.08823529411764706,1.4578984064428369e-06,9.492925643920898,281,-523.5582275390625,228.47058823529412,3858,15536,9.693451151573797e-05,55,68,,,
1051.8548276805554,0.08333333333333333,1.4578984064428369e-06,802.9190063476562,299,-562.04931640625,229.66666666666666,4108,16536,9.693451151573797e-05,55,72,,,
1056.4540999210526,0.07894736842105263,1.4578984064428369e-06,10.09957504272461,318,-590.102294921875,230.73684210526315,4358,17536,9.693451151573797e-05,55,76,,,
1087.3412595125,0.075,1.4578984064428369e-06,10.963570594787598,337,-616.6121215820312,231.7,4608,18536,9.693451151573797e-05,54,80,,,
1090.2117320238096,0.07142857142857142,1.4578984064428369e-06,10.004661560058594,356,-651.790771484375,232.57142857142858,4858,19536,9.693451151573797e-05,54,84,,,
1103.1759677272728,0.06818181818181818,1.4578984064428369e-06,10.01853084564209,375,-683.662353515625,233.36363636363637,5108,20536,9.693451151573797e-05,54,88,,,
1108.7960437826086,0.06521739130434782,1.4578984064428369e-06,9.429506301879883,394,-706.580810546875,234.08695652173913,5358,21536,9.693451151573797e-05,54,92,,,
1123.9282044166666,0.0625,1.4578984064428369e-06,11.84587574005127,412,-726.8631591796875,234.75,5608,22536,9.693451151573797e-05,54,96,,,
1128.4445126700002,0.06,1.4578984064428369e-06,9.060478210449219,431,-771.927001953125,235.36,5858,23536,9.693451151573797e-05,54,100,,,
1149.09458296,0.06,1.4578984064428369e-06,8.989802360534668,450,-776.5661010742188,235.36,6108,24536,9.693451151573797e-05,54,104,,,
1120.57541838,0.06,1.4578984064428369e-06,10.592750549316406,469,-809.5990600585938,235.36,6358,25536,9.693451151573797e-05,54,108,,,
1163.45323052,0.05,1.4578984064428369e-06,9.93628215789795,489,-844.5250244140625,237.69,6608,26536,9.693451151573797e-05,54,112,,,
1165.2729969599998,0.05,1.4578984064428369e-06,11.466754913330078,508,-856.1046142578125,237.69,6858,27536,9.693451151573797e-05,54,116,,,
1207.8378711,0.04,1.4578984064428369e-06,9.038986206054688,527,-904.7598876953125,240.18,7108,28536,9.693451151573797e-05,54,120,,,
1255.14775031,0.03,1.4578984064428369e-06,12.076070785522461,546,-911.7227172851562,242.65,7358,29536,9.693451151573797e-05,54,124,,,
1288.38675246,0.03,1.4578984064428369e-06,11.339248657226562,565,-952.4140014648438,242.65,7608,30536,9.693451151573797e-05,53,128,,,
1305.0841532400002,0.03,1.4578984064428369e-06,14.218032836914062,585,-967.326171875,242.65,7858,31536,9.693451151573797e-05,53,132,,,
1322.3955536600001,0.03,1.4578984064428369e-06,11.824281692504883,604,-1019.2899169921875,242.65,8108,32536,9.693451151573797e-05,53,136,,,
1330.9125932399998,0.03,1.4578984064428369e-06,10.693397521972656,623,-997.1079711914062,242.65,8358,33536,9.693451151573797e-05,53,140,,,
1292.3379418099998,0.03,1.4578984064428369e-06,12.569415092468262,643,-1043.5,242.65,8608,34536,9.693451151573797e-05,53,144,,,
1286.33778548,0.02,1.4578984064428369e-06,107.7037353515625,663,-1078.6534423828125,245.08,8858,35536,9.693451151573797e-05,53,148,,,
1291.24848894,0.01,1.4578984064428369e-06,53.4385986328125,683,-1094.20849609375,247.57,9108,36536,9.693451151573797e-05,53,152,,,
1319.08175221,0.01,1.4578984064428369e-06,30.123884201049805,705,-1142.2901611328125,247.57,9358,37536,9.693451151573797e-05,53,156,,,
1313.18916832,0.01,1.4578984064428369e-06,27.540889739990234,725,-1144.808837890625,247.57,9608,38536,9.693451151573797e-05,53,160,,,
1328.9834349500002,0.0,1.4578984064428369e-06,24.413488388061523,745,-1168.152099609375,250.0,9858,39536,9.693451151573797e-05,53,164,,,
1286.0007309500002,0.0,1.4578984064428369e-06,17.009307861328125,768,-1224.058837890625,250.0,10108,40536,9.693451151573797e-05,52,168,,,
1302.35678704,0.0,1.4578984064428369e-06,19.539398193359375,789,-1244.5340576171875,250.0,10358,41536,9.693451151573797e-05,52,172,,,
1293.0828080400001,0.0,1.4578984064428369e-06,15.152776718139648,818,-1257.9993896484375,250.0,10608,42536,9.693451151573797e-05,51,176,,,
