#{"t_start": 1750435713.2216318, "env_id": "None"}
r,l,t
24.221533,52,1723.39079
27.876357,21,1723.484251
-184.731715,250,1724.718934
15.559066,26,1724.850913
9501,45,1724.33365
10.70501,91,1724.789364
3794,11,1722.077798
24.68589,42,1722.321171
-356.915874,250,1723.701381
25.063658,1,1723.711375
25.881701,19,1723.786934
-38.118827,240,1725.003486
22.082116,55,1725.28404
18.175933,21,1725.441489
20.463347,33,1725.649497
3722
22.66182,41,1722.212158
25.25069,48,1722.479419
23.94935,22,1722.606958
29.005691,25,1722.753543
30.073384,21,1722.897107
30.64016,22,1723.021802
22.841374,19,1723.153891
25.867955,6,1723.185497
-161.48241,250,1724.420304
27.371364,35,1724.59077
27.759375,39,1724.795336
24.501304,16,1724.886406
-26.238659,72,1725.240247
0.469545
22.955516,32,1720.736037
28.86918,42,1721.020867
26.943911,21,1721.140104
25-335.961986,250,1722.381912
20.101644,89,1722.9032
23.370891,12,1722.979092
-62.96954,250,1724.269982
-5.921604,45,1724.49447
22.761932,41,1724.687785
49,206,1723.829319
31.230979,17,1723.897183
29.331681,24,1724.018788
8.485778,50,1724.294428
-20.707662,250,1725.629015

3.765666,52,1721.892992
27.599279,35,1722.074453
-48.510358,96,1722.62262
-69.296449,84,1723.146442
26.001806,34,1723.33341
5.054489,65,1723.652166
-19.383923,250,1724.888894
13.971317,35,1725.075742
-1.809968,39,1725.266586
24.083858,45,1725.560546
18.93462,40,1725.805865
.26109
25.471765,23,1719.384924
-334.878973,250,1720.907765
2.167716,47,1721.220459
-4.992877,75,1721.668563
7.611838,92,1722.168384
30.557608,16,1722.254271
-10.226915,87,1722.736821
25.159631,37,1722.980799
-21.990074,250,1724.281626
-12.972819,119,1724.858578
14.639355,52,1725.140538
9.977857,38,1725.344803
27.383075,33,1725.561073
22.131572,26,1725.734066
27.916861,16,1725.813652
