episode,total_reward,episode_length,is_success,curriculum_radius,consecutive_successes,final_joint_angles,target_pos
32,1046.620883,99,1,0.148790967464447,1,"[-0.16117916, 0.63556904, 0.71564275,-0.6739684 ,-0.5004903 ]","[0.2959307 ,0.29985955,0.89177036]"
33,1627.796283,250,0,0.148790967464447,0,"[ 1.3930457 , 0.6142132 , 0.28114915,-1.3614    ,-1.1173754 ]","[-0.12510365, 0.34908116, 0.59466195]"
34,1389.426744,250,0,0.148790967464447,0,"[ 0.58193517, 0.9147955 ,-0.4061244 ,-1.3114    ,-0.5452314 ]","[-0.07981004, 0.56654054, 0.9415425 ]"
35,2167.050018,250,0,0.148790967464447,0,"[-0.03809546, 0.9346023 , 0.05177441,-0.3942868 ,-0.70596075]","[0.24945213,0.2466304 ,0.868838  ]"
36,2001.782189,250,0,0.148790967464447,0,"[-0.28737137, 0.0587    , 0.5389609 ,-0.77874607,-0.6967752 ]","[0.14980961,0.20913188,0.6424637 ]"
37,2511.110231,250,0,0.148790967464447,0,"[ 0.27450633, 1.1040996 ,-2.0357    ,-0.32555437,-0.9017212 ]","[0.00122327,0.56464946,0.9430405 ]"
38,1190.548901,250,0,0.148790967464447,0,"[-0.8766381 , 1.1743484 ,-0.19756138,-1.0233846 ,-0.40312213]","[-0.31361923, 0.4346212 , 0.962116  ]"
39,500.81311,31,1,0.148790967464447,1,"[ 0.4842744 , 0.8447976 ,-0.66079015,-0.5177237 , 1.5487955 ]","[0.22308657,0.42172804,0.83962804]"
40,1772.202892,250,0,0.148790967464447,0,"[-0.20965917, 1.0594339 , 0.83488125,-0.05870001,-0.49571812]","[0.25794375,0.3433143 ,0.9722952 ]"
41,1690.159983,250,0,0.148790967464447,0,"[-0.2587711 , 0.36544234, 1.9256655 ,-1.1614002 ,-1.257677  ]","[0.07375431,0.47549438,1.063974  ]"
42,932.674675,250,0,0.148790967464447,0,"[ 0.16489567, 0.14555356,-1.2440559 ,-1.0841676 , 0.72100353]","[0.09271488,0.5077114 ,0.84013295]"
43,2370.06004,250,0,0.148790967464447,0,"[-1.2467736, 1.1773282, 0.4976874,-0.8114003,-1.4498515]","[-0.20474786, 0.4140301 , 1.1340477 ]"
44,1290.438475,250,0,0.148790967464447,0,"[-0.50383496, 1.5120001 , 2.0357    ,-0.84655017, 1.7739    ]","[-0.00705324, 0.1990981 , 1.2488155 ]"
45,1444.009344,250,0,0.148790967464447,0,"[-0.75851846, 0.32558632, 1.7219236 ,-0.10870001, 1.1715195 ]","[0.13749948,0.4283507 ,0.87711537]"
46,1888.234245,172,1,0.148790967464447,1,"[-1.5244741 , 0.35870004, 0.00807011,-0.5206783 , 0.9773677 ]","[-0.04590228, 0.24416018, 1.2937582 ]"
47,2191.030419,250,0,0.148790967464447,0,"[-0.5210852 , 1.205457  , 0.43338162,-1.0748994 ,-1.4998454 ]","[0.13709134,0.4681158 ,0.8984051 ]"
48,484.047946,28,1,0.148790967464447,1,"[-1.2497417 , 0.55781364,-0.86657435,-0.5824304 ,-1.198195  ]","[-0.04160738, 0.29931   , 1.2707723 ]"
49,2284.528077,250,0,0.148790967464447,0,"[ 1.3953261 , 0.53196895,-1.0080659 ,-1.1724436 ,-1.1185708 ]","[-0.01390873, 0.18172903, 0.49679115]"
50,206.718623,8,1,0.148790967464447,1,"[-1.3983767 , 0.61488736,-1.5117049 ,-0.0087    , 1.1633646 ]","[0.05009658,0.4019543 ,1.20633   ]"
51,1518.838436,250,0,0.148790967464447,0,"[-0.27322808, 1.0882932 ,-1.7279785 ,-0.35722035, 1.0706646 ]","[-0.01005844, 0.34421095, 1.2660538 ]"
52,2182.086496,250,0,0.148790967464447,0,"[ 0.5402326, 0.6230277,-1.7357004,-0.8597233,-0.2051173]","[0.12157478,0.44690955,0.77153224]"
53,2416.306041,250,0,0.148790967464447,0,"[ 0.71464115, 0.58268017,-1.4574872 ,-1.0098336 , 1.2620618 ]","[0.23695397,0.36972678,1.0151801 ]"
54,2791.824227,250,0,0.148790967464447,0,"[ 0.62512195, 1.3498312 ,-1.6859207 ,-1.308213  , 0.49084157]","[0.16941273,0.44385982,1.0039622 ]"
55,1926.859965,250,0,0.148790967464447,0,"[ 1.2181463 , 1.246587  ,-1.4894453 ,-0.08927029, 0.3247812 ]","[-0.01373487, 0.13578486, 0.5035228 ]"
56,2099.02211,250,0,0.148790967464447,0,"[ 1.2651234 , 0.29471958,-1.1414499 ,-1.0526428 ,-1.3115969 ]","[0.19789064,0.21491721,0.62940013]"
57,1374.873166,250,0,0.148790967464447,0,"[ 0.8935035 , 1.4620001 , 0.27787188,-1.3370454 ,-0.99690586]","[-0.26324636, 0.36055633, 0.62800837]"
58,753.91526,64,1,0.148790967464447,1,"[-1.105     , 1.5435334 ,-0.29434663,-0.41089967,-0.12681054]","[-0.04562715, 0.53410697, 0.96253043]"
59,1000.220218,250,0,0.148790967464447,0,"[-1.1069286, 1.1848881, 1.246419 ,-0.3980954,-1.1669334]","[-0.19428886, 0.25222802, 1.1744252 ]"
60,1803.688231,250,0,0.148790967464447,0,"[ 0.71915764, 1.2944047 , 0.8444903 ,-1.2614001 , 0.89001393]","[0.19218923,0.22268464,0.6480609 ]"
61,1273.997975,250,0,0.148790967464447,0,"[-0.01760116, 0.67316574,-1.3130647 ,-0.5087001 ,-0.4159134 ]","[0.25695848,0.15885726,1.1105509 ]"
62,2451.703466,250,0,0.148790967464447,0,"[ 0.10344143, 0.1587    ,-0.33559042,-1.2301397 ,-0.05863258]","[0.32224822,0.21232173,0.9847836 ]"
63,2517.378213,250,0,0.148790967464447,0,"[ 0.5605035 , 1.3692462 ,-1.7172761 ,-0.29322255,-1.6739001 ]","[0.1942383 ,0.40610754,0.9655067 ]"
64,1835.389542,250,0,0.148790967464447,0,"[-0.8375983 , 0.43373543,-0.7604505 ,-0.48751068,-0.8269643 ]","[-0.25858888, 0.40730226, 1.1071253 ]"
65,2205.18704,250,0,0.148790967464447,0,"[-0.5133822 , 0.9998826 ,-1.0976262 ,-0.20870002, 0.184728  ]","[0.24552909,0.18239506,1.1301821 ]"
66,1877.337459,250,0,0.148790967464447,0,"[ 0.01273252, 1.2693334 , 0.24727975,-0.51743394,-1.4469501 ]","[-0.04851181, 0.36705315, 0.6024705 ]"
67,2362.825918,250,0,0.148790967464447,0,"[-1.8044641 , 1.2120004 , 1.1939535 ,-0.32630867,-1.5816702 ]","[-0.03489072, 0.5567876 , 0.8573204 ]"
68,1856.6908,250,0,0.148790967464447,0,"[ 0.16637188, 1.3942746 , 0.90949225,-0.30570722,-1.6126775 ]","[-0.07357632, 0.404245  , 0.68590736]"
69,1659.463,250,0,0.148790967464447,0,"[-2.0857    , 0.7995615 , 0.4754002 ,-0.10870002,-0.4358191 ]","[0.15432644,0.44622988,0.9461877 ]"
70,1182.0725,250,0,0.148790967464447,0,"[-1.1734947 , 0.23636635, 0.50476104,-0.0587    ,-0.12179385]","[0.2889199 ,0.11867751,0.7238163 ]"
71,2586.696552,250,0,0.148790967464447,0,"[-0.60492367, 0.8159961 ,-0.59431237,-0.68922704,-0.7587097 ]","[0.06608567,0.40098992,1.0954268 ]"
72,1274.23667,250,0,0.148790967464447,0,"[-0.28974724, 0.12649842,-0.62325495,-0.8183093 ,-1.8239    ]","[0.32381353,0.21938147,0.9932424 ]"
73,1242.185226,250,0,0.148790967464447,0,"[-1.9048889 , 0.582658  ,-1.8678248 ,-0.64184016, 0.36081535]","[-0.32325545, 0.342775  , 1.1075498 ]"
74,2481.189374,250,0,0.148790967464447,0,"[ 0.5686853, 1.1266797, 1.8054835,-0.7614003, 0.6890273]","[-0.223367  , 0.38694367, 0.7058724 ]"
75,2516.742815,250,0,0.148790967464447,0,"[ 1.1276958 , 0.43132442, 0.6516433 ,-1.2018224 ,-1.1145965 ]","[-0.12717876, 0.13447037, 0.61912817]"
76,515.575112,31,1,0.148790967464447,1,"[-1.0147123 , 0.8758259 , 1.7561903 ,-0.11668701,-0.39343062]","[0.08191299,0.4606762 ,1.1173149 ]"
77,2059.839546,250,0,0.148790967464447,0,"[-1.4547557 , 0.38933408,-1.4798894 ,-1.0780071 , 0.36271086]","[-0.21369094, 0.12805083, 1.2294638 ]"
78,2556.97234,250,0,0.148790967464447,0,"[ 0.61660707, 0.83719736,-0.38829076,-0.6503123 , 0.22773485]","[-0.03942188, 0.2875022 , 0.6037897 ]"
79,2127.529296,250,0,0.148790967464447,0,"[ 0.32130817, 0.91739476, 0.702201  ,-0.8330426 ,-1.5287505 ]","[0.18001509,0.24061964,0.6293816 ]"
80,2629.976265,250,0,0.148790967464447,0,"[ 0.6536277 , 1.0141011 , 2.0857    ,-1.0114003 ,-0.33624157]","[0.00923424,0.43289015,0.69096076]"
81,1905.246805,250,0,0.148790967464447,0,"[-1.0707794 , 0.05870001,-1.8786877 ,-0.35870004, 0.64834774]","[-0.05746939, 0.14661957, 1.2824179 ]"
82,1579.538691,250,0,0.148790967464447,0,"[-0.14239071, 1.3607454 ,-0.08466825,-1.0614003 , 0.35128877]","[0.29168758,0.26536256,0.78524536]"
83,1348.566017,250,0,0.148790967464447,0,"[-0.49607152, 0.0087    ,-1.0702    ,-0.13288741,-1.747037  ]","[0.23357233,0.27777082,0.7131695 ]"
84,2507.688176,250,0,0.148790967464447,0,"[ 1.1144653e-03, 7.0870012e-01,-1.5742487e+00,-5.8700006e-02,
 -1.5625972e+00]","[0.22184743,0.0481494 ,1.0653827 ]"
85,2322.636671,250,0,0.148790967464447,0,"[-0.19954333, 1.461833  , 1.9127748 ,-1.1614002 , 0.32143524]","[0.17256631,0.39698482,0.7395726 ]"
86,2007.414297,250,0,0.148790967464447,0,"[ 1.9357002 , 0.56259197, 0.78294915,-0.8960791 ,-0.7769719 ]","[0.01007748,0.24169633,0.51679265]"
87,1497.678023,250,0,0.148790967464447,0,"[ 0.61982864, 0.35870004,-0.39785224,-0.43401682,-0.529522  ]","[0.22734106,0.04851509,0.7871131 ]"
88,2377.101709,250,0,0.148790967464447,0,"[-0.1024823 , 0.83256114, 0.43092048,-0.31690997,-1.8239    ]","[0.01825964,0.4789667 ,0.7748528 ]"
89,2141.954705,250,0,0.148790967464447,0,"[-0.518787  , 0.40110582, 0.9404161 ,-0.943035  , 0.7492619 ]","[0.32511213,0.26999953,0.9865487 ]"
90,2173.358189,250,0,0.148790967464447,0,"[-1.7196846e+00, 3.2187194e-01,-1.0002926e-03,-2.3112010e-02,
  3.0588370e-02]","[-0.01763294, 0.477451  , 1.1035769 ]"
91,854.41867,250,0,0.148790967464447,0,"[ 1.1789852 , 0.00870002,-0.91619426,-1.1936874 ,-1.0293595 ]","[-0.03674734, 0.5427915 , 0.9482786 ]"
92,1249.41107,250,0,0.148790967464447,0,"[-0.63682365, 0.07869795, 0.3845573 ,-1.0476443 ,-1.3454081 ]","[0.13740018,0.34306547,1.1492938 ]"
93,1801.832318,134,1,0.148790967464447,1,"[-1.8086472 , 1.2112026 , 1.8799512 ,-0.6210154 ,-0.24178351]","[0.02415296,0.5081876 ,0.9940778 ]"
94,2073.606083,250,0,0.148790967464447,0,"[ 0.9099714, 1.1120005, 1.0918763,-1.2114002, 1.3304236]","[-0.04293858, 0.5297631 , 0.8298683 ]"
95,2693.540346,250,0,0.148790967464447,0,"[-0.8438151 , 1.562     , 2.0357    ,-0.10870001,-1.0291556 ]","[0.12426762,0.46746778,0.9403973 ]"
96,399.906541,26,1,0.148790967464447,1,"[-1.1643943, 0.0587   , 2.0857   ,-1.0614003, 1.5791608]","[0.204896 ,0.2330257,1.1582875]"
97,1295.176793,250,0,0.148790967464447,0,"[ 0.12089472, 0.7219396 , 0.67214596,-0.60777646,-1.2259463 ]","[0.02644526,0.3601803 ,1.1810284 ]"
98,1526.650141,250,0,0.148790967464447,0,"[ 1.0714697 , 1.1439143 , 1.2655149 ,-0.1370975 ,-0.12564997]","[0.02601343,0.04071853,0.5191051 ]"
99,1722.241395,250,0,0.148790967464447,0,"[ 0.15171987, 0.9760631 , 1.4182055 ,-0.83548456,-0.20829628]","[0.29448727,0.22302209,0.8822923 ]"
100,1747.168902,250,0,0.148790967464447,0,"[ 0.8086618 , 0.0087    ,-1.640708  ,-0.35870004,-1.5523431 ]","[-0.03437553, 0.3156159 , 0.52936876]"
101,1447.159357,250,0,0.148790967464447,0,"[-1.006988  , 0.44784245, 1.5359342 ,-0.47700542,-1.030442  ]","[0.2476548 ,0.37123087,0.9697309 ]"
102,1205.654297,250,0,0.148790967464447,0,"[-0.23546328, 0.61002916,-1.9483441 ,-0.05870001,-1.8239    ]","[-0.02766543, 0.33911172, 1.1901768 ]"
103,2174.394954,250,0,0.148790967464447,0,"[ 0.4812872 , 0.0087    ,-2.0788958 ,-0.18597598,-1.3756777 ]","[0.26396734,0.33652565,1.0052139 ]"
104,1871.237922,250,0,0.148790967464447,0,"[-0.8606487 , 1.3235425 , 1.4652362 ,-0.29471043,-0.6094245 ]","[-0.13380577, 0.40048173, 1.1082875 ]"
105,1101.886001,250,0,0.148790967464447,0,"[ 0.6552343 , 0.00870001,-1.6532661 ,-0.5105669 ,-0.3687461 ]","[-0.0881477 , 0.52332217, 0.792095  ]"
106,2050.294971,250,0,0.148790967464447,0,"[-0.84537053, 1.2982605 , 1.060297  ,-0.05870001,-1.1638613 ]","[0.19897214,0.48308337,0.9387489 ]"
107,1125.408267,250,0,0.148790967464447,0,"[ 0.18621267, 0.27761328,-1.4780642 ,-1.0735883 ,-0.8371644 ]","[-0.11124808, 0.56247425, 0.82957584]"
108,1629.142101,250,0,0.148790967464447,0,"[-1.207175  , 1.1120005 , 1.4857006 ,-0.5458165 ,-0.49970943]","[0.18993293,0.3478614 ,0.93759316]"
109,1902.653571,250,0,0.148790967464447,0,"[-0.8927105 , 1.2466481 , 1.951088  ,-0.42433125,-0.9310038 ]","[0.13297778,0.4683171 ,0.72628284]"
110,1507.242031,250,0,0.148790967464447,0,"[ 0.4896127 , 0.83176863, 0.64225054,-0.00870001, 0.36456668]","[-0.10825408, 0.3598618 , 0.6203437 ]"
111,2526.891981,250,0,0.148790967464447,0,"[-0.4529728, 1.3120003, 0.2942006,-0.7783689,-1.6864959]","[0.16149786,0.4423878 ,1.041524  ]"
112,2182.276999,250,0,0.148790967464447,0,"[-1.5191969 , 1.2620003 , 0.2994271 ,-0.3362679 ,-0.63662237]","[-0.16641079, 0.5115378 , 0.9542297 ]"
113,1122.497743,250,0,0.148790967464447,0,"[-0.79279786, 0.8110491 , 0.3542413 ,-0.1587    , 0.2283238 ]","[0.19513738,0.15643464,1.1592871 ]"
114,1981.020754,250,0,0.148790967464447,0,"[ 0.9370331 , 0.7582242 ,-0.74465674,-0.45870006,-1.5201854 ]","[-0.01800199, 0.5481095 , 0.79161805]"
115,1133.32644,250,0,0.148790967464447,0,"[-0.06373739, 1.4434383 ,-0.12197149,-0.6418785 ,-0.408338  ]","[-0.10104364, 0.53152794, 0.7546344 ]"
116,2281.21496,250,0,0.148790967464447,0,"[-0.14754005, 1.216619  ,-1.517785  ,-0.10870001,-0.97755456]","[-0.0421776 , 0.47444022, 1.100702  ]"
117,2824.820078,250,0,0.148790967464447,0,"[ 0.7293998 , 1.562     , 0.67343736,-0.52128786,-0.9857058 ]","[-0.03465968, 0.48544803, 0.67411876]"
118,131.293909,2,1,0.148790967464447,1,"[ 1.3075901 , 0.1318036 ,-1.3760934 ,-0.0671387 , 0.67528814]","[0.02660971,0.2284015 ,0.51951355]"
119,1405.226061,250,0,0.148790967464447,0,"[-0.6141797 , 0.24703343,-0.8056655 ,-0.67368954,-1.7127423 ]","[-0.31165197, 0.31197298, 1.159011  ]"
120,1002.601307,250,0,0.148790967464447,0,"[ 0.55144715, 0.85031164,-1.0385244 ,-0.0087    ,-0.10959707]","[-0.05633171, 0.25967297, 0.5803732 ]"
121,1786.711452,250,0,0.148790967464447,0,"[-0.8672138 , 1.258329  , 1.452968  ,-0.0587    ,-0.36087668]","[0.10126425,0.42053792,1.1690718 ]"
122,2339.868002,250,0,0.148790967464447,0,"[-0.3453129 , 0.85784596,-0.26408565,-0.27416986,-0.39691892]","[0.10302065,0.18300249,1.2261609 ]"
123,2776.162155,250,0,0.148790967464447,0,"[-1.3180959 , 1.5120001 ,-0.16829878,-0.05870001,-0.7161719 ]","[-0.10898641, 0.5376473 , 0.9597497 ]"
124,1690.586339,150,1,0.148790967464447,1,"[-0.6235373 , 1.3777916 , 0.85857296,-0.0087    ,-0.14017032]","[-0.02394055, 0.5550655 , 0.9258511 ]"
125,1772.697263,250,0,0.148790967464447,0,"[-0.7693376 , 1.3787105 , 0.90560985,-0.11883998, 0.03800918]","[0.0520876,0.4479648,1.1396991]"
126,1070.502967,96,1,0.148790967464447,1,"[-1.6872336, 0.0087   , 1.9038038,-0.7018508,-1.2891116]","[0.03166092,0.20563322,1.2538369 ]"
127,1123.060321,101,1,0.148790967464447,1,"[-2.0857   , 0.7460905,-1.8203715,-0.6528144,-1.5324168]","[-0.2733984 , 0.45501518, 1.0355446 ]"
128,1264.209362,250,0,0.148790967464447,0,"[-0.20029514, 1.194157  ,-1.2497257 ,-0.20870002,-0.83370876]","[0.07166304,0.37480003,0.6762871 ]"
129,1703.713801,250,0,0.148790967464447,0,"[-0.41881615, 1.562     , 1.3888718 ,-0.32048988,-1.5244942 ]","[0.1850876,0.3413877,0.6283826]"
130,2413.499209,250,0,0.148790967464447,0,"[ 0.9701577 , 1.4620001 , 0.13022055,-0.50915784,-0.8627438 ]","[-0.1185972 , 0.53579   , 0.84550273]"
131,914.163901,250,0,0.148790967464447,0,"[ 0.49453706, 1.2689891 , 0.5091084 ,-0.480624  ,-0.81978256]","[0.29260647,0.24259968,1.0650002 ]"
132,2150.691298,250,0,0.148790967464447,0,"[-0.16240153, 0.35411182,-0.8280884 ,-0.65140957,-1.8239    ]","[0.20319465,0.28304195,1.164548  ]"
133,1543.437918,214,1,0.148790967464447,1,"[ 0.11628972, 1.1131928 , 0.03390727,-0.12528558,-0.99026674]","[0.11660623,0.49889973,0.88725644]"
134,1607.049979,250,0,0.148790967464447,0,"[-0.34385782, 1.4120002 , 2.0857    ,-0.46625286, 0.26707292]","[0.24512084,0.41312817,1.0100155 ]"
135,1985.933173,250,0,0.148790967464447,0,"[-1.3595169 , 0.05870001, 1.175589  ,-0.1587    , 0.4869547 ]","[0.02771848,0.32818764,1.1482182 ]"
136,942.204188,72,1,0.148790967464447,1,"[ 1.1062697 , 0.36696184, 0.05694401,-0.5576721 ,-0.44597936]","[0.09544945,0.18990792,0.5473062 ]"
137,1628.83208,250,0,0.148790967464447,0,"[ 1.4948845 , 0.2507859 ,-0.8379574 ,-0.22828157,-1.3844997 ]","[-0.22678122, 0.37368938, 0.6063435 ]"
138,2265.781974,250,0,0.148790967464447,0,"[-1.5716462 , 1.0597332 ,-1.7513205 ,-0.05870001,-0.8420152 ]","[-0.12682647, 0.38525045, 1.1271516 ]"
139,1635.990748,117,1,0.148790967464447,1,"[-2.0357    , 1.2385664 ,-0.5312305 ,-0.10294802,-0.6538899 ]","[-0.12332612, 0.5432707 , 1.031586  ]"
140,1629.08342,250,0,0.148790967464447,0,"[-0.6720842 , 0.96708673, 0.6738417 ,-0.34097382,-0.2886412 ]","[-0.1575093 , 0.39311016, 0.7185858 ]"
141,1918.696066,250,0,0.148790967464447,0,"[ 0.07847546, 1.562     , 1.1818525 ,-0.7911652 ,-0.7321211 ]","[-0.25553647, 0.46957654, 0.86330044]"
142,1190.070754,250,0,0.148790967464447,0,"[-1.1703162 , 0.02084171,-1.0414014 ,-0.51561224,-0.7530011 ]","[-0.01116864, 0.41236508, 1.0994068 ]"
143,1318.426149,250,0,0.148790967464447,0,"[-0.95993227, 1.3734372 , 1.8357003 ,-0.10870002,-0.08049241]","[-0.24896173, 0.33116457, 1.2130368 ]"
144,989.107179,250,0,0.148790967464447,0,"[-0.39267182, 1.04648   , 1.5500484 ,-0.6604121 , 0.7252959 ]","[-0.14897057, 0.2747102 , 0.55821836]"
145,115.601471,1,1,0.148790967464447,1,"[ 1.1979489 , 1.0435001 ,-0.9843484 ,-0.45993304,-1.0579574 ]","[0.12272687,0.4644158 ,0.7338764 ]"
146,1672.199693,250,0,0.148790967464447,0,"[ 0.46788847, 1.3198388 , 1.9357002 ,-0.92277527,-0.6331392 ]","[0.18192989,0.35167047,0.9237345 ]"
147,2185.139869,250,0,0.148790967464447,0,"[-0.75625855, 0.7103157 ,-0.37306422,-0.0087    ,-0.25086248]","[0.13741812,0.3117527 ,1.1447848 ]"
148,1710.596006,250,0,0.148790967464447,0,"[-0.47143012, 0.28353557, 0.11457388,-0.91950184,-0.5980852 ]","[0.1146853 ,0.40759143,0.99948853]"
149,1431.59333,250,0,0.148790967464447,0,"[ 0.5240741 , 0.9521367 ,-0.066948  ,-0.32311016,-0.4849612 ]","[0.29172596,0.27997333,0.87658113]"
150,1012.041531,250,0,0.148790967464447,0,"[ 0.54038584, 1.1997356 ,-0.16133802,-0.19576135,-0.86179346]","[0.35146546,0.17815594,1.0032389 ]"
151,2354.077483,250,0,0.148790967464447,0,"[ 0.23223083, 0.57659835, 0.76344085,-0.8651039 ,-1.6239002 ]","[0.21426578,0.20377967,0.66332954]"
152,977.646259,250,0,0.148790967464447,0,"[ 0.712789  , 0.5530163 ,-0.9442972 ,-0.40870005,-0.78791803]","[-0.14417288, 0.25759196, 0.5552216 ]"
153,1939.83473,250,0,0.148790967464447,0,"[ 0.53279006, 0.72329545,-0.27007774,-0.22052534,-0.32287934]","[0.25039905,0.38336065,0.8564452 ]"
154,1911.207757,250,0,0.148790967464447,0,"[-0.29429916, 1.2215806 , 1.973805  ,-1.1484752 , 1.4276178 ]","[-0.10264478, 0.4434797 , 0.64985996]"
155,1931.507266,250,0,0.148790967464447,0,"[ 0.06943585, 0.92626005, 1.7153752 ,-1.1403471 ,-0.45022672]","[0.12996697,0.14729843,0.6022589 ]"
156,1231.225979,250,0,0.148790967464447,0,"[-1.0273303 , 0.6728485 , 1.7035923 ,-0.10870001,-0.4794948 ]","[0.246737  ,0.10687754,0.7625714 ]"
157,460.572976,25,1,0.148790967464447,1,"[-0.13603455, 1.240135  ,-0.26265836,-0.48506385,-1.5000705 ]","[0.1221109 ,0.47048008,0.9723825 ]"
