#{"t_start": 1749308597.1827896, "env_id": "None"}
r,l,t
1646.254107,250,5.862385
1781.393764,250,8.094948
2480.830861,213,10.250237
1172.546145,90,11.183339
2101.543113,250,13.325974
1381.471356,250,15.581511
1134.768832,250,17.84695
1380.667297,250,19.986427
2541.244218,250,22.175941
2122.35867,174,23.555835
1460.337548,250,25.781223
1010.200115,250,28.553382
1298.287349,250,30.922989
363.831235,21,31.050236
2578.760399,250,33.190355
1064.672316,250,35.501579
1395.463355,250,37.650801
1595.585114,250,39.801809
1730.529226,250,42.007315
197.940262,7,42.066804
1400.609481,250,44.333731
1284.049693,250,46.652893
1991.179691,250,48.844405
846.120376,250,51.890098
2263.979978,250,54.34542
2657.4262,250,56.349321
2000.97406,152,58.012962
1744.552926,250,60.472378
1548.498605,250,62.74404
1163.784396,129,63.912578
741.069394,250,66.106565
1046.620883,99,66.816746
1627.796283,250,69.022774
1389.426744,250,71.287858
2167.050018,250,73.504022
2001.782189,250,75.689055
2511.110231,250,78.070184
1190.548901,250,80.406252
500.81311,31,80.654058
1772.202892,250,82.814664
1690.159983,250,85.064638
932.674675,250,87.552577
2370.06004,250,91.094043
1290.438475,250,93.333663
1444.009344,250,95.886322
1888.234245,172,97.637334
2191.030419,250,99.905186
484.047946,28,100.095942
2284.528077,250,102.348909
206.718623,8,102.396306
1518.838436,250,104.679544
2182.086496,250,107.22608
2416.306041,250,109.493263
2791.824227,250,111.96616
1926.859965,250,114.261437
2099.02211,250,116.636366
1374.873166,250,119.343223
753.91526,64,120.121086
1000.220218,250,122.753494
1803.688231,250,125.168019
1273.997975,250,127.537782
2451.703466,250,129.651169
2517.378213,250,132.026563
1835.389542,250,134.460128
2205.18704,250,136.955595
1877.337459,250,139.279324
2362.825918,250,141.636151
1856.6908,250,144.113266
1659.463,250,146.48368
1182.0725,250,149.000564
2586.696552,250,151.550987
1274.23667,250,153.97691
1242.185226,250,156.726884
2481.189374,250,159.091635
2516.742815,250,161.542674
515.575112,31,161.752004
2059.839546,250,164.108853
2556.97234,250,166.629005
2127.529296,250,170.19057
2629.976265,250,173.627409
1905.246805,250,176.008814
1579.538691,250,178.432639
1348.566017,250,181.291286
2507.688176,250,183.898355
2322.636671,250,186.292484
2007.414297,250,188.75405
1497.678023,250,191.15619
2377.101709,250,193.486141
2141.954705,250,195.833493
2173.358189,250,198.332082
854.41867,250,200.686073
1249.41107,250,203.058954
1801.832318,134,204.277369
2073.606083,250,206.738132
2693.540346,250,209.481256
399.906541,26,210.055565
1295.176793,250,212.2407
1526.650141,250,214.62598
1722.241395,250,217.162686
1747.168902,250,219.579319
1447.159357,250,221.985079
1205.654297,250,224.498275
2174.394954,250,227.136943
1871.237922,250,229.570515
1101.886001,250,232.225442
2050.294971,250,234.645111
1125.408267,250,237.046067
1629.142101,250,239.828471
1902.653571,250,242.431207
1507.242031,250,245.018877
2526.891981,250,247.438199
2182.276999,250,249.870229
1122.497743,250,252.397735
1981.020754,250,254.826403
1133.32644,250,257.476177
2281.21496,250,260.046355
2824.820078,250,262.528308
131.293909,2,262.555362
1405.226061,250,265.061742
1002.601307,250,267.334748
1786.711452,250,270.403919
2339.868002,250,273.413483
2776.162155,250,276.46282
1690.586339,150,279.007139
1772.697263,250,282.931122
1070.502967,96,284.316111
1123.060321,101,286.242676
1264.209362,250,290.265937
1703.713801,250,293.988594
2413.499209,250,297.603403
914.163901,250,301.485411
2150.691298,250,305.092722
1543.437918,214,307.932172
1607.049979,250,311.753687
1985.933173,250,315.326004
942.204188,72,316.619088
1628.83208,250,320.325444
2265.781974,250,324.200348
1635.990748,117,325.939378
1629.08342,250,329.749101
1918.696066,250,333.442748
1190.070754,250,337.347046
1318.426149,250,340.857208
989.107179,250,343.736666
115.601471,1,343.765967
1672.199693,250,347.199201
2185.139869,250,350.710632
1710.596006,250,354.301259
1431.59333,250,357.951044
1012.041531,250,361.327761
2354.077483,250,365.313164
977.646259,250,368.955023
1939.83473,250,372.2665
1911.207757,250,375.714215
1931.507266,250,379.586828
1231.225979,250,383.15809
460.572976,25,383.473389
160.140163,4,383.535692
1880.158886,250,387.323483
1386.234981,250,390.857337
2649.613231,250,394.57712
575.046468,42,395.069287
2888.632187,250,398.748746
115.358055,1,398.764889
1218.27335,250,402.453637
1677.647844,250,406.175419
2137.63775,250,410.439534
2895.330916,250,414.362172
2167.061228,250,418.301537
2015.957797,250,421.633902
1939.702331,250,424.953019
1452.017306,250,428.914572
1536.262208,250,432.369045
1028.518239,250,437.068259
2441.099806,250,440.713658
2020.9143,250,444.182478
1063.842137,250,447.598262
226.625457,9,447.724726
2267.418374,250,451.450689
1793.441583,250,455.12641
158.904286,4,455.192479
1723.970411,250,459.628916
2061.653619,250,463.266566
235.459646,10,463.377541
1697.166428,250,467.318105
2220.955721,250,471.044529
1506.944868,250,475.002082
1916.230019,250,478.3251
1903.185143,250,481.617527
1851.424209,250,485.728865
1108.234728,250,489.185516
2296.556132,250,492.587395
1242.675254,250,496.262228
1720.926489,250,500.027337
1539.199859,250,504.086359
1913.549255,250,507.945627
2169.440549,250,511.957947
2113.417415,250,516.169939
1352.725451,250,523.506651
2307.236922,250,527.052341
2191.567135,250,530.526752
2511.9182,250,533.907882
1750.502758,250,536.951424
1576.041054,250,539.815423
304.363056,16,539.99527
2777.172673,250,543.052911
2270.176314,250,545.878206
1136.662098,250,548.817253
2477.175612,250,551.862563
2059.869287,250,554.769365
1905.966413,250,557.796225
848.375608,250,560.92435
2548.024095,250,563.991785
173.645437,5,564.067305
2039.178442,250,567.023984
2176.205008,250,569.769425
1555.814361,250,573.035312
2310.364368,250,576.272333
702.116758,45,576.91101
2402.50883,250,580.385375
1400.348929,250,584.308032
2167.017543,250,588.167209
1235.713084,250,591.892005
2520.551105,250,595.326623
2145.196824,250,600.337654
2118.37168,250,604.680595
1387.821094,250,608.171592
1066.646042,250,611.756793
1862.356805,250,615.072472
1934.094953,250,618.043314
933.674364,77,619.070005
994.159458,250,621.913423
1947.131614,250,625.201264
2043.295009,250,629.244928
2674.768224,250,633.079929
2323.387928,250,635.977153
1853.032108,250,638.838966
1875.467969,250,641.441399
1009.505303,250,644.680138
1919.700067,250,647.645506
1184.112988,98,648.868988
1334.659416,250,651.677438
301.157692,16,651.82075
1310.765551,250,654.822646
679.039971,250,657.811903
1621.038414,250,660.729506
1675.936773,250,663.694981
1801.169463,250,666.497415
2293.2073,250,669.304921
2445.012296,250,672.182935
1938.931441,250,675.467931
1953.333506,250,678.413542
1704.33633,250,681.258797
1502.487635,250,684.2326
1944.091842,250,687.077077
1074.977319,91,687.977775
2232.082857,250,691.076023
1070.843705,94,692.161203
2550.054551,250,695.458428
2079.055994,250,698.317303
1613.217656,250,701.240568
1182.739298,250,704.341903
2802.447624,250,707.592963
1392.850538,250,710.527042
1578.90259,250,713.384785
1819.068503,250,716.226745
1686.744734,250,719.249006
1866.272239,250,722.22794
460.932226,37,722.596241
1425.323976,250,725.517766
2316.329628,250,728.84662
892.67286,77,729.668336
1832.591151,250,732.638939
1741.058612,250,735.898531
1648.812719,250,738.918979
1524.2106,250,742.01885
2063.212691,250,744.89531
386.400624,20,745.085241
2208.656039,250,748.387606
1873.337258,250,751.473018
2078.281646,250,754.463506
1958.380984,250,757.377404
273.974437,12,757.489243
1625.119128,250,760.489381
1208.36213,250,763.521458
2092.619875,250,767.128335
1166.621939,250,770.104337
2255.820094,250,773.066274
1569.651713,250,776.043181
2583.665421,250,779.243773
2933.167906,250,782.210936
2862.844929,250,785.170627
2221.47899,250,788.220731
1378.483211,250,791.286584
1628.999543,250,794.387349
2340.298432,250,797.933861
2940.501616,250,800.896574
336.768734,19,801.14527
337.945042,20,801.367429
982.086879,250,804.305042
1083.281027,250,807.407208
1863.884447,250,810.354739
2927.372828,250,813.433014
1689.758006,250,816.501598
1382.488923,250,819.462051
1449.873218,250,822.436799
1090.452794,250,826.634267
1926.8578,250,830.168913
2338.310044,250,834.053881
2112.639985,250,837.238761
2173.68372,250,840.429379
2594.635919,250,843.565574
2273.218251,250,846.588527
1453.756855,250,849.558237
1914.871258,250,852.683157
463.467895,34,853.067878
2209.748477,250,856.689139
1727.692894,250,859.76131
2120.377366,250,863.044413
2951.124281,250,866.4721
1978.027619,250,869.497786
959.144001,250,872.842867
1420.910221,250,875.894699
2151.152662,250,879.402629
1245.839278,250,882.532989
1423.076678,136,884.249406
2820.288488,250,887.501331
1864.929997,250,890.675975
1565.099338,250,893.823597
1767.178729,250,897.149328
2472.295537,250,900.588932
2853.285539,250,903.626663
1867.530921,250,906.648247
1826.109692,250,909.827572
2398.957279,250,912.961321
1723.537585,156,914.777017
1842.001192,250,918.633366
1479.236047,250,921.698612
2338.715019,250,925.404529
319.384296,16,925.578433
745.288142,62,926.166789
1755.903368,250,929.40574
1423.671698,250,932.608773
1054.472822,250,935.759185
2596.669022,228,938.638757
1080.565321,250,941.763378
1747.665866,250,945.617116
1013.106928,250,949.356239
1871.301883,250,952.566983
2150.337574,250,956.215532
1254.023893,250,959.412507
752.181321,250,962.708266
1163.885759,250,965.92881
2103.958341,250,969.506989
926.113621,250,972.493209
2260.040268,250,975.724757
622.977121,39,976.498744
1580.675166,250,979.795922
1340.313616,250,983.012864
1275.381389,250,986.681474
2738.257211,250,989.922822
2388.331176,250,993.539602
2201.437223,250,996.583315
187.648041,6,996.834161
2939.59789,250,999.777271
1039.670522,250,1003.256081
367.451615,19,1004.089055
1814.392966,250,1007.939499
1476.232188,250,1011.107344
1431.20838,250,1014.617573
1841.756008,250,1017.97342
2408.749016,250,1022.032377
260.286909,11,1022.143412
946.302297,250,1025.841323
1491.418516,250,1029.225537
1019.252701,250,1032.525965
892.430353,250,1035.77434
1609.318042,250,1039.138283
2687.71784,230,1042.269918
2274.549302,250,1045.976881
1633.309551,250,1049.277364
2455.341601,250,1052.470932
2734.404134,250,1055.720388
2492.622442,250,1059.025792
1787.199888,250,1062.235073
2379.997735,250,1065.537055
1715.336672,250,1069.102369
1958.183751,184,1071.385133
2426.403891,250,1075.475794
2495.749737,250,1080.159157
1452.077355,250,1083.874343
1221.88884,250,1087.148679
1825.145383,250,1090.482174
116.048019,1,1090.494934
2717.302757,224,1093.386158
2221.749299,250,1096.928874
2068.885723,250,1100.11491
991.163568,250,1103.3902
1124.297874,250,1107.657366
1483.001142,250,1111.842869
2084.245647,250,1115.957098
782.570929,52,1116.757628
1746.214209,250,1120.08596
2300.299587,250,1123.451981
1713.073855,250,1127.00774
1729.978121,193,1129.442661
2123.782902,250,1133.42745
1122.350636,250,1136.76974
560.322145,35,1137.22279
2617.584464,250,1140.576319
1154.086626,85,1141.812884
938.574335,65,1142.807944
2142.318087,250,1146.531245
1974.315854,250,1149.93595
1755.112866,250,1153.353335
2309.514109,250,1157.063818
2657.574295,250,1160.39312
2485.629962,250,1163.864064
2149.953286,250,1167.271228
2298.785639,250,1170.743371
1197.22982,99,1172.164459
2119.729637,250,1175.98383
2380.445228,250,1179.389635
1067.162801,250,1182.839952
1395.341216,250,1186.321245
2169.911108,250,1189.935716
1872.81393,250,1193.177102
2120.359999,250,1196.518388
1503.793804,250,1200.003359
1488.663368,250,1203.743175
2508.521911,250,1208.049624
231.630308,9,1208.177382
2553.418344,250,1212.556568
1586.445198,116,1214.530456
2279.877068,250,1218.753147
2343.334587,250,1222.368086
1383.11145,250,1225.895084
1089.236337,250,1229.359498
1809.047647,135,1231.189906
1443.254673,250,1234.608956
1778.474012,250,1238.129457
2462.086621,250,1241.54991
2519.624912,250,1245.300663
1829.854848,156,1247.752272
1515.118171,250,1251.653252
2592.696351,250,1255.157069
2253.298006,250,1258.669146
1897.032543,201,1261.539845
1063.033574,250,1266.087289
250.063026,12,1266.454444
1586.10604,250,1270.043316
2193.683296,250,1273.277134
2238.551814,250,1277.406716
1839.487946,151,1279.839696
980.492562,250,1283.259023
2658.272254,250,1286.761704
2409.256843,250,1290.078733
1649.814606,250,1293.539662
1097.027669,250,1297.063125
2096.413594,250,1300.575862
1825.801719,250,1304.162689
1960.36563,250,1308.733906
1317.565103,250,1313.102289
2432.09791,250,1317.146572
2276.027885,250,1320.812469
1096.820627,250,1324.442662
1714.685721,201,1327.477241
416.411266,31,1327.888181
1878.273327,250,1331.412074
1293.982931,250,1334.876504
1168.163208,250,1338.706728
1193.581055,95,1339.801808
1079.539887,250,1343.360917
516.655452,32,1344.12293
186.453154,6,1344.220588
200.082435,7,1344.323127
1610.516014,250,1348.240375
1447.420733,250,1351.805258
142.611115,3,1351.83723
2137.268991,250,1355.466044
1423.206135,120,1357.159968
610.564208,42,1357.741327
351.249409,19,1357.975879
1325.411574,250,1362.043137
2930.005307,250,1365.985808
2480.11895,250,1369.846567
1911.690934,250,1373.366947
1400.148552,250,1377.914548
1561.216418,250,1382.895301
1701.207049,250,1387.125501
1313.038404,250,1391.219314
1691.919971,250,1394.913203
1118.846416,250,1399.090926
2953.786221,250,1402.890504
1895.863805,250,1406.495033
1351.466616,250,1409.898196
1306.719489,250,1414.026462
375.765567,21,1414.663256
1517.267601,250,1418.493069
1425.814855,250,1421.857834
1745.651332,250,1425.568889
1587.553759,250,1429.463937
1149.062159,110,1431.116281
1484.81056,250,1435.000063
2256.890064,250,1438.525403
959.768084,250,1442.302415
2900.127529,250,1446.74803
2000.00007,250,1451.414957
1052.248916,250,1455.952116
741.437623,46,1456.767515
881.803856,250,1460.468984
2583.876404,250,1464.29061
2621.126474,250,1467.900011
1536.132408,250,1471.713957
1532.625895,250,1475.302799
1832.772832,250,1479.099046
2085.594711,250,1482.863332
1299.212682,250,1487.20964
2536.515091,250,1491.746139
928.316193,99,1493.354169
2048.397463,250,1497.065472
1922.482941,250,1500.864133
1287.443462,250,1504.605237
962.619721,250,1508.413885
1413.740152,250,1512.029022
1381.585922,250,1516.718573
1237.839024,250,1522.065202
1787.324234,250,1526.588421
2650.764821,250,1530.826085
